time,tair_month_HadGEM2-ES_rcp85
2026-01-31 00:00:00+00:00,8.738324
2026-02-28 00:00:00+00:00,14.420974
2026-03-31 00:00:00+00:00,12.021942
2026-04-30 00:00:00+00:00,20.264877
2026-05-31 00:00:00+00:00,21.323404
2026-06-30 00:00:00+00:00,26.590899
2026-07-31 00:00:00+00:00,31.27985
2026-08-31 00:00:00+00:00,30.768003
2026-09-30 00:00:00+00:00,26.720781
2026-10-31 00:00:00+00:00,22.351036
2026-11-30 00:00:00+00:00,14.427796
2026-12-31 00:00:00+00:00,9.484015
2027-01-31 00:00:00+00:00,10.170477
2027-02-28 00:00:00+00:00,13.929528
2027-03-31 00:00:00+00:00,12.174841
2027-04-30 00:00:00+00:00,17.66765
2027-05-31 00:00:00+00:00,23.132565
2027-06-30 00:00:00+00:00,29.358177
2027-07-31 00:00:00+00:00,31.662104
2027-08-31 00:00:00+00:00,30.385784
2027-09-30 00:00:00+00:00,26.951715
2027-10-31 00:00:00+00:00,21.942371
2027-11-30 00:00:00+00:00,16.081057
2027-12-31 00:00:00+00:00,9.097259
2028-01-31 00:00:00+00:00,8.626578
2028-02-29 00:00:00+00:00,10.964942
2028-03-31 00:00:00+00:00,17.196863
2028-04-30 00:00:00+00:00,21.70062
2028-05-31 00:00:00+00:00,24.335554
2028-06-30 00:00:00+00:00,29.622723
2028-07-31 00:00:00+00:00,30.385286
2028-08-31 00:00:00+00:00,30.560966
2028-09-30 00:00:00+00:00,21.519112
2028-10-31 00:00:00+00:00,18.657108
2028-11-30 00:00:00+00:00,12.5119095
2028-12-31 00:00:00+00:00,12.583374
2029-01-31 00:00:00+00:00,10.865046
2029-02-28 00:00:00+00:00,12.094394
2029-03-31 00:00:00+00:00,14.957065
2029-04-30 00:00:00+00:00,20.372507
2029-05-31 00:00:00+00:00,22.562887
2029-06-30 00:00:00+00:00,30.19813
2029-07-31 00:00:00+00:00,30.820404
2029-08-31 00:00:00+00:00,29.329357
2029-09-30 00:00:00+00:00,25.65719
2029-10-31 00:00:00+00:00,20.82081
2029-11-30 00:00:00+00:00,14.286662
2029-12-31 00:00:00+00:00,8.051947
2030-01-31 00:00:00+00:00,11.199936
2030-02-28 00:00:00+00:00,12.610981
2030-03-31 00:00:00+00:00,13.956821
2030-04-30 00:00:00+00:00,14.876225
2030-05-31 00:00:00+00:00,24.296438
2030-06-30 00:00:00+00:00,28.192558
2030-07-31 00:00:00+00:00,31.050674
2030-08-31 00:00:00+00:00,29.569954
2030-09-30 00:00:00+00:00,28.505993
2030-10-31 00:00:00+00:00,21.725143
2030-11-30 00:00:00+00:00,13.6415205
2030-12-31 00:00:00+00:00,9.911946
2031-01-31 00:00:00+00:00,11.92222
2031-02-28 00:00:00+00:00,9.820356
2031-03-31 00:00:00+00:00,11.8666115
2031-04-30 00:00:00+00:00,17.724545
2031-05-31 00:00:00+00:00,22.121292
2031-06-30 00:00:00+00:00,26.765709
2031-07-31 00:00:00+00:00,31.823631
2031-08-31 00:00:00+00:00,30.09037
2031-09-30 00:00:00+00:00,28.048374
2031-10-31 00:00:00+00:00,21.852108
2031-11-30 00:00:00+00:00,16.638124
2031-12-31 00:00:00+00:00,11.804097
2032-01-31 00:00:00+00:00,11.787939
2032-02-29 00:00:00+00:00,13.738806
2032-03-31 00:00:00+00:00,18.14915
2032-04-30 00:00:00+00:00,18.912697
2032-05-31 00:00:00+00:00,22.548658
