time,tair_month_CanESM2_rcp85
2006-01-31 00:00:00+00:00,6.4665546
2006-02-28 00:00:00+00:00,9.62498
2006-03-31 00:00:00+00:00,15.153973
2006-04-30 00:00:00+00:00,15.564456
2006-05-31 00:00:00+00:00,19.153711
2006-06-30 00:00:00+00:00,26.270748
2006-07-31 00:00:00+00:00,28.896137
2006-08-31 00:00:00+00:00,30.24241
2006-09-30 00:00:00+00:00,24.633581
2006-10-31 00:00:00+00:00,19.590603
2006-11-30 00:00:00+00:00,15.113192
2006-12-31 00:00:00+00:00,9.852658
2007-01-31 00:00:00+00:00,7.6484604
2007-02-28 00:00:00+00:00,8.682227
2007-03-31 00:00:00+00:00,13.500201
2007-04-30 00:00:00+00:00,20.966642
2007-05-31 00:00:00+00:00,22.290663
2007-06-30 00:00:00+00:00,28.861084
2007-07-31 00:00:00+00:00,29.57967
2007-08-31 00:00:00+00:00,30.417036
2007-09-30 00:00:00+00:00,23.544304
2007-10-31 00:00:00+00:00,21.088518
2007-11-30 00:00:00+00:00,14.337438
2007-12-31 00:00:00+00:00,11.696849
2008-01-31 00:00:00+00:00,9.717697
2008-02-29 00:00:00+00:00,11.647622
2008-03-31 00:00:00+00:00,14.969684
2008-04-30 00:00:00+00:00,19.289398
2008-05-31 00:00:00+00:00,22.937424
2008-06-30 00:00:00+00:00,25.415674
2008-07-31 00:00:00+00:00,32.253166
2008-08-31 00:00:00+00:00,29.418953
2008-09-30 00:00:00+00:00,24.872059
2008-10-31 00:00:00+00:00,18.574778
2008-11-30 00:00:00+00:00,15.947607
2008-12-31 00:00:00+00:00,8.510673
2009-01-31 00:00:00+00:00,10.96416
2009-02-28 00:00:00+00:00,12.835913
2009-03-31 00:00:00+00:00,15.999499
2009-04-30 00:00:00+00:00,15.291936
2009-05-31 00:00:00+00:00,20.574244
2009-06-30 00:00:00+00:00,29.824093
2009-07-31 00:00:00+00:00,32.15928
2009-08-31 00:00:00+00:00,31.049734
2009-09-30 00:00:00+00:00,28.524307
2009-10-31 00:00:00+00:00,23.18805
2009-11-30 00:00:00+00:00,13.170793
2009-12-31 00:00:00+00:00,9.030313
2010-01-31 00:00:00+00:00,9.311686
2010-02-28 00:00:00+00:00,11.412235
2010-03-31 00:00:00+00:00,13.655039
2010-04-30 00:00:00+00:00,19.62223
2010-05-31 00:00:00+00:00,22.653296
2010-06-30 00:00:00+00:00,27.169647
2010-07-31 00:00:00+00:00,31.844236
2010-08-31 00:00:00+00:00,31.025541
2010-09-30 00:00:00+00:00,23.957739
2010-10-31 00:00:00+00:00,18.640553
2010-11-30 00:00:00+00:00,11.945267
2010-12-31 00:00:00+00:00,8.845065
2011-01-31 00:00:00+00:00,8.462306
2011-02-28 00:00:00+00:00,12.409536
2011-03-31 00:00:00+00:00,14.929013
2011-04-30 00:00:00+00:00,17.4101
2011-05-31 00:00:00+00:00,18.951843
2011-06-30 00:00:00+00:00,25.743793
2011-07-31 00:00:00+00:00,32.61255
2011-08-31 00:00:00+00:00,30.768394
2011-09-30 00:00:00+00:00,23.902248
2011-10-31 00:00:00+00:00,22.120865
2011-11-30 00:00:00+00:00,14.420557
2011-12-31 00:00:00+00:00,12.395953
2012-01-31 00:00:00+00:00,9.755378
2012-02-29 00:00:00+00:00,13.368093
2012-03-31 00:00:00+00:00,13.645058
2012-04-30 00:00:00+00:00,19.35566
2012-05-31 00:00:00+00:00,25.368717
2012-06-30 00:00:00+00:00,27.613825
2012-07-31 00:00:00+00:00,32.352913
2012-08-31 00:00:00+00:00,28.354343
2012-09-30 00:00:00+00:00,30.036913
2012-10-31 00:00:00+00:00,21.732288
2012-11-30 00:00:00+00:00,12.545026
2012-12-31 00:00:00+00:00,7.181792
2013-01-31 00:00:00+00:00,8.446547
2013-02-28 00:00:00+00:00,14.359284
2013-03-31 00:00:00+00:00,10.097382
2013-04-30 00:00:00+00:00,16.510406
2013-05-31 00:00:00+00:00,21.869734
2013-06-30 00:00:00+00:00,27.834768
2013-07-31 00:00:00+00:00,30.297266
2013-08-31 00:00:00+00:00,30.511707
2013-09-30 00:00:00+00:00,27.349173
2013-10-31 00:00:00+00:00,21.20694
2013-11-30 00:00:00+00:00,16.42816
2013-12-31 00:00:00+00:00,8.63515
2014-01-31 00:00:00+00:00,7.70917
2014-02-28 00:00:00+00:00,8.874043
2014-03-31 00:00:00+00:00,13.042745
2014-04-30 00:00:00+00:00,15.661424
2014-05-31 00:00:00+00:00,24.338781
2014-06-30 00:00:00+00:00,27.442724
2014-07-31 00:00:00+00:00,32.26162
2014-08-31 00:00:00+00:00,31.46697
2014-09-30 00:00:00+00:00,26.026566
2014-10-31 00:00:00+00:00,22.768805
2014-11-30 00:00:00+00:00,12.49908
2014-12-31 00:00:00+00:00,8.3351555
2015-01-31 00:00:00+00:00,10.060081
2015-02-28 00:00:00+00:00,12.022504
2015-03-31 00:00:00+00:00,15.667061
2015-04-30 00:00:00+00:00,19.040527
2015-05-31 00:00:00+00:00,24.838713
2015-06-30 00:00:00+00:00,29.718143
2015-07-31 00:00:00+00:00,33.144535
2015-08-31 00:00:00+00:00,31.66078
2015-09-30 00:00:00+00:00,23.869776
2015-10-31 00:00:00+00:00,20.562366
2015-11-30 00:00:00+00:00,13.600993
2015-12-31 00:00:00+00:00,10.118014
2016-01-31 00:00:00+00:00,8.9685335
2016-02-29 00:00:00+00:00,9.680676
2016-03-31 00:00:00+00:00,12.083883
2016-04-30 00:00:00+00:00,20.96954
2016-05-31 00:00:00+00:00,22.190407
2016-06-30 00:00:00+00:00,26.722265
2016-07-31 00:00:00+00:00,30.522448
2016-08-31 00:00:00+00:00,31.760065
2016-09-30 00:00:00+00:00,28.584475
2016-10-31 00:00:00+00:00,20.607975
2016-11-30 00:00:00+00:00,12.243851
2016-12-31 00:00:00+00:00,6.629743
2017-01-31 00:00:00+00:00,9.497893
2017-02-28 00:00:00+00:00,13.607688
2017-03-31 00:00:00+00:00,13.03402
2017-04-30 00:00:00+00:00,16.294489
2017-05-31 00:00:00+00:00,24.396103
2017-06-30 00:00:00+00:00,28.343407
2017-07-31 00:00:00+00:00,30.843395
2017-08-31 00:00:00+00:00,30.52904
2017-09-30 00:00:00+00:00,26.209496
2017-10-31 00:00:00+00:00,24.521383
2017-11-30 00:00:00+00:00,13.963989
2017-12-31 00:00:00+00:00,8.809279
2018-01-31 00:00:00+00:00,9.341055
2018-02-28 00:00:00+00:00,11.310841
2018-03-31 00:00:00+00:00,15.041519
2018-04-30 00:00:00+00:00,20.476587
2018-05-31 00:00:00+00:00,19.886702
2018-06-30 00:00:00+00:00,27.211544
2018-07-31 00:00:00+00:00,30.130585
2018-08-31 00:00:00+00:00,29.76155
2018-09-30 00:00:00+00:00,26.446133
2018-10-31 00:00:00+00:00,20.161837
2018-11-30 00:00:00+00:00,13.231672
2018-12-31 00:00:00+00:00,11.561525
2019-01-31 00:00:00+00:00,11.265506
2019-02-28 00:00:00+00:00,12.015658
2019-03-31 00:00:00+00:00,15.455809
2019-04-30 00:00:00+00:00,18.429764
2019-05-31 00:00:00+00:00,24.070536
2019-06-30 00:00:00+00:00,32.39408
2019-07-31 00:00:00+00:00,31.167574
2019-08-31 00:00:00+00:00,30.167141
2019-09-30 00:00:00+00:00,27.906681
2019-10-31 00:00:00+00:00,24.195341
2019-11-30 00:00:00+00:00,14.946026
2019-12-31 00:00:00+00:00,7.009865
2020-01-31 00:00:00+00:00,7.6907363
2020-02-29 00:00:00+00:00,10.703868
2020-03-31 00:00:00+00:00,14.030478
2020-04-30 00:00:00+00:00,20.38216
2020-05-31 00:00:00+00:00,22.8829
2020-06-30 00:00:00+00:00,29.14679
2020-07-31 00:00:00+00:00,31.134083
2020-08-31 00:00:00+00:00,32.404076
2020-09-30 00:00:00+00:00,26.843067
2020-10-31 00:00:00+00:00,22.63674
2020-11-30 00:00:00+00:00,12.981272
2020-12-31 00:00:00+00:00,10.472519
2021-01-31 00:00:00+00:00,8.457733
2021-02-28 00:00:00+00:00,10.358582
2021-03-31 00:00:00+00:00,15.341402
2021-04-30 00:00:00+00:00,20.838266
2021-05-31 00:00:00+00:00,21.568476
2021-06-30 00:00:00+00:00,28.836292
2021-07-31 00:00:00+00:00,30.528702
2021-08-31 00:00:00+00:00,32.85793
2021-09-30 00:00:00+00:00,28.27154
2021-10-31 00:00:00+00:00,21.829016
2021-11-30 00:00:00+00:00,12.741846
2021-12-31 00:00:00+00:00,10.513975
2022-01-31 00:00:00+00:00,9.086298
2022-02-28 00:00:00+00:00,12.84718
2022-03-31 00:00:00+00:00,13.804682
2022-04-30 00:00:00+00:00,15.792276
2022-05-31 00:00:00+00:00,24.201296
2022-06-30 00:00:00+00:00,29.809122
2022-07-31 00:00:00+00:00,32.83656
2022-08-31 00:00:00+00:00,32.088894
2022-09-30 00:00:00+00:00,27.45655
2022-10-31 00:00:00+00:00,25.272346
2022-11-30 00:00:00+00:00,13.791771
2022-12-31 00:00:00+00:00,8.845682
2023-01-31 00:00:00+00:00,9.577978
2023-02-28 00:00:00+00:00,11.984319
2023-03-31 00:00:00+00:00,14.450896
2023-04-30 00:00:00+00:00,18.372173
2023-05-31 00:00:00+00:00,26.874653
2023-06-30 00:00:00+00:00,28.474201
2023-07-31 00:00:00+00:00,31.882818
2023-08-31 00:00:00+00:00,33.664783
2023-09-30 00:00:00+00:00,27.17776
2023-10-31 00:00:00+00:00,20.976667
2023-11-30 00:00:00+00:00,12.486498
2023-12-31 00:00:00+00:00,11.363208
2024-01-31 00:00:00+00:00,10.249474
2024-02-29 00:00:00+00:00,13.120226
2024-03-31 00:00:00+00:00,17.701405
2024-04-30 00:00:00+00:00,22.448715
2024-05-31 00:00:00+00:00,23.527136
2024-06-30 00:00:00+00:00,29.08408
2024-07-31 00:00:00+00:00,32.586826
2024-08-31 00:00:00+00:00,33.75285
2024-09-30 00:00:00+00:00,27.181984
2024-10-31 00:00:00+00:00,21.210388
2024-11-30 00:00:00+00:00,12.776988
2024-12-31 00:00:00+00:00,7.1567364
2025-01-31 00:00:00+00:00,7.707412
2025-02-28 00:00:00+00:00,9.683879
2025-03-31 00:00:00+00:00,13.580926
2025-04-30 00:00:00+00:00,16.272213
2025-05-31 00:00:00+00:00,23.343159
2025-06-30 00:00:00+00:00,29.65263
2025-07-31 00:00:00+00:00,31.33854
2025-08-31 00:00:00+00:00,32.625183
2025-09-30 00:00:00+00:00,26.914421
2025-10-31 00:00:00+00:00,25.005087
2025-11-30 00:00:00+00:00,15.224012
2025-12-31 00:00:00+00:00,9.952542
2026-01-31 00:00:00+00:00,12.006023
2026-02-28 00:00:00+00:00,12.003346
2026-03-31 00:00:00+00:00,17.220613
2026-04-30 00:00:00+00:00,19.869236
2026-05-31 00:00:00+00:00,24.035667
2026-06-30 00:00:00+00:00,30.336374
2026-07-31 00:00:00+00:00,32.62233
2026-08-31 00:00:00+00:00,33.01729
2026-09-30 00:00:00+00:00,27.616722
2026-10-31 00:00:00+00:00,23.865217
2026-11-30 00:00:00+00:00,12.824889
2026-12-31 00:00:00+00:00,11.595839
2027-01-31 00:00:00+00:00,7.798725
2027-02-28 00:00:00+00:00,9.210971
2027-03-31 00:00:00+00:00,14.7736025
2027-04-30 00:00:00+00:00,14.251464
2027-05-31 00:00:00+00:00,20.524786
2027-06-30 00:00:00+00:00,26.870579
2027-07-31 00:00:00+00:00,31.929459
2027-08-31 00:00:00+00:00,32.05942
2027-09-30 00:00:00+00:00,27.904297
2027-10-31 00:00:00+00:00,22.06822
2027-11-30 00:00:00+00:00,14.252661
2027-12-31 00:00:00+00:00,7.679999
2028-01-31 00:00:00+00:00,8.936212
2028-02-29 00:00:00+00:00,12.611689
2028-03-31 00:00:00+00:00,15.4596815
2028-04-30 00:00:00+00:00,20.805695
2028-05-31 00:00:00+00:00,22.493818
2028-06-30 00:00:00+00:00,27.920174
2028-07-31 00:00:00+00:00,31.732052
2028-08-31 00:00:00+00:00,29.87119
2028-09-30 00:00:00+00:00,26.08553
2028-10-31 00:00:00+00:00,21.240005
2028-11-30 00:00:00+00:00,12.831926
2028-12-31 00:00:00+00:00,10.21478
2029-01-31 00:00:00+00:00,10.854716
2029-02-28 00:00:00+00:00,15.523817
2029-03-31 00:00:00+00:00,15.932659
2029-04-30 00:00:00+00:00,20.95573
2029-05-31 00:00:00+00:00,20.680847
2029-06-30 00:00:00+00:00,27.902044
2029-07-31 00:00:00+00:00,31.060368
2029-08-31 00:00:00+00:00,32.565975
2029-09-30 00:00:00+00:00,25.776695
2029-10-31 00:00:00+00:00,22.41502
2029-11-30 00:00:00+00:00,16.576742
2029-12-31 00:00:00+00:00,10.345947
2030-01-31 00:00:00+00:00,9.763438
2030-02-28 00:00:00+00:00,11.525493
2030-03-31 00:00:00+00:00,15.650928
2030-04-30 00:00:00+00:00,19.599827
2030-05-31 00:00:00+00:00,22.7292
2030-06-30 00:00:00+00:00,29.239864
2030-07-31 00:00:00+00:00,33.113842
2030-08-31 00:00:00+00:00,33.29655
2030-09-30 00:00:00+00:00,28.938278
2030-10-31 00:00:00+00:00,24.16372
2030-11-30 00:00:00+00:00,15.680649
2030-12-31 00:00:00+00:00,11.388697
2031-01-31 00:00:00+00:00,8.7278185
2031-02-28 00:00:00+00:00,12.970179
2031-03-31 00:00:00+00:00,15.694148
2031-04-30 00:00:00+00:00,17.648026
2031-05-31 00:00:00+00:00,21.396704
2031-06-30 00:00:00+00:00,29.287033
2031-07-31 00:00:00+00:00,33.004692
2031-08-31 00:00:00+00:00,33.50032
2031-09-30 00:00:00+00:00,27.64754
2031-10-31 00:00:00+00:00,21.14471
2031-11-30 00:00:00+00:00,13.206639
2031-12-31 00:00:00+00:00,11.911205
2032-01-31 00:00:00+00:00,9.691864
2032-02-29 00:00:00+00:00,10.308108
2032-03-31 00:00:00+00:00,14.034116
2032-04-30 00:00:00+00:00,19.004038
2032-05-31 00:00:00+00:00,24.242516
2032-06-30 00:00:00+00:00,24.699986
2032-07-31 00:00:00+00:00,33.24711
2032-08-31 00:00:00+00:00,31.735466
2032-09-30 00:00:00+00:00,26.043156
2032-10-31 00:00:00+00:00,21.831785
2032-11-30 00:00:00+00:00,12.476199
2032-12-31 00:00:00+00:00,10.424089
2033-01-31 00:00:00+00:00,10.997413
2033-02-28 00:00:00+00:00,11.711587
2033-03-31 00:00:00+00:00,16.12454
2033-04-30 00:00:00+00:00,16.589142
2033-05-31 00:00:00+00:00,22.177904
2033-06-30 00:00:00+00:00,28.287733
2033-07-31 00:00:00+00:00,30.900593
2033-08-31 00:00:00+00:00,29.530598
2033-09-30 00:00:00+00:00,25.96723
2033-10-31 00:00:00+00:00,21.244154
2033-11-30 00:00:00+00:00,15.874284
2033-12-31 00:00:00+00:00,10.868458
2034-01-31 00:00:00+00:00,13.645067
2034-02-28 00:00:00+00:00,12.155145
2034-03-31 00:00:00+00:00,17.918583
2034-04-30 00:00:00+00:00,17.954031
2034-05-31 00:00:00+00:00,26.120512
2034-06-30 00:00:00+00:00,25.65328
2034-07-31 00:00:00+00:00,32.060684
2034-08-31 00:00:00+00:00,33.663345
2034-09-30 00:00:00+00:00,25.728432
2034-10-31 00:00:00+00:00,24.270327
2034-11-30 00:00:00+00:00,12.402602
2034-12-31 00:00:00+00:00,10.678448
2035-01-31 00:00:00+00:00,9.473474
2035-02-28 00:00:00+00:00,9.606107
2035-03-31 00:00:00+00:00,12.995078
2035-04-30 00:00:00+00:00,18.560108
2035-05-31 00:00:00+00:00,24.796919
2035-06-30 00:00:00+00:00,30.166218
2035-07-31 00:00:00+00:00,32.743183
2035-08-31 00:00:00+00:00,34.62894
2035-09-30 00:00:00+00:00,25.914309
2035-10-31 00:00:00+00:00,21.323801
2035-11-30 00:00:00+00:00,12.926336
2035-12-31 00:00:00+00:00,10.550132
2036-01-31 00:00:00+00:00,13.6932535
2036-02-29 00:00:00+00:00,11.583901
2036-03-31 00:00:00+00:00,14.47328
2036-04-30 00:00:00+00:00,22.961897
2036-05-31 00:00:00+00:00,25.941582
2036-06-30 00:00:00+00:00,28.868195
2036-07-31 00:00:00+00:00,34.16182
2036-08-31 00:00:00+00:00,32.438774
2036-09-30 00:00:00+00:00,29.781425
2036-10-31 00:00:00+00:00,23.120447
2036-11-30 00:00:00+00:00,13.155726
2036-12-31 00:00:00+00:00,9.709876
2037-01-31 00:00:00+00:00,12.373521
2037-02-28 00:00:00+00:00,13.268879
2037-03-31 00:00:00+00:00,14.20986
2037-04-30 00:00:00+00:00,15.794527
2037-05-31 00:00:00+00:00,23.982948
2037-06-30 00:00:00+00:00,29.461203
2037-07-31 00:00:00+00:00,34.524998
2037-08-31 00:00:00+00:00,32.031425
2037-09-30 00:00:00+00:00,27.957947
2037-10-31 00:00:00+00:00,22.231367
2037-11-30 00:00:00+00:00,14.032085
2037-12-31 00:00:00+00:00,12.364666
2038-01-31 00:00:00+00:00,10.95906
2038-02-28 00:00:00+00:00,10.966811
2038-03-31 00:00:00+00:00,14.487805
2038-04-30 00:00:00+00:00,20.741886
2038-05-31 00:00:00+00:00,25.210663
2038-06-30 00:00:00+00:00,28.109663
2038-07-31 00:00:00+00:00,33.903713
2038-08-31 00:00:00+00:00,33.123478
2038-09-30 00:00:00+00:00,27.484137
2038-10-31 00:00:00+00:00,20.43588
2038-11-30 00:00:00+00:00,13.431784
2038-12-31 00:00:00+00:00,11.418357
2039-01-31 00:00:00+00:00,10.342007
2039-02-28 00:00:00+00:00,12.48841
2039-03-31 00:00:00+00:00,13.931878
2039-04-30 00:00:00+00:00,21.060066
2039-05-31 00:00:00+00:00,23.89328
2039-06-30 00:00:00+00:00,29.090052
2039-07-31 00:00:00+00:00,33.692596
2039-08-31 00:00:00+00:00,33.282833
2039-09-30 00:00:00+00:00,26.07846
2039-10-31 00:00:00+00:00,22.430782
2039-11-30 00:00:00+00:00,15.836509
2039-12-31 00:00:00+00:00,13.929836
2040-01-31 00:00:00+00:00,10.401025
2040-02-29 00:00:00+00:00,13.366564
2040-03-31 00:00:00+00:00,14.079772
2040-04-30 00:00:00+00:00,20.083143
2040-05-31 00:00:00+00:00,25.49722
2040-06-30 00:00:00+00:00,27.990799
2040-07-31 00:00:00+00:00,35.378155
2040-08-31 00:00:00+00:00,34.380512
2040-09-30 00:00:00+00:00,29.01243
2040-10-31 00:00:00+00:00,22.452677
2040-11-30 00:00:00+00:00,13.621177
2040-12-31 00:00:00+00:00,11.133211
2041-01-31 00:00:00+00:00,10.260823
2041-02-28 00:00:00+00:00,13.190205
2041-03-31 00:00:00+00:00,16.836836
2041-04-30 00:00:00+00:00,19.79407
2041-05-31 00:00:00+00:00,23.417915
2041-06-30 00:00:00+00:00,32.975613
2041-07-31 00:00:00+00:00,34.997833
2041-08-31 00:00:00+00:00,31.015337
2041-09-30 00:00:00+00:00,27.372734
2041-10-31 00:00:00+00:00,22.332132
2041-11-30 00:00:00+00:00,13.732758
2041-12-31 00:00:00+00:00,9.784656
2042-01-31 00:00:00+00:00,10.126165
2042-02-28 00:00:00+00:00,12.334876
2042-03-31 00:00:00+00:00,16.174109
2042-04-30 00:00:00+00:00,18.575254
2042-05-31 00:00:00+00:00,20.900337
2042-06-30 00:00:00+00:00,30.019207
2042-07-31 00:00:00+00:00,31.024712
2042-08-31 00:00:00+00:00,32.034637
2042-09-30 00:00:00+00:00,28.31121
2042-10-31 00:00:00+00:00,22.763756
2042-11-30 00:00:00+00:00,16.003248
2042-12-31 00:00:00+00:00,12.954761
2043-01-31 00:00:00+00:00,12.8034
2043-02-28 00:00:00+00:00,12.396922
2043-03-31 00:00:00+00:00,16.73727
2043-04-30 00:00:00+00:00,20.079954
