boundary,counties
feature,"San Bernardino County, California"
feature id,36
center,"-115.967, 34.8403"
scenario,High (RCP 8.5)
climate indicator,Precipitation
units,inch

year,Modeled RCP 8.5 Range Min,Modeled RCP 8.5 Range Max,Observed,CanESM2 (Average),CNRM-CM5 (Cool/Wet),HadGEM2-ES (Warm/Dry),MIROC5 (Complement)
1994,2.0906712725,13.5911531765,5.456464716,6.4538697385,5.1178086275,7.044041487,3.3448395235
1995,2.2373440405,11.0690482905,8.816758631499999,6.228692442,10.464642856000001,8.677920625,4.3852422395
1996,3.0869457114000003,11.5563005256,5.4895090476,5.022933309,8.0786787648,9.15885903,4.03916868
1997,2.3000893655000003,14.5287342975,5.8894462215,14.44701025,6.835584366000001,6.7702450955,6.8021141215
1998,2.2168874695,14.269964262499998,10.6987432345,4.886774687,9.8802989165,10.7951084905,9.764995672
1999,1.7744826495,12.584844052000001,3.9830622809999996,4.4958130035,1.8042901555000002,7.7952273645,5.24242784
2000,2.6089695852,14.416549314,4.6794786528,3.0680733606,7.9315862196,9.6678618546,5.0309200145999995
2001,2.4694200925,12.61269253,6.024252657,3.1964028200000003,6.7680166245,3.7966753595,3.2847776055
2002,2.7740858845,12.209699096,2.159281673,5.201838526,4.531824232,3.445666065,5.7411367205
2003,1.9997793739999998,11.782104808,7.137482071,7.03396391,2.714713342,4.124834559,10.394414155
2004,2.35487877,12.962763239400001,9.467944492800001,6.700632291,2.9052704118,3.2363806932,5.322905079
2005,1.833160305,17.268193362,10.8699700635,10.2757447345,2.572990047,3.9097565935,10.6225013775
2006,2.2394119115,13.705612906,3.4066097875,8.467149185,4.452376361,3.1924853114999996,9.941567415
2007,2.0863324445,12.088423465999998,,2.8846408075,7.7968748649999995,3.313165006,3.007974417
2008,1.7284262892,17.310214488,,3.4078381145999996,4.5804794592,4.4011502928,3.6678005946
2009,2.3856436865,15.258758277999998,,6.559152419,7.8105326175,8.733297439500001,10.8053944095
2010,2.302011273,13.481633722000002,,12.7335334085,7.3134503595,9.696918062,5.0981644005
2011,1.6374105495,10.956547735000001,,7.418727419,3.935190268,5.846023047499999,7.456311323
2012,1.7123839968,11.4866120028,,5.92698204,7.6621661898,5.220286987200001,9.9326774214
2013,2.1397403759999998,11.998319602499999,,3.5337246875000003,10.7026377845,4.3883226935,9.5886294605
2014,2.1167628595,15.0335132375,,8.008428281,9.924291672999999,3.978918801,6.2881236765
2015,2.1573438515,12.534094123500001,,6.611146158,10.7939837795,10.4364488325,2.2048621429999997
2016,3.2056050708,19.357361995199998,,13.6923064278,11.578790274,7.6880941422,4.3344476346
2017,2.7460070185000003,17.081406802,,6.799937590000001,9.2187359055,6.615149186,5.5782475865
2018,2.235192621,13.403231795,,4.673885444,8.4996353165,6.229867924500001,5.1031577465
2019,2.0509916845,12.7730906485,,3.729345306,10.004891046,2.8867422585000004,8.824970365
2020,2.2189519698,12.213992497200001,,6.0881355366,6.265586757,6.2659003824,4.5839420022
2021,1.970100129,14.462842855,,5.1580371755,6.0158421445,6.858857861,6.0575143405
2022,2.722360311,20.8879477465,,9.1578575555,9.9804064445,4.4638702839999995,3.251685939
2023,1.6285941204999999,11.406640330999998,,4.920683625000001,8.5890249845,8.333239992500001,10.333136641
2024,2.2683887244000003,12.2985798186,,3.4023792978,4.7051057532,11.007957093,9.451261371
2025,1.831732571,15.590896269500002,,11.108376274,4.0517057505,6.418212779,7.555716518
2026,2.9529021949999996,16.6748270605,,9.2496106715,12.860932716499999,4.935109264499999,5.979723898
2027,2.442228505,15.8425861805,,12.2443680005,11.0324157225,6.5217293705,5.926240156
2028,1.838151369,13.3836459642,,2.491476192,6.516679958999999,9.4876019868,3.6384955602000004
2029,1.9287382925,14.359722617000001,,2.0333725505,7.065489069500001,5.4458644954999995,13.880926713000001
2030,1.3294532605,14.026702749000002,,9.496690596,5.547378478,3.6558099605,3.7256062095
2031,1.7056795654999999,17.1150899145,,10.9844933395,13.267958524500001,3.7489991325000003,5.1759486379999995
2032,2.8994170104,13.6352554824,,10.6563994164,9.870670396800001,4.6993647138000005,7.0194500232
2033,2.6425559080000003,15.9474070265,,6.859695170999999,7.724081163,12.898788217,8.774291575
2034,1.662640262,13.296377242,,3.5635679270000002,7.6844849775,7.734544399,5.8944857765
2035,1.565389224,12.0525418125,,10.230824878,4.6196787465,6.1346905245,3.9237912450000003
2036,2.4721364958,14.657943223199998,,4.4263963506,11.0032342656,9.7128130596,6.5039262864
2037,2.063021537,11.6903952,,5.907473315999999,6.930917621000001,4.8214360005,3.215567145
2038,1.9560515345,13.2336058195,,7.404619658,6.314676404499999,6.024499178,5.417149909
2039,1.0302683085,13.5061408805,,4.2770837605,6.736144204,10.5916232535,6.5636742945
2040,1.097730075,11.712194492399998,,6.975046903200001,4.754724849,5.1180108492,7.563940281
2041,1.5042751570000001,14.9074780075,,8.25646863,4.889701622,3.532655347,5.613474868
2042,1.2714971735,14.1828889135,,6.5750279115,6.790453941,2.8098814345,4.5976459595
2043,1.8810759355,15.841635391999999,,2.0636630609999997,14.2839867595,5.711763820000001,5.3239396035
2044,2.4581778048,16.7416198362,,5.4430364538000005,4.835214397800001,5.7582461214,3.6638180388
2045,2.0653047945,12.8405482695,,9.1540611905,3.426615255,4.1148021325,3.7741877825000003
2046,2.040076761,17.208785816,,5.115234611,9.771977538,5.382382783,5.8415841365
2047,2.045431749,15.420538542,,6.9230594629999995,7.29484839,3.8665178905,6.583303884999999
2048,1.9725954666,15.7187317104,,15.443299728,5.146604818799999,12.3963437256,9.570216861
2049,1.808031807,13.462386396,,6.3792777545,6.2458874095,4.8283953095,3.9965818445
2050,2.3375872025,13.805831102,,12.052862501500002,8.697171893,7.4692763055,4.3377385115
2051,2.584971464,13.939646562499998,,7.0873443205,8.2746449,5.508025054,4.688510336999999
2052,2.028606789,14.0134708788,,6.6053792172,7.387452079799999,3.4018086306,4.3989176928
2053,1.654130433,13.9401457,,5.100281656,4.1014899255,8.0651155915,6.757339388999999
2054,1.7310115874999998,12.1504417475,,5.198512427000001,5.8567284975,2.031550288,4.4322801545
2055,1.8608401165000001,14.936830614,,8.1246439525,7.2158508195,4.26224881,5.431044254500001
2056,0.6755005434,10.889352048000001,,7.2102788364,6.493852209600001,7.018778559599999,3.7724746548
2057,2.2128461895,13.5242826945,,10.769767964,6.883411338,11.131206586,4.154722949
2058,2.039424652,17.16694645,,8.429814795,10.199425059500001,4.902602218499999,4.4163566645
2059,1.7629270780000001,13.7886479605,,11.112698896,12.9477472365,8.6499998405,10.3170522225
2060,1.9056322164000001,11.9856404124,,10.577539263,6.7473877662,3.7921048085999995,7.901512329
2061,1.71382903,12.957844596500001,,11.2828262355,6.606141496999999,5.735286318,2.8554067895
2062,1.5142631265,14.424429524999999,,10.5275238515,2.0425117855000003,2.510726157,2.248292398
2063,1.3055294815,18.592917208,,18.5502659725,11.09747606,2.7978121985,1.5722447635
2064,1.9052037768,15.2973451134,,14.404972660799999,4.1145416586,4.4953327434,7.4267904552
2065,1.2010785995,14.1559008865,,3.381855743,7.180143599500001,3.7108158620000005,5.888931206500001
2066,2.3355481665,13.168464160000001,,6.988425269,4.8000126905,3.3730815445,9.0488880465
2067,0.9767950055000001,22.135881067499998,,10.3700932925,5.380510552,2.1242176195,3.3845333830000004
2068,1.8584795579999998,15.4885758678,,15.2952095766,5.000828556,2.4797028138,5.0067618186
2069,1.3322503285,12.3033565995,,5.2316557775,7.157689347,4.1772822485,2.3254393455
2070,1.7566978055,16.6290569365,,6.5053016695,13.7005913455,2.9127981485000003,5.2562487475
2071,0.9168164535,15.9604493525,,15.520340054,5.0394614505,8.820474441,10.937816446000001
2072,1.6865549376,20.756613081599998,,8.884919998200001,8.5690909488,5.2684816476,4.3258271634000005
2073,2.3496606725,18.4732405335,,6.242777025500001,6.8699850685,7.391754065,3.3326579405000003
2074,1.3668592270000002,13.9958821855,,8.3508098515,7.362726125999999,3.686077768,3.569055848
2075,1.5595928415,14.8700933935,,7.1918156425,5.823475063000001,2.2284618385,3.081246342
2076,0.6703788126,13.446648252600001,,6.393565537800001,4.778140797,10.5192824208,11.7476660412
2077,2.336082417,13.833221140000001,,9.374471514,11.722029896,5.2835817725,6.779475799500001
2078,1.00870743,14.7123669655,,10.85273188,5.654859152,5.8066679445,1.7961121844999999
2079,1.6467901735000001,16.3458248935,,16.242144563,11.676765662,4.7318574815,3.4437732480000003
2080,1.9092844571999998,16.7424736044,,9.9070568724,12.6532399674,6.503329011,4.242458439
2081,1.7674372370000002,12.335938726,,8.1766975515,6.9753140675,9.216144369,7.264154883
2082,1.4194000645,17.380198211,,17.335245613999998,8.160578677,3.927764635,7.545272481
2083,1.129715953,20.6315207925,,20.5480114935,5.682038585,2.3730109635,5.7717201435000005
2084,0.8867769714000001,13.8810291306,,7.8451447422,5.619289134,3.8510580024000003,2.3342162766
2085,1.2181038055,17.2819459415,,16.960790654,7.6101736055,5.2211174609999995,4.712414223500001
2086,1.4376549555,13.89372062,,10.662112819999999,12.7562902825,9.8736716115,2.4110042515
2087,2.075996265,15.165480192,,5.6152177795,12.075124837,6.021064710499999,5.493782389
2088,1.919587833,13.381873902,,5.7026960688,6.5581861158,8.542062361200001,7.4189515404
2089,1.6897301969999998,18.402037318999998,,15.705498275999998,16.9184533185,3.1445186175,3.6703270325000004
2090,2.305575206,20.719623726000002,,15.747318443,20.6980197775,12.5714934105,4.6502810765
2091,0.9137819895,13.1564042315,,9.343097646999999,6.732104457,5.6484469415,8.798558235
2092,1.8400778466,13.6798556568,,11.2518884802,7.722804227999999,4.0816508856,4.327011246600001
2093,2.1045637564999997,16.2645581545,,13.931387561500001,5.9392610564999995,6.1628094675,3.4304065465000004
2094,1.334448176,12.1381943915,,6.407890141,11.4082663695,2.411149923,3.218363337
2095,1.5587170240000001,19.345221555,,8.1704580955,11.0014472245,4.4497230299999995,6.762392595
2096,1.2505660751999998,12.9322851384,,4.4586680346000005,6.320072445,4.3110913812,4.437130545
2097,1.479566701,14.602217411500002,,5.059837977,7.1176810035,8.0809436705,6.9315256745000005
2098,1.556182245,16.179243236999998,,12.483969768500002,5.849961142,5.0094138475,4.638864497
2099,1.5151026995,15.489284612999999,,15.396210926999998,5.1303349165,8.6632674445,5.7023129115
2100,0.8046120225,19.278063161,,15.955810567499999,10.78080936,,
