time,baseflow_month_CNRM-CM5_rcp45
2006-01-31 00:00:00+00:00,0.019233147
2006-02-28 00:00:00+00:00,0.038415
2006-03-31 00:00:00+00:00,0.032117717
2006-04-30 00:00:00+00:00,0.027418401
2006-05-31 00:00:00+00:00,0.024418116
2006-06-30 00:00:00+00:00,0.021059962
2006-07-31 00:00:00+00:00,0.019208292
2006-08-31 00:00:00+00:00,0.01910721
2006-09-30 00:00:00+00:00,0.019135771
2006-10-31 00:00:00+00:00,0.019068122
2006-11-30 00:00:00+00:00,0.019420287
2006-12-31 00:00:00+00:00,0.02059599
2007-01-31 00:00:00+00:00,0.020260192
2007-02-28 00:00:00+00:00,0.03701065
2007-03-31 00:00:00+00:00,0.031614445
2007-04-30 00:00:00+00:00,0.024318187
2007-05-31 00:00:00+00:00,0.020957213
2007-06-30 00:00:00+00:00,0.019055672
2007-07-31 00:00:00+00:00,0.018640568
2007-08-31 00:00:00+00:00,0.018435903
2007-09-30 00:00:00+00:00,0.018299915
2007-10-31 00:00:00+00:00,0.018175224
2007-11-30 00:00:00+00:00,0.03522052
2007-12-31 00:00:00+00:00,0.06868812
2008-01-31 00:00:00+00:00,0.34420168
2008-02-29 00:00:00+00:00,0.54966074
2008-03-31 00:00:00+00:00,0.23956978
2008-04-30 00:00:00+00:00,0.12411336
2008-05-31 00:00:00+00:00,0.08541739
2008-06-30 00:00:00+00:00,0.05718813
2008-07-31 00:00:00+00:00,0.041102577
2008-08-31 00:00:00+00:00,0.036999125
2008-09-30 00:00:00+00:00,0.034704357
2008-10-31 00:00:00+00:00,0.03361632
2008-11-30 00:00:00+00:00,0.032843348
2008-12-31 00:00:00+00:00,0.0322912
2009-01-31 00:00:00+00:00,0.07185695
2009-02-28 00:00:00+00:00,0.09187177
2009-03-31 00:00:00+00:00,0.10226813
2009-04-30 00:00:00+00:00,0.106199026
2009-05-31 00:00:00+00:00,0.04908029
2009-06-30 00:00:00+00:00,0.035881788
2009-07-31 00:00:00+00:00,0.032764215
2009-08-31 00:00:00+00:00,0.0321559
2009-09-30 00:00:00+00:00,0.032133337
2009-10-31 00:00:00+00:00,0.03183789
2009-11-30 00:00:00+00:00,0.041379664
2009-12-31 00:00:00+00:00,0.058239628
2010-01-31 00:00:00+00:00,0.15901178
2010-02-28 00:00:00+00:00,0.10256641
2010-03-31 00:00:00+00:00,0.09195304
2010-04-30 00:00:00+00:00,0.06439493
2010-05-31 00:00:00+00:00,0.048941348
2010-06-30 00:00:00+00:00,0.037875168
2010-07-31 00:00:00+00:00,0.032854907
2010-08-31 00:00:00+00:00,0.031387806
2010-09-30 00:00:00+00:00,0.031019779
2010-10-31 00:00:00+00:00,0.030710634
2010-11-30 00:00:00+00:00,0.030413575
2010-12-31 00:00:00+00:00,0.030123277
2011-01-31 00:00:00+00:00,0.23065457
2011-02-28 00:00:00+00:00,0.2825154
2011-03-31 00:00:00+00:00,0.40188897
2011-04-30 00:00:00+00:00,0.19631763
2011-05-31 00:00:00+00:00,0.095974594
2011-06-30 00:00:00+00:00,0.059173424
2011-07-31 00:00:00+00:00,0.04370618
2011-08-31 00:00:00+00:00,0.0385905
2011-09-30 00:00:00+00:00,0.036708754
2011-10-31 00:00:00+00:00,0.03575183
2011-11-30 00:00:00+00:00,0.03504922
2011-12-31 00:00:00+00:00,0.03449241
2012-01-31 00:00:00+00:00,0.05766945
2012-02-29 00:00:00+00:00,0.1642357
2012-03-31 00:00:00+00:00,0.084719114
2012-04-30 00:00:00+00:00,0.06266638
2012-05-31 00:00:00+00:00,0.04682378
2012-06-30 00:00:00+00:00,0.037753183
2012-07-31 00:00:00+00:00,0.0353473
2012-08-31 00:00:00+00:00,0.03455645
2012-09-30 00:00:00+00:00,0.034071475
2012-10-31 00:00:00+00:00,0.033696424
2012-11-30 00:00:00+00:00,0.03332402
2012-12-31 00:00:00+00:00,0.032986943
2013-01-31 00:00:00+00:00,0.05509413
2013-02-28 00:00:00+00:00,0.5414099
2013-03-31 00:00:00+00:00,0.30271667
2013-04-30 00:00:00+00:00,0.14145945
2013-05-31 00:00:00+00:00,0.074596465
2013-06-30 00:00:00+00:00,0.049728427
2013-07-31 00:00:00+00:00,0.042924672
2013-08-31 00:00:00+00:00,0.038954064
2013-09-30 00:00:00+00:00,0.038802046
2013-10-31 00:00:00+00:00,0.03827848
2013-11-30 00:00:00+00:00,0.037419684
2013-12-31 00:00:00+00:00,0.036695924
2014-01-31 00:00:00+00:00,0.4519676
2014-02-28 00:00:00+00:00,0.9428653
