time,rainfall_month_HadGEM2-ES_rcp85
2006-01-31 00:00:00+00:00,0.30910468
2006-02-28 00:00:00+00:00,0.0029613276
2006-03-31 00:00:00+00:00,0.31797582
2006-04-30 00:00:00+00:00,0.17927958
2006-05-31 00:00:00+00:00,0.066449165
2006-06-30 00:00:00+00:00,0.0007976127
2006-07-31 00:00:00+00:00,0.06454501
2006-08-31 00:00:00+00:00,0.3416947
2006-09-30 00:00:00+00:00,0.0038150668
2006-10-31 00:00:00+00:00,0.012989591
2006-11-30 00:00:00+00:00,0.2796062
2006-12-31 00:00:00+00:00,0.87745756
2007-01-31 00:00:00+00:00,0.2572601
2007-02-28 00:00:00+00:00,0.05608993
2007-03-31 00:00:00+00:00,0.22396593
2007-04-30 00:00:00+00:00,0.116719596
2007-05-31 00:00:00+00:00,0.14191844
2007-06-30 00:00:00+00:00,0.00543159
2007-07-31 00:00:00+00:00,0.19926746
2007-08-31 00:00:00+00:00,0.20911303
2007-09-30 00:00:00+00:00,0.75093144
2007-10-31 00:00:00+00:00,0.016699804
2007-11-30 00:00:00+00:00,0.6766962
2007-12-31 00:00:00+00:00,0.0
2008-01-31 00:00:00+00:00,0.28888544
2008-02-29 00:00:00+00:00,0.4787868
2008-03-31 00:00:00+00:00,0.74945664
2008-04-30 00:00:00+00:00,0.17216055
2008-05-31 00:00:00+00:00,0.0662507
2008-06-30 00:00:00+00:00,0.0009074326
2008-07-31 00:00:00+00:00,0.003155906
2008-08-31 00:00:00+00:00,0.26117676
2008-09-30 00:00:00+00:00,0.00060052535
2008-10-31 00:00:00+00:00,0.21492071
2008-11-30 00:00:00+00:00,0.121124946
2008-12-31 00:00:00+00:00,0.81229466
2009-01-31 00:00:00+00:00,0.66277623
2009-02-28 00:00:00+00:00,2.2346025
2009-03-31 00:00:00+00:00,1.3132792
2009-04-30 00:00:00+00:00,0.20352688
2009-05-31 00:00:00+00:00,0.66275525
2009-06-30 00:00:00+00:00,0.01544713
2009-07-31 00:00:00+00:00,0.02465165
2009-08-31 00:00:00+00:00,0.34001064
2009-09-30 00:00:00+00:00,0.73817664
2009-10-31 00:00:00+00:00,0.14457987
2009-11-30 00:00:00+00:00,0.56270856
2009-12-31 00:00:00+00:00,0.003944862
2010-01-31 00:00:00+00:00,1.6617225
2010-02-28 00:00:00+00:00,1.2655133
2010-03-31 00:00:00+00:00,1.3818854
2010-04-30 00:00:00+00:00,0.45652136
2010-05-31 00:00:00+00:00,0.11432345
2010-06-30 00:00:00+00:00,0.026953684
2010-07-31 00:00:00+00:00,0.11002923
2010-08-31 00:00:00+00:00,0.08321125
2010-09-30 00:00:00+00:00,0.089713156
2010-10-31 00:00:00+00:00,0.17230657
2010-11-30 00:00:00+00:00,1.3392092
2010-12-31 00:00:00+00:00,0.43134668
2011-01-31 00:00:00+00:00,1.1913244
2011-02-28 00:00:00+00:00,0.7738539
2011-03-31 00:00:00+00:00,1.6413994
2011-04-30 00:00:00+00:00,0.0686978
2011-05-31 00:00:00+00:00,0.003570844
2011-06-30 00:00:00+00:00,0.0031572352
2011-07-31 00:00:00+00:00,0.017844187
2011-08-31 00:00:00+00:00,0.2809317
2011-09-30 00:00:00+00:00,0.076307125
2011-10-31 00:00:00+00:00,0.053776838
2011-11-30 00:00:00+00:00,0.21488874
2011-12-31 00:00:00+00:00,0.19862773
2012-01-31 00:00:00+00:00,0.016430387
2012-02-29 00:00:00+00:00,0.56511873
2012-03-31 00:00:00+00:00,1.3744237
2012-04-30 00:00:00+00:00,0.026809359
2012-05-31 00:00:00+00:00,0.00027691977
2012-06-30 00:00:00+00:00,0.0072110207
2012-07-31 00:00:00+00:00,0.06026088
2012-08-31 00:00:00+00:00,0.059727676
2012-09-30 00:00:00+00:00,0.01347832
2012-10-31 00:00:00+00:00,0.013448016
2012-11-30 00:00:00+00:00,1.3851107
2012-12-31 00:00:00+00:00,0.5202124
2013-01-31 00:00:00+00:00,0.51918405
2013-02-28 00:00:00+00:00,0.9139274
2013-03-31 00:00:00+00:00,1.080353
2013-04-30 00:00:00+00:00,0.16796261
2013-05-31 00:00:00+00:00,0.06239995
2013-06-30 00:00:00+00:00,0.003347867
2013-07-31 00:00:00+00:00,0.15873058
2013-08-31 00:00:00+00:00,0.1409979
2013-09-30 00:00:00+00:00,0.00445902
2013-10-31 00:00:00+00:00,0.07185353
2013-11-30 00:00:00+00:00,0.05131345
2013-12-31 00:00:00+00:00,0.3355172
2014-01-31 00:00:00+00:00,0.021990249
2014-02-28 00:00:00+00:00,0.08260876
2014-03-31 00:00:00+00:00,1.3211107
2014-04-30 00:00:00+00:00,0.19361812
2014-05-31 00:00:00+00:00,0.092253335
2014-06-30 00:00:00+00:00,0.010817739
2014-07-31 00:00:00+00:00,0.40371224
2014-08-31 00:00:00+00:00,0.10869765
2014-09-30 00:00:00+00:00,0.4344502
2014-10-31 00:00:00+00:00,0.292191
2014-11-30 00:00:00+00:00,0.14974199
2014-12-31 00:00:00+00:00,0.12832403
2015-01-31 00:00:00+00:00,2.141997
2015-02-28 00:00:00+00:00,3.3814666
2015-03-31 00:00:00+00:00,1.1410131
2015-04-30 00:00:00+00:00,0.48650527
2015-05-31 00:00:00+00:00,0.15238689
2015-06-30 00:00:00+00:00,0.0023053964
2015-07-31 00:00:00+00:00,0.12329495
2015-08-31 00:00:00+00:00,0.13176472
2015-09-30 00:00:00+00:00,0.0045196568
2015-10-31 00:00:00+00:00,0.22185199
2015-11-30 00:00:00+00:00,0.13767505
2015-12-31 00:00:00+00:00,0.3052338
2016-01-31 00:00:00+00:00,0.40483317
2016-02-29 00:00:00+00:00,2.631725
2016-03-31 00:00:00+00:00,0.17182538
2016-04-30 00:00:00+00:00,0.18825087
2016-05-31 00:00:00+00:00,0.23887044
2016-06-30 00:00:00+00:00,0.03902335
2016-07-31 00:00:00+00:00,0.71863335
2016-08-31 00:00:00+00:00,0.17649852
2016-09-30 00:00:00+00:00,0.039188467
2016-10-31 00:00:00+00:00,0.006944013
2016-11-30 00:00:00+00:00,1.3349495
2016-12-31 00:00:00+00:00,0.23898034
2017-01-31 00:00:00+00:00,1.0687183
2017-02-28 00:00:00+00:00,1.6780387
2017-03-31 00:00:00+00:00,0.6154622
2017-04-30 00:00:00+00:00,0.3571271
2017-05-31 00:00:00+00:00,0.2047392
2017-06-30 00:00:00+00:00,0.06875537
2017-07-31 00:00:00+00:00,0.13934082
2017-08-31 00:00:00+00:00,0.23005591
2017-09-30 00:00:00+00:00,0.009700126
2017-10-31 00:00:00+00:00,0.2550066
2017-11-30 00:00:00+00:00,0.44399643
2017-12-31 00:00:00+00:00,0.25196534
2018-01-31 00:00:00+00:00,1.3009351
2018-02-28 00:00:00+00:00,0.9568912
2018-03-31 00:00:00+00:00,0.06926236
2018-04-30 00:00:00+00:00,0.2617789
2018-05-31 00:00:00+00:00,0.48427182
2018-06-30 00:00:00+00:00,0.008778653
2018-07-31 00:00:00+00:00,0.10090985
2018-08-31 00:00:00+00:00,0.1668338
2018-09-30 00:00:00+00:00,0.0010055881
2018-10-31 00:00:00+00:00,1.180777
2018-11-30 00:00:00+00:00,0.055540632
2018-12-31 00:00:00+00:00,0.26890528
2019-01-31 00:00:00+00:00,0.22351068
2019-02-28 00:00:00+00:00,0.90552
2019-03-31 00:00:00+00:00,0.25455636
2019-04-30 00:00:00+00:00,0.08892037
2019-05-31 00:00:00+00:00,0.0018478355
2019-06-30 00:00:00+00:00,0.021666666
2019-07-31 00:00:00+00:00,0.12223519
2019-08-31 00:00:00+00:00,0.2037049
2019-09-30 00:00:00+00:00,0.038069624
2019-10-31 00:00:00+00:00,0.28161386
2019-11-30 00:00:00+00:00,0.023281338
2019-12-31 00:00:00+00:00,0.037819766
2020-01-31 00:00:00+00:00,0.5205599
2020-02-29 00:00:00+00:00,0.2967321
2020-03-31 00:00:00+00:00,0.51209015
2020-04-30 00:00:00+00:00,0.03315046
2020-05-31 00:00:00+00:00,0.0004940321
2020-06-30 00:00:00+00:00,0.005184598
2020-07-31 00:00:00+00:00,0.33087662
2020-08-31 00:00:00+00:00,0.122944586
2020-09-30 00:00:00+00:00,0.580962
2020-10-31 00:00:00+00:00,0.7732836
2020-11-30 00:00:00+00:00,0.06036454
2020-12-31 00:00:00+00:00,1.7312183
2021-01-31 00:00:00+00:00,2.232335
2021-02-28 00:00:00+00:00,0.36243728
2021-03-31 00:00:00+00:00,0.19936636
