time,rainfall_month_CNRM-CM5_rcp85
2006-01-31 00:00:00+00:00,0.11610321
2006-02-28 00:00:00+00:00,1.949193
2006-03-31 00:00:00+00:00,0.012360182
2006-04-30 00:00:00+00:00,0.6250983
2006-05-31 00:00:00+00:00,0.022084389
2006-06-30 00:00:00+00:00,0.00031719386
2006-07-31 00:00:00+00:00,0.024773546
2006-08-31 00:00:00+00:00,0.292497
2006-09-30 00:00:00+00:00,0.14992203
2006-10-31 00:00:00+00:00,0.16519375
2006-11-30 00:00:00+00:00,0.06095621
2006-12-31 00:00:00+00:00,0.2247565
2007-01-31 00:00:00+00:00,1.8267398
2007-02-28 00:00:00+00:00,0.45380497
2007-03-31 00:00:00+00:00,0.8302892
2007-04-30 00:00:00+00:00,0.094685264
2007-05-31 00:00:00+00:00,0.15267746
2007-06-30 00:00:00+00:00,0.00016154091
2007-07-31 00:00:00+00:00,0.12630384
2007-08-31 00:00:00+00:00,1.0316653
2007-09-30 00:00:00+00:00,1.2262083
2007-10-31 00:00:00+00:00,0.23604599
2007-11-30 00:00:00+00:00,0.11050315
2007-12-31 00:00:00+00:00,0.04749063
2008-01-31 00:00:00+00:00,0.0076766186
2008-02-29 00:00:00+00:00,0.09717761
2008-03-31 00:00:00+00:00,0.09868752
2008-04-30 00:00:00+00:00,0.12821503
2008-05-31 00:00:00+00:00,0.019448629
2008-06-30 00:00:00+00:00,0.057878006
2008-07-31 00:00:00+00:00,0.022911582
2008-08-31 00:00:00+00:00,0.0069963722
2008-09-30 00:00:00+00:00,0.39830786
2008-10-31 00:00:00+00:00,1.2617068
2008-11-30 00:00:00+00:00,0.6948257
2008-12-31 00:00:00+00:00,0.8725559
2009-01-31 00:00:00+00:00,2.818652
2009-02-28 00:00:00+00:00,0.05287211
2009-03-31 00:00:00+00:00,0.51401603
2009-04-30 00:00:00+00:00,0.074647866
2009-05-31 00:00:00+00:00,0.120546885
2009-06-30 00:00:00+00:00,0.046439625
2009-07-31 00:00:00+00:00,0.106914915
2009-08-31 00:00:00+00:00,0.83501935
2009-09-30 00:00:00+00:00,0.59710866
2009-10-31 00:00:00+00:00,0.025881913
2009-11-30 00:00:00+00:00,0.9853771
2009-12-31 00:00:00+00:00,0.07933183
2010-01-31 00:00:00+00:00,0.055218574
2010-02-28 00:00:00+00:00,1.0540738
2010-03-31 00:00:00+00:00,0.026038649
2010-04-30 00:00:00+00:00,0.12464062
2010-05-31 00:00:00+00:00,0.2591034
2010-06-30 00:00:00+00:00,0.23923208
2010-07-31 00:00:00+00:00,0.32832924
2010-08-31 00:00:00+00:00,0.07650603
2010-09-30 00:00:00+00:00,0.25260314
2010-10-31 00:00:00+00:00,0.35881424
2010-11-30 00:00:00+00:00,1.7235467
2010-12-31 00:00:00+00:00,1.3668461
2011-01-31 00:00:00+00:00,0.40494618
2011-02-28 00:00:00+00:00,1.578626
2011-03-31 00:00:00+00:00,0.20221585
2011-04-30 00:00:00+00:00,0.39167804
2011-05-31 00:00:00+00:00,0.03756667
2011-06-30 00:00:00+00:00,0.0031070916
2011-07-31 00:00:00+00:00,0.13188604
2011-08-31 00:00:00+00:00,0.12558404
2011-09-30 00:00:00+00:00,0.08593409
2011-10-31 00:00:00+00:00,0.0077428464
2011-11-30 00:00:00+00:00,0.030796127
2011-12-31 00:00:00+00:00,0.21814722
2012-01-31 00:00:00+00:00,0.7232498
2012-02-29 00:00:00+00:00,2.071493
2012-03-31 00:00:00+00:00,0.07775665
2012-04-30 00:00:00+00:00,0.024088508
2012-05-31 00:00:00+00:00,0.020345671
2012-06-30 00:00:00+00:00,0.07332412
2012-07-31 00:00:00+00:00,0.3584897
2012-08-31 00:00:00+00:00,0.6279127
2012-09-30 00:00:00+00:00,1.0293515
2012-10-31 00:00:00+00:00,0.036485583
2012-11-30 00:00:00+00:00,0.803089
2012-12-31 00:00:00+00:00,0.37058485
2013-01-31 00:00:00+00:00,2.3168883
2013-02-28 00:00:00+00:00,1.5113435
2013-03-31 00:00:00+00:00,0.30254284
2013-04-30 00:00:00+00:00,0.2946425
2013-05-31 00:00:00+00:00,0.395243
2013-06-30 00:00:00+00:00,0.046442863
2013-07-31 00:00:00+00:00,0.09206142
2013-08-31 00:00:00+00:00,2.6951358
2013-09-30 00:00:00+00:00,0.15205388
2013-10-31 00:00:00+00:00,0.1400045
2013-11-30 00:00:00+00:00,0.21468495
2013-12-31 00:00:00+00:00,0.4004536
2014-01-31 00:00:00+00:00,1.2604476
2014-02-28 00:00:00+00:00,2.7453337
2014-03-31 00:00:00+00:00,0.658379
2014-04-30 00:00:00+00:00,0.18699701
2014-05-31 00:00:00+00:00,0.08861115
2014-06-30 00:00:00+00:00,0.013150712
2014-07-31 00:00:00+00:00,0.03476523
2014-08-31 00:00:00+00:00,0.8498659
2014-09-30 00:00:00+00:00,0.18175079
2014-10-31 00:00:00+00:00,0.30840978
2014-11-30 00:00:00+00:00,1.75349
2014-12-31 00:00:00+00:00,0.036696885
2015-01-31 00:00:00+00:00,0.98877895
2015-02-28 00:00:00+00:00,3.7652376
2015-03-31 00:00:00+00:00,0.9479566
2015-04-30 00:00:00+00:00,0.0498853
2015-05-31 00:00:00+00:00,0.26052558
2015-06-30 00:00:00+00:00,0.005118195
2015-07-31 00:00:00+00:00,0.8169525
2015-08-31 00:00:00+00:00,0.13636124
2015-09-30 00:00:00+00:00,0.098125465
2015-10-31 00:00:00+00:00,0.39059287
2015-11-30 00:00:00+00:00,1.188053
2015-12-31 00:00:00+00:00,0.12354776
2016-01-31 00:00:00+00:00,0.4902154
2016-02-29 00:00:00+00:00,1.541137
2016-03-31 00:00:00+00:00,0.24347103
2016-04-30 00:00:00+00:00,0.6486901
2016-05-31 00:00:00+00:00,0.055433966
2016-06-30 00:00:00+00:00,0.0006638192
2016-07-31 00:00:00+00:00,0.83219975
2016-08-31 00:00:00+00:00,0.6779133
2016-09-30 00:00:00+00:00,2.2520244
2016-10-31 00:00:00+00:00,0.18626618
2016-11-30 00:00:00+00:00,0.39160523
2016-12-31 00:00:00+00:00,2.0654898
2017-01-31 00:00:00+00:00,3.9095955
2017-02-28 00:00:00+00:00,0.69731736
2017-03-31 00:00:00+00:00,0.05854546
2017-04-30 00:00:00+00:00,0.09986171
2017-05-31 00:00:00+00:00,0.20654887
2017-06-30 00:00:00+00:00,0.031199442
2017-07-31 00:00:00+00:00,0.4735737
2017-08-31 00:00:00+00:00,0.022154888
2017-09-30 00:00:00+00:00,0.472257
2017-10-31 00:00:00+00:00,0.1596835
2017-11-30 00:00:00+00:00,0.5083809
2017-12-31 00:00:00+00:00,0.53805333
2018-01-31 00:00:00+00:00,1.1323618
2018-02-28 00:00:00+00:00,0.640126
2018-03-31 00:00:00+00:00,0.15503515
2018-04-30 00:00:00+00:00,1.2611036
2018-05-31 00:00:00+00:00,0.09329557
2018-06-30 00:00:00+00:00,0.0063055158
2018-07-31 00:00:00+00:00,0.012542511
2018-08-31 00:00:00+00:00,1.4951022
2018-09-30 00:00:00+00:00,0.1118915
2018-10-31 00:00:00+00:00,0.7904663
2018-11-30 00:00:00+00:00,0.7517826
2018-12-31 00:00:00+00:00,0.33450907
2019-01-31 00:00:00+00:00,0.07441714
2019-02-28 00:00:00+00:00,2.2550836
2019-03-31 00:00:00+00:00,0.23028494
2019-04-30 00:00:00+00:00,0.6629929
2019-05-31 00:00:00+00:00,0.040632527
2019-06-30 00:00:00+00:00,0.007312545
2019-07-31 00:00:00+00:00,0.13829598
2019-08-31 00:00:00+00:00,1.4964525
2019-09-30 00:00:00+00:00,0.5289531
2019-10-31 00:00:00+00:00,1.1730087
2019-11-30 00:00:00+00:00,0.60129064
2019-12-31 00:00:00+00:00,0.90432155
2020-01-31 00:00:00+00:00,0.22093472
2020-02-29 00:00:00+00:00,0.24193615
2020-03-31 00:00:00+00:00,2.2280593
2020-04-30 00:00:00+00:00,0.17738171
2020-05-31 00:00:00+00:00,0.1884171
2020-06-30 00:00:00+00:00,0.0021914572
2020-07-31 00:00:00+00:00,0.04577179
2020-08-31 00:00:00+00:00,0.58799505
2020-09-30 00:00:00+00:00,0.16666906
2020-10-31 00:00:00+00:00,0.0003728455
2020-11-30 00:00:00+00:00,0.5486548
2020-12-31 00:00:00+00:00,0.34443906
2021-01-31 00:00:00+00:00,1.5891405
2021-02-28 00:00:00+00:00,1.6473726
2021-03-31 00:00:00+00:00,0.124361806
2021-04-30 00:00:00+00:00,0.024030985
2021-05-31 00:00:00+00:00,0.03344139
2021-06-30 00:00:00+00:00,0.03213825
2021-07-31 00:00:00+00:00,0.3812883
2021-08-31 00:00:00+00:00,0.13419007
2021-09-30 00:00:00+00:00,0.012647293
2021-10-31 00:00:00+00:00,0.5528811
2021-11-30 00:00:00+00:00,0.09920587
2021-12-31 00:00:00+00:00,0.021277262
2022-01-31 00:00:00+00:00,3.783265
2022-02-28 00:00:00+00:00,2.095538
2022-03-31 00:00:00+00:00,0.18777761
2022-04-30 00:00:00+00:00,0.15441307
2022-05-31 00:00:00+00:00,0.18849084
2022-06-30 00:00:00+00:00,0.095352314
2022-07-31 00:00:00+00:00,0.032050673
2022-08-31 00:00:00+00:00,0.6797295
2022-09-30 00:00:00+00:00,0.027120145
2022-10-31 00:00:00+00:00,0.0021738377
2022-11-30 00:00:00+00:00,0.49842197
2022-12-31 00:00:00+00:00,0.0785705
2023-01-31 00:00:00+00:00,3.742242
2023-02-28 00:00:00+00:00,0.9011895
2023-03-31 00:00:00+00:00,0.004311219
2023-04-30 00:00:00+00:00,0.8054504
2023-05-31 00:00:00+00:00,0.052728854
2023-06-30 00:00:00+00:00,0.016259803
2023-07-31 00:00:00+00:00,0.119233534
2023-08-31 00:00:00+00:00,0.21107024
2023-09-30 00:00:00+00:00,0.3362861
2023-10-31 00:00:00+00:00,0.41783553
2023-11-30 00:00:00+00:00,0.14687166
2023-12-31 00:00:00+00:00,0.12279595
2024-01-31 00:00:00+00:00,0.8056266
2024-02-29 00:00:00+00:00,0.8636597
2024-03-31 00:00:00+00:00,0.8622788
2024-04-30 00:00:00+00:00,0.21186732
2024-05-31 00:00:00+00:00,0.054891273
2024-06-30 00:00:00+00:00,0.00014684814
2024-07-31 00:00:00+00:00,0.13277856
2024-08-31 00:00:00+00:00,0.56909543
2024-09-30 00:00:00+00:00,0.09279677
2024-10-31 00:00:00+00:00,0.054195404
2024-11-30 00:00:00+00:00,0.019968636
2024-12-31 00:00:00+00:00,0.055528127
2025-01-31 00:00:00+00:00,1.0042713
2025-02-28 00:00:00+00:00,0.083173886
2025-03-31 00:00:00+00:00,0.47267565
2025-04-30 00:00:00+00:00,0.24149448
2025-05-31 00:00:00+00:00,0.041392453
2025-06-30 00:00:00+00:00,0.0067422935
2025-07-31 00:00:00+00:00,0.022423515
2025-08-31 00:00:00+00:00,0.16461717
2025-09-30 00:00:00+00:00,0.04023922
2025-10-31 00:00:00+00:00,0.75518763
2025-11-30 00:00:00+00:00,0.25845915
2025-12-31 00:00:00+00:00,0.120235935
2026-01-31 00:00:00+00:00,3.9013596
2026-02-28 00:00:00+00:00,3.0120893
2026-03-31 00:00:00+00:00,0.6094766
2026-04-30 00:00:00+00:00,0.5884297
2026-05-31 00:00:00+00:00,0.14923115
2026-06-30 00:00:00+00:00,0.12472263
2026-07-31 00:00:00+00:00,0.13647403
2026-08-31 00:00:00+00:00,0.14399089
2026-09-30 00:00:00+00:00,0.023513783
2026-10-31 00:00:00+00:00,0.30305666
2026-11-30 00:00:00+00:00,0.97944385
2026-12-31 00:00:00+00:00,0.46734065
2027-01-31 00:00:00+00:00,3.264459
2027-02-28 00:00:00+00:00,1.5997332
2027-03-31 00:00:00+00:00,2.5906343
2027-04-30 00:00:00+00:00,0.27680406
2027-05-31 00:00:00+00:00,0.0
2027-06-30 00:00:00+00:00,0.00037667144
2027-07-31 00:00:00+00:00,0.07933555
2027-08-31 00:00:00+00:00,0.14128211
2027-09-30 00:00:00+00:00,0.09741515
2027-10-31 00:00:00+00:00,0.14932226
2027-11-30 00:00:00+00:00,0.032675717
2027-12-31 00:00:00+00:00,0.3047386
2028-01-31 00:00:00+00:00,0.29499173
2028-02-29 00:00:00+00:00,0.35648632
2028-03-31 00:00:00+00:00,0.32795686
2028-04-30 00:00:00+00:00,0.15639764
2028-05-31 00:00:00+00:00,0.061189767
2028-06-30 00:00:00+00:00,0.024831897
2028-07-31 00:00:00+00:00,0.2511883
2028-08-31 00:00:00+00:00,0.13768025
2028-09-30 00:00:00+00:00,0.6717316
2028-10-31 00:00:00+00:00,0.00056959974
2028-11-30 00:00:00+00:00,1.2926509
2028-12-31 00:00:00+00:00,1.709522
2029-01-31 00:00:00+00:00,2.4294417
2029-02-28 00:00:00+00:00,0.8970382
2029-03-31 00:00:00+00:00,0.7199097
2029-04-30 00:00:00+00:00,0.104794085
2029-05-31 00:00:00+00:00,0.027484281
2029-06-30 00:00:00+00:00,0.00023459885
2029-07-31 00:00:00+00:00,0.23330076
