time,baseflow_day_livneh_vic
1950-09-22 00:00:00+00:00,0.025928192
1950-09-23 00:00:00+00:00,0.025920501
1950-09-24 00:00:00+00:00,0.025912823
1950-09-25 00:00:00+00:00,0.02590515
1950-09-26 00:00:00+00:00,0.025897488
1950-09-27 00:00:00+00:00,0.025889825
1950-09-28 00:00:00+00:00,0.025882175
1950-09-29 00:00:00+00:00,0.02587453
1950-09-30 00:00:00+00:00,0.025866894
1950-10-01 00:00:00+00:00,0.025859265
1950-10-02 00:00:00+00:00,0.02585164
1950-10-03 00:00:00+00:00,0.025844019
1950-10-04 00:00:00+00:00,0.025836406
1950-10-05 00:00:00+00:00,0.025828801
1950-10-06 00:00:00+00:00,0.025821205
1950-10-07 00:00:00+00:00,0.025813611
1950-10-08 00:00:00+00:00,0.025806028
1950-10-09 00:00:00+00:00,0.025798447
1950-10-10 00:00:00+00:00,0.025790874
1950-10-11 00:00:00+00:00,0.02578331
1950-10-12 00:00:00+00:00,0.025775746
1950-10-13 00:00:00+00:00,0.025768192
1950-10-14 00:00:00+00:00,0.025760645
1950-10-15 00:00:00+00:00,0.025753101
1950-10-16 00:00:00+00:00,0.025745563
1950-10-17 00:00:00+00:00,0.025738036
1950-10-18 00:00:00+00:00,0.025730507
1950-10-19 00:00:00+00:00,0.025722984
1950-10-20 00:00:00+00:00,0.025715461
1950-10-21 00:00:00+00:00,0.025707942
1950-10-22 00:00:00+00:00,0.025700424
1950-10-23 00:00:00+00:00,0.02569291
1950-10-24 00:00:00+00:00,0.025685394
1950-10-25 00:00:00+00:00,0.025677884
1950-10-26 00:00:00+00:00,0.025670374
1950-10-27 00:00:00+00:00,0.025662862
1950-10-28 00:00:00+00:00,0.025655359
1950-10-29 00:00:00+00:00,0.025647853
1950-10-30 00:00:00+00:00,0.025640352
1950-10-31 00:00:00+00:00,0.025632853
1950-11-01 00:00:00+00:00,0.02562535
1950-11-02 00:00:00+00:00,0.025617853
1950-11-03 00:00:00+00:00,0.025610358
1950-11-04 00:00:00+00:00,0.025602866
1950-11-05 00:00:00+00:00,0.025595373
1950-11-06 00:00:00+00:00,0.025587885
1950-11-07 00:00:00+00:00,0.025580399
1950-11-08 00:00:00+00:00,0.02557291
1950-11-09 00:00:00+00:00,0.025565429
1950-11-10 00:00:00+00:00,0.025557946
1950-11-11 00:00:00+00:00,0.025550466
1950-11-12 00:00:00+00:00,0.02554299
1950-11-13 00:00:00+00:00,0.025535513
1950-11-14 00:00:00+00:00,0.02552805
1950-11-15 00:00:00+00:00,0.025521435
1950-11-16 00:00:00+00:00,0.025517173
1950-11-17 00:00:00+00:00,0.025515357
1950-11-18 00:00:00+00:00,0.02551486
1950-11-19 00:00:00+00:00,0.025515744
1950-11-20 00:00:00+00:00,0.0255272
1950-11-21 00:00:00+00:00,0.025542943
1950-11-22 00:00:00+00:00,0.025555542
1950-11-23 00:00:00+00:00,0.025564896
1950-11-24 00:00:00+00:00,0.025570868
1950-11-25 00:00:00+00:00,0.025574021
1950-11-26 00:00:00+00:00,0.025575338
1950-11-27 00:00:00+00:00,0.025575414
1950-11-28 00:00:00+00:00,0.025574267
1950-11-29 00:00:00+00:00,0.025572129
1950-11-30 00:00:00+00:00,0.025569396
1950-12-01 00:00:00+00:00,0.025565883
1950-12-02 00:00:00+00:00,0.025561515
1950-12-03 00:00:00+00:00,0.025556453
1950-12-04 00:00:00+00:00,0.02555087
1950-12-05 00:00:00+00:00,0.025544744
1950-12-06 00:00:00+00:00,0.025538005
1950-12-07 00:00:00+00:00,0.025530878
1950-12-08 00:00:00+00:00,0.025523465
1950-12-09 00:00:00+00:00,0.025515564
1950-12-10 00:00:00+00:00,0.025507078
1950-12-11 00:00:00+00:00,0.025498403
1950-12-12 00:00:00+00:00,0.025489748
1950-12-13 00:00:00+00:00,0.02548115
1950-12-14 00:00:00+00:00,0.025472794
1950-12-15 00:00:00+00:00,0.025464537
1950-12-16 00:00:00+00:00,0.025456011
1950-12-17 00:00:00+00:00,0.025447233
1950-12-18 00:00:00+00:00,0.025438424
1950-12-19 00:00:00+00:00,0.025429633
1950-12-20 00:00:00+00:00,0.025420766
1950-12-21 00:00:00+00:00,0.025411915
1950-12-22 00:00:00+00:00,0.025403097
1950-12-23 00:00:00+00:00,0.025394145
1950-12-24 00:00:00+00:00,0.025385084
1950-12-25 00:00:00+00:00,0.02537612
1950-12-26 00:00:00+00:00,0.025367409
1950-12-27 00:00:00+00:00,0.025358867
1950-12-28 00:00:00+00:00,0.025350321
1950-12-29 00:00:00+00:00,0.0253417
1950-12-30 00:00:00+00:00,0.025333082
1950-12-31 00:00:00+00:00,0.025324658
1951-01-01 00:00:00+00:00,0.025316361
1951-01-02 00:00:00+00:00,0.025308032
1951-01-03 00:00:00+00:00,0.025299665
1951-01-04 00:00:00+00:00,0.025291273
1951-01-05 00:00:00+00:00,0.025282824
1951-01-06 00:00:00+00:00,0.025274307
1951-01-07 00:00:00+00:00,0.025265817
1951-01-08 00:00:00+00:00,0.025257392
1951-01-09 00:00:00+00:00,0.025248984
1951-01-10 00:00:00+00:00,0.025240716
1951-01-11 00:00:00+00:00,0.025232682
1951-01-12 00:00:00+00:00,0.025227975
1951-01-13 00:00:00+00:00,0.025229735
1951-01-14 00:00:00+00:00,0.025234334
1951-01-15 00:00:00+00:00,0.025240317
1951-01-16 00:00:00+00:00,0.025247864
1951-01-17 00:00:00+00:00,0.025258271
1951-01-18 00:00:00+00:00,0.025273364
1951-01-19 00:00:00+00:00,0.025317304
1951-01-20 00:00:00+00:00,0.025448805
1951-01-21 00:00:00+00:00,0.025559021
1951-01-22 00:00:00+00:00,0.02562055
1951-01-23 00:00:00+00:00,0.02565585
1951-01-24 00:00:00+00:00,0.025675878
1951-01-25 00:00:00+00:00,0.025688024
