time,soilmoist1_day_livneh_vic
1951-03-22 00:00:00+00:00,6.234065
1951-03-23 00:00:00+00:00,6.170292
1951-03-24 00:00:00+00:00,6.118492
1951-03-25 00:00:00+00:00,6.076426
1951-03-26 00:00:00+00:00,6.022579
1951-03-27 00:00:00+00:00,5.9724
1951-03-28 00:00:00+00:00,5.9252677
1951-03-29 00:00:00+00:00,5.8907075
1951-03-30 00:00:00+00:00,5.874439
1951-03-31 00:00:00+00:00,5.851342
1951-04-01 00:00:00+00:00,5.81645
1951-04-02 00:00:00+00:00,5.7786827
1951-04-03 00:00:00+00:00,5.7807503
1951-04-04 00:00:00+00:00,6.483163
1951-04-05 00:00:00+00:00,8.121801
1951-04-06 00:00:00+00:00,7.990503
1951-04-07 00:00:00+00:00,7.6694784
1951-04-08 00:00:00+00:00,7.3696876
1951-04-09 00:00:00+00:00,7.075176
1951-04-10 00:00:00+00:00,6.8206496
1951-04-11 00:00:00+00:00,6.58877
1951-04-12 00:00:00+00:00,6.401679
1951-04-13 00:00:00+00:00,6.2382646
1951-04-14 00:00:00+00:00,6.104557
1951-04-15 00:00:00+00:00,5.9948416
1951-04-16 00:00:00+00:00,5.909605
1951-04-17 00:00:00+00:00,5.844008
1951-04-18 00:00:00+00:00,5.988666
1951-04-19 00:00:00+00:00,6.2993345
1951-04-20 00:00:00+00:00,6.419022
1951-04-21 00:00:00+00:00,6.268089
1951-04-22 00:00:00+00:00,6.125162
1951-04-23 00:00:00+00:00,6.026116
1951-04-24 00:00:00+00:00,6.076425
1951-04-25 00:00:00+00:00,6.840196
1951-04-26 00:00:00+00:00,6.891101
1951-04-27 00:00:00+00:00,6.8658233
1951-04-28 00:00:00+00:00,8.0574255
1951-04-29 00:00:00+00:00,8.770315
1951-04-30 00:00:00+00:00,8.556155
1951-05-01 00:00:00+00:00,8.2529
1951-05-02 00:00:00+00:00,7.9405527
1951-05-03 00:00:00+00:00,7.6315465
1951-05-04 00:00:00+00:00,7.358744
1951-05-05 00:00:00+00:00,7.128957
1951-05-06 00:00:00+00:00,6.9594116
1951-05-07 00:00:00+00:00,6.7796817
1951-05-08 00:00:00+00:00,6.6124907
1951-05-09 00:00:00+00:00,6.450989
1951-05-10 00:00:00+00:00,6.3117347
1951-05-11 00:00:00+00:00,6.202133
1951-05-12 00:00:00+00:00,6.118174
1951-05-13 00:00:00+00:00,7.685926
1951-05-14 00:00:00+00:00,9.867604
1951-05-15 00:00:00+00:00,10.461675
1951-05-16 00:00:00+00:00,9.777033
1951-05-17 00:00:00+00:00,9.14978
1951-05-18 00:00:00+00:00,8.588127
1951-05-19 00:00:00+00:00,8.091159
1951-05-20 00:00:00+00:00,7.6978216
1951-05-21 00:00:00+00:00,7.510878
1951-05-22 00:00:00+00:00,7.388407
1951-05-23 00:00:00+00:00,7.5235004
1951-05-24 00:00:00+00:00,7.1733904
1951-05-25 00:00:00+00:00,6.89242
1951-05-26 00:00:00+00:00,6.677372
1951-05-27 00:00:00+00:00,6.4727945
1951-05-28 00:00:00+00:00,6.292535
1951-05-29 00:00:00+00:00,6.137897
1951-05-30 00:00:00+00:00,6.003449
1951-05-31 00:00:00+00:00,5.8873243
1951-06-01 00:00:00+00:00,5.7911925
1951-06-02 00:00:00+00:00,5.70854
1951-06-03 00:00:00+00:00,5.636045
1951-06-04 00:00:00+00:00,5.5794907
1951-06-05 00:00:00+00:00,5.534171
1951-06-06 00:00:00+00:00,5.4973507
1951-06-07 00:00:00+00:00,5.466213
1951-06-08 00:00:00+00:00,5.4401107
1951-06-09 00:00:00+00:00,5.4171166
1951-06-10 00:00:00+00:00,5.397132
1951-06-11 00:00:00+00:00,5.379291
1951-06-12 00:00:00+00:00,5.365638
1951-06-13 00:00:00+00:00,5.3544664
1951-06-14 00:00:00+00:00,5.3452563
1951-06-15 00:00:00+00:00,5.3378654
1951-06-16 00:00:00+00:00,5.3320045
1951-06-17 00:00:00+00:00,5.327322
1951-06-18 00:00:00+00:00,5.3238425
1951-06-19 00:00:00+00:00,5.321072
1951-06-20 00:00:00+00:00,5.3189034
1951-06-21 00:00:00+00:00,5.31705
1951-06-22 00:00:00+00:00,5.3153176
1951-06-23 00:00:00+00:00,5.313777
1951-06-24 00:00:00+00:00,5.312401
1951-06-25 00:00:00+00:00,5.311116
1951-06-26 00:00:00+00:00,5.31003
1951-06-27 00:00:00+00:00,5.308875
1951-06-28 00:00:00+00:00,5.307685
1951-06-29 00:00:00+00:00,5.3067226
1951-06-30 00:00:00+00:00,5.305926
1951-07-01 00:00:00+00:00,5.305296
1951-07-02 00:00:00+00:00,5.3047867
1951-07-03 00:00:00+00:00,5.304323
1951-07-04 00:00:00+00:00,5.3038163
1951-07-05 00:00:00+00:00,5.3033104
1951-07-06 00:00:00+00:00,5.3027105
1951-07-07 00:00:00+00:00,5.302164
1951-07-08 00:00:00+00:00,5.3017187
1951-07-09 00:00:00+00:00,5.3014026
1951-07-10 00:00:00+00:00,5.301164
1951-07-11 00:00:00+00:00,5.300945
1951-07-12 00:00:00+00:00,5.300709
1951-07-13 00:00:00+00:00,5.3004603
1951-07-14 00:00:00+00:00,5.300215
1951-07-15 00:00:00+00:00,5.3009205
1951-07-16 00:00:00+00:00,5.4155397
1951-07-17 00:00:00+00:00,5.4689975
1951-07-18 00:00:00+00:00,5.906886
1951-07-19 00:00:00+00:00,6.303389
1951-07-20 00:00:00+00:00,7.0567975
1951-07-21 00:00:00+00:00,6.860872
1951-07-22 00:00:00+00:00,6.6745872
1951-07-23 00:00:00+00:00,6.516579
1951-07-24 00:00:00+00:00,6.5614886
1951-07-25 00:00:00+00:00,7.100593
1951-07-26 00:00:00+00:00,8.373754
1951-07-27 00:00:00+00:00,8.245512
1951-07-28 00:00:00+00:00,9.078683
1951-07-29 00:00:00+00:00,8.6570015
1951-07-30 00:00:00+00:00,8.277138
1951-07-31 00:00:00+00:00,7.9661827
1951-08-01 00:00:00+00:00,7.7399487
1951-08-02 00:00:00+00:00,8.189412
1951-08-03 00:00:00+00:00,8.353657
1951-08-04 00:00:00+00:00,7.9939656
1951-08-05 00:00:00+00:00,7.6966457
1951-08-06 00:00:00+00:00,7.4425845
1951-08-07 00:00:00+00:00,7.2168922
1951-08-08 00:00:00+00:00,7.0102243
1951-08-09 00:00:00+00:00,6.816363
1951-08-10 00:00:00+00:00,6.6460605
1951-08-11 00:00:00+00:00,6.488191
1951-08-12 00:00:00+00:00,6.362636
1951-08-13 00:00:00+00:00,6.26153
1951-08-14 00:00:00+00:00,6.17208
1951-08-15 00:00:00+00:00,6.0894227
1951-08-16 00:00:00+00:00,6.0224414
1951-08-17 00:00:00+00:00,5.9560385
1951-08-18 00:00:00+00:00,5.9378448
1951-08-19 00:00:00+00:00,5.9772887
1951-08-20 00:00:00+00:00,5.9942517
1951-08-21 00:00:00+00:00,5.990026
1951-08-22 00:00:00+00:00,5.9037595
1951-08-23 00:00:00+00:00,5.826287
1951-08-24 00:00:00+00:00,5.757992
1951-08-25 00:00:00+00:00,5.751798
1951-08-26 00:00:00+00:00,5.9459953
1951-08-27 00:00:00+00:00,6.71031
1951-08-28 00:00:00+00:00,10.865312
1951-08-29 00:00:00+00:00,11.266314
1951-08-30 00:00:00+00:00,10.175827
1951-08-31 00:00:00+00:00,9.549805
1951-09-01 00:00:00+00:00,9.037061
1951-09-02 00:00:00+00:00,8.5985
1951-09-03 00:00:00+00:00,8.212102
1951-09-04 00:00:00+00:00,7.846779
1951-09-05 00:00:00+00:00,7.5358973
1951-09-06 00:00:00+00:00,7.272766
1951-09-07 00:00:00+00:00,7.028334
1951-09-08 00:00:00+00:00,6.808748
1951-09-09 00:00:00+00:00,6.6186633
1951-09-10 00:00:00+00:00,6.445244
1951-09-11 00:00:00+00:00,6.2927003
1951-09-12 00:00:00+00:00,6.162469
1951-09-13 00:00:00+00:00,6.048078
1951-09-14 00:00:00+00:00,5.942673
1951-09-15 00:00:00+00:00,5.8513947
