date,D0,D1,D2,D3,D4
1951-01-01,80.10889017805579,55.2734156008723,8.149951893690837,4.690098379605402,0.3861580336705888
1951-02-01,89.30411406378317,76.95400323427953,26.213257951239907,7.112300908658046,1.1202329092083188
1951-03-01,94.50083969263578,85.07844664392236,46.35677277712578,14.104916679804099,0.3417616300182062
1951-04-01,97.76500015031594,90.80484514591602,46.434566671766746,14.987241487323642,0.31001268910645247
1951-05-01,87.0557316664629,65.80718019218568,27.336022621560456,4.997510921681231,0.12888729150515582
1951-06-01,90.53148101161291,76.07081581049039,27.848905996054604,10.717306242999236,2.707820536449946
1951-07-01,76.06167767492353,47.355025396448895,14.432853175675275,6.882117801021245,0.8938533559662101
1951-08-01,53.84282120963949,37.25914177640385,13.088421760174999,7.369236869807903,0.9107010417113572
1951-09-01,29.61008249763816,17.842480263559555,7.9472331314475575,2.5312068175850007,0.25271965926154977
1951-10-01,24.87841007879003,18.461994808417604,6.919038441799782,2.4469486668009175,0.16174118853130756
1951-11-01,15.401317369491323,7.663580881912501,3.324362363798399,0.3544957727523965,0.03370652896398789
1951-12-01,3.6968592130426803,1.7385212624227244,0.5816970086928852,0.141071864426993,0.026613793497237522
1952-01-01,0.36556086352408523,0.3145483964572221,0.23294176708705522,0.0,0.0016833676527125419
1952-02-01,0.22338216680937098,0.05947894707622133,0.0,0.09288249333348808,0.005347057862707905
1952-03-01,0.0,0.0,0.0010562814254467944,0.004894570210179206,0.0038482399080149144
1952-04-01,0.0,0.13252154566406485,0.0,0.062332419385026344,0.007654154867491051
1952-05-01,0.0,0.12087671193425649,0.0,0.0,0.23783564278608188
1952-06-01,0.0,0.9951041526477671,0.0,0.0018376254676752257,0.03314546580251673
1952-07-01,0.0,0.11009939515381649,0.0,0.01053197478280846,0.0
1952-08-01,0.10186263704199622,0.0,0.0,0.009095706265556008,0.0
1952-09-01,0.0,0.0,0.0,0.0,0.005262733691157488
1952-10-01,0.5392137924319548,0.12167181889858085,0.0,0.0,0.0
1952-11-01,0.0,0.15253385299858657,0.0,0.2763706413104055,0.0
1952-12-01,0.0,0.0,0.0,0.003059129176442461,0.04417999238883458
1953-01-01,0.44442876538067416,0.0,0.0,0.0,0.002150895132451214
1953-02-01,9.51226914193447,0.75031337360388,0.014279923374930021,0.0,0.010747700858383145
1953-03-01,28.06404991479358,6.262368514825578,0.0,0.035463927248170164,0.0
1953-04-01,37.40085655842481,11.37200981851905,0.0,1.2152266383242147,0.0
1953-05-01,25.726347371325996,0.0,0.5337207233453511,0.0485592834485869,0.0
1953-06-01,49.132615976009255,19.170620075109106,2.329688989052879,0.0,0.0036235600836935734
1953-07-01,33.596388358323814,12.352170493006335,2.553593986161678,0.006604085767718973,0.001249783337314181
1953-08-01,72.83205685535543,51.05533939285089,6.881647899591212,0.8136053661698335,0.005811373848688255
1953-09-01,89.75100523777863,79.8095659241847,55.98344139943317,23.00009277507599,8.544010381123682
1953-10-01,90.75968074052531,82.76756556537964,56.30869222832513,27.2064112869178,6.445416078872563
1953-11-01,100.0,86.66461211739262,55.42715976619609,32.852500272396114,2.8521431348099067
1953-12-01,97.19833752995547,89.62123811879889,70.67779594553787,35.86122352721434,4.007154140139582
1954-01-01,27.948172385519875,4.938714714947043,7.047869358486963,2.4456726110928217,0.34771680263901183
1954-02-01,52.00688934585177,22.63688389650619,4.8311539438603,1.6418072170183842,0.5517869053180563
1954-03-01,12.764354031014154,2.5203742897425503,0.0,0.0,0.0
1954-04-01,13.359649991404153,2.8364593950919583,0.0,0.06543841170135875,0.0
1954-05-01,13.3212144571775,3.122589218453614,0.0,0.0,0.06124836943343331
1954-06-01,8.5659208370221,1.5188375893325317,0.43900560051958243,0.18276971020150323,0.0
1954-07-01,0.0,0.8848310898727028,0.0,0.03781228146879612,0.0
1954-08-01,3.6547525335390194,0.21035542817701877,0.008629517325631575,0.01681845619002079,0.010711909026175642
1954-09-01,1.3685836373725586,0.033929063927692626,0.0,0.022032782514667268,0.0
1954-10-01,17.663051211416626,2.3378946190234395,0.0,0.0013400351670597743,0.0
1954-11-01,13.155802590983741,1.922120137311437,0.0,0.0,0.0
1954-12-01,32.11916025977432,18.83405012068031,7.154193925612208,1.4213030026727456,0.0
1955-01-01,13.741227625595243,3.78423707597664,1.7079706583989522,0.32020854275654065,0.0
1955-02-01,8.608460342285788,5.350926091754425,1.0460653224420995,0.14601007822935277,0.01135895306470036
1955-03-01,33.817725913249895,9.477660914032066,0.11810170210486307,0.0,0.0
1955-04-01,83.26071868599097,47.506063812486516,1.8446459179873624,0.02955244008974522,0.08766826191663867
1955-05-01,75.38046319313057,40.642515537711176,0.948794843057691,0.0,0.0
1955-06-01,73.36580658838506,25.941726854107188,0.9357624230742699,0.0,0.011485996418640163
1955-07-01,28.349740304333135,7.0892199086540515,0.0,0.0,0.0005751631442057547
1955-08-01,16.435176870959594,8.715495879521173,0.0,0.017085776749847216,0.0
1955-09-01,14.309342787338853,7.836584729710841,0.0,0.0,0.022539504647751184
1955-10-01,30.816082286936968,25.637861419178236,12.810708256957268,6.075160232567505,0.7476060186776846
1955-11-01,28.234295938697766,23.201321887499397,8.15605490704085,5.442156369652419,0.35734392069099874
1955-12-01,22.588711990755495,18.882987668059542,9.004275160658652,2.963639867672419,0.30928899664363463
1956-01-01,9.493424376636519,2.316814526354979,0.5183790038195214,0.04679949143906774,0.05003831884157394
1956-02-01,20.089576222997042,11.207451205710642,2.636519364711676,0.1205540026552989,0.0
1956-03-01,36.52839117579598,17.98732203018354,8.615468745677024,1.1371565678004065,0.0
