time,soilmoist1_month_HadGEM2-ES_rcp45
2021-10-31 00:00:00+00:00,7.393041
2021-11-30 00:00:00+00:00,8.586678
2021-12-31 00:00:00+00:00,9.655833
2022-01-31 00:00:00+00:00,7.8549175
2022-02-28 00:00:00+00:00,12.130359
2022-03-31 00:00:00+00:00,10.454008
2022-04-30 00:00:00+00:00,6.7594886
2022-05-31 00:00:00+00:00,5.4033647
2022-06-30 00:00:00+00:00,5.3075957
2022-07-31 00:00:00+00:00,5.494353
2022-08-31 00:00:00+00:00,5.7641816
2022-09-30 00:00:00+00:00,7.091457
2022-10-31 00:00:00+00:00,5.9557076
2022-11-30 00:00:00+00:00,9.739004
2022-12-31 00:00:00+00:00,9.8551
2023-01-31 00:00:00+00:00,7.324041
2023-02-28 00:00:00+00:00,12.6951475
2023-03-31 00:00:00+00:00,7.9809856
2023-04-30 00:00:00+00:00,9.4848585
2023-05-31 00:00:00+00:00,8.794147
2023-06-30 00:00:00+00:00,5.830682
2023-07-31 00:00:00+00:00,6.1996093
2023-08-31 00:00:00+00:00,6.660393
2023-09-30 00:00:00+00:00,9.289863
2023-10-31 00:00:00+00:00,15.297681
2023-11-30 00:00:00+00:00,15.649555
2023-12-31 00:00:00+00:00,15.998008
2024-01-31 00:00:00+00:00,16.513924
2024-02-29 00:00:00+00:00,13.367494
2024-03-31 00:00:00+00:00,10.207815
2024-04-30 00:00:00+00:00,8.544268
2024-05-31 00:00:00+00:00,5.979964
2024-06-30 00:00:00+00:00,5.323708
2024-07-31 00:00:00+00:00,5.437257
2024-08-31 00:00:00+00:00,7.559289
2024-09-30 00:00:00+00:00,6.635327
2024-10-31 00:00:00+00:00,6.336665
2024-11-30 00:00:00+00:00,10.956713
2024-12-31 00:00:00+00:00,13.050378
2025-01-31 00:00:00+00:00,16.697283
2025-02-28 00:00:00+00:00,18.57796
2025-03-31 00:00:00+00:00,15.340068
2025-04-30 00:00:00+00:00,6.4928
2025-05-31 00:00:00+00:00,6.2383556
2025-06-30 00:00:00+00:00,5.3473563
2025-07-31 00:00:00+00:00,5.6459484
2025-08-31 00:00:00+00:00,6.249078
2025-09-30 00:00:00+00:00,5.3811564
2025-10-31 00:00:00+00:00,5.3109097
2025-11-30 00:00:00+00:00,9.870281
2025-12-31 00:00:00+00:00,10.213383
2026-01-31 00:00:00+00:00,15.05006
2026-02-28 00:00:00+00:00,13.902864
2026-03-31 00:00:00+00:00,8.07128
2026-04-30 00:00:00+00:00,5.4845657
2026-05-31 00:00:00+00:00,5.310864
2026-06-30 00:00:00+00:00,5.3096642
2026-07-31 00:00:00+00:00,5.915654
2026-08-31 00:00:00+00:00,6.4725885
2026-09-30 00:00:00+00:00,6.206964
2026-10-31 00:00:00+00:00,5.9400225
2026-11-30 00:00:00+00:00,6.988256
2026-12-31 00:00:00+00:00,6.7145357
2027-01-31 00:00:00+00:00,6.472962
2027-02-28 00:00:00+00:00,5.8503346
2027-03-31 00:00:00+00:00,6.1887655
2027-04-30 00:00:00+00:00,5.585906
2027-05-31 00:00:00+00:00,5.312116
2027-06-30 00:00:00+00:00,5.312849
2027-07-31 00:00:00+00:00,5.315891
2027-08-31 00:00:00+00:00,5.664164
2027-09-30 00:00:00+00:00,5.3104944
2027-10-31 00:00:00+00:00,6.184036
2027-11-30 00:00:00+00:00,10.719614
2027-12-31 00:00:00+00:00,10.642807
2028-01-31 00:00:00+00:00,13.487106
2028-02-29 00:00:00+00:00,13.736283
2028-03-31 00:00:00+00:00,11.158661
2028-04-30 00:00:00+00:00,8.274168
2028-05-31 00:00:00+00:00,6.1066566
2028-06-30 00:00:00+00:00,5.325982
2028-07-31 00:00:00+00:00,5.3100934
2028-08-31 00:00:00+00:00,5.965877
2028-09-30 00:00:00+00:00,5.491839
2028-10-31 00:00:00+00:00,5.5907383
2028-11-30 00:00:00+00:00,7.779787
2028-12-31 00:00:00+00:00,12.052273
2029-01-31 00:00:00+00:00,10.379133
