time,soilmoist1_month_CNRM-CM5_rcp45
2016-05-31 00:00:00+00:00,5.402302
2016-06-30 00:00:00+00:00,5.550153
2016-07-31 00:00:00+00:00,6.635605
2016-08-31 00:00:00+00:00,6.561715
2016-09-30 00:00:00+00:00,12.219455
2016-10-31 00:00:00+00:00,10.513705
2016-11-30 00:00:00+00:00,8.726541
2016-12-31 00:00:00+00:00,12.116913
2017-01-31 00:00:00+00:00,10.068135
2017-02-28 00:00:00+00:00,18.374296
2017-03-31 00:00:00+00:00,12.901879
2017-04-30 00:00:00+00:00,6.8404956
2017-05-31 00:00:00+00:00,7.2680855
2017-06-30 00:00:00+00:00,5.46906
2017-07-31 00:00:00+00:00,8.178875
2017-08-31 00:00:00+00:00,7.098507
2017-09-30 00:00:00+00:00,5.3372765
2017-10-31 00:00:00+00:00,5.488304
2017-11-30 00:00:00+00:00,7.1186833
2017-12-31 00:00:00+00:00,14.488916
2018-01-31 00:00:00+00:00,18.420048
2018-02-28 00:00:00+00:00,17.90369
2018-03-31 00:00:00+00:00,16.600174
2018-04-30 00:00:00+00:00,11.34605
2018-05-31 00:00:00+00:00,6.1931195
2018-06-30 00:00:00+00:00,5.491925
2018-07-31 00:00:00+00:00,6.2493935
2018-08-31 00:00:00+00:00,6.5447483
2018-09-30 00:00:00+00:00,5.4520917
2018-10-31 00:00:00+00:00,5.407031
2018-11-30 00:00:00+00:00,11.811756
2018-12-31 00:00:00+00:00,10.830904
2019-01-31 00:00:00+00:00,10.653818
2019-02-28 00:00:00+00:00,9.3243885
2019-03-31 00:00:00+00:00,7.396865
2019-04-30 00:00:00+00:00,8.049394
2019-05-31 00:00:00+00:00,5.7195816
2019-06-30 00:00:00+00:00,5.3156404
2019-07-31 00:00:00+00:00,5.393081
2019-08-31 00:00:00+00:00,7.5753827
2019-09-30 00:00:00+00:00,5.468859
2019-10-31 00:00:00+00:00,5.5042424
2019-11-30 00:00:00+00:00,5.5014734
2019-12-31 00:00:00+00:00,6.805925
2020-01-31 00:00:00+00:00,15.948908
2020-02-29 00:00:00+00:00,17.275307
2020-03-31 00:00:00+00:00,14.789692
2020-04-30 00:00:00+00:00,8.899066
2020-05-31 00:00:00+00:00,6.476062
2020-06-30 00:00:00+00:00,5.400076
2020-07-31 00:00:00+00:00,5.9783993
2020-08-31 00:00:00+00:00,6.015303
2020-09-30 00:00:00+00:00,5.5861506
2020-10-31 00:00:00+00:00,5.370574
2020-11-30 00:00:00+00:00,5.397893
2020-12-31 00:00:00+00:00,6.6392355
2021-01-31 00:00:00+00:00,11.796159
2021-02-28 00:00:00+00:00,15.979615
2021-03-31 00:00:00+00:00,14.945956
2021-04-30 00:00:00+00:00,7.8680124
2021-05-31 00:00:00+00:00,5.503249
2021-06-30 00:00:00+00:00,5.312747
