time,runoff_month_MIROC5_rcp45
2006-01-31 00:00:00+00:00,0.00013724877
2006-02-28 00:00:00+00:00,0.0035862573
2006-03-31 00:00:00+00:00,0.009113361
2006-04-30 00:00:00+00:00,0.0024860634
2006-05-31 00:00:00+00:00,0.00011671375
2006-06-30 00:00:00+00:00,2.302164e-06
2006-07-31 00:00:00+00:00,0.0033392615
2006-08-31 00:00:00+00:00,0.013843881
2006-09-30 00:00:00+00:00,1.5063089e-09
2006-10-31 00:00:00+00:00,0.00059301185
2006-11-30 00:00:00+00:00,0.0005557726
2006-12-31 00:00:00+00:00,0.000523541
2007-01-31 00:00:00+00:00,0.004224006
2007-02-28 00:00:00+00:00,0.0007240388
2007-03-31 00:00:00+00:00,0.0069594164
2007-04-30 00:00:00+00:00,0.00031609862
2007-05-31 00:00:00+00:00,0.00097170257
2007-06-30 00:00:00+00:00,6.326253e-05
2007-07-31 00:00:00+00:00,0.01043808
2007-08-31 00:00:00+00:00,0.0093169855
2007-09-30 00:00:00+00:00,0.03894827
2007-10-31 00:00:00+00:00,2.3691122e-05
2007-11-30 00:00:00+00:00,0.0010982219
2007-12-31 00:00:00+00:00,0.31032145
2008-01-31 00:00:00+00:00,0.057705425
2008-02-29 00:00:00+00:00,0.1956241
2008-03-31 00:00:00+00:00,0.014163954
2008-04-30 00:00:00+00:00,0.016868304
2008-05-31 00:00:00+00:00,0.01264876
2008-06-30 00:00:00+00:00,0.0033393935
2008-07-31 00:00:00+00:00,0.015116148
2008-08-31 00:00:00+00:00,0.021236174
2008-09-30 00:00:00+00:00,0.00059670175
2008-10-31 00:00:00+00:00,0.0012018908
2008-11-30 00:00:00+00:00,0.0015940866
2008-12-31 00:00:00+00:00,0.0049229995
2009-01-31 00:00:00+00:00,0.0027368339
2009-02-28 00:00:00+00:00,0.38513756
2009-03-31 00:00:00+00:00,0.04666162
2009-04-30 00:00:00+00:00,0.068942204
2009-05-31 00:00:00+00:00,0.019735862
2009-06-30 00:00:00+00:00,0.0062814476
2009-07-31 00:00:00+00:00,0.0030378564
2009-08-31 00:00:00+00:00,0.0010014261
2009-09-30 00:00:00+00:00,0.00023254266
