time,runoff_month_CanESM2_rcp45
2006-01-31 00:00:00+00:00,0.10254454
2006-02-28 00:00:00+00:00,0.060155854
2006-03-31 00:00:00+00:00,0.025293145
2006-04-30 00:00:00+00:00,0.012533814
2006-05-31 00:00:00+00:00,0.0071931705
2006-06-30 00:00:00+00:00,0.0010420204
2006-07-31 00:00:00+00:00,0.0017901242
2006-08-31 00:00:00+00:00,0.0011085196
2006-09-30 00:00:00+00:00,0.00028646074
2006-10-31 00:00:00+00:00,0.0016603839
2006-11-30 00:00:00+00:00,0.0025962004
2006-12-31 00:00:00+00:00,0.0029482935
2007-01-31 00:00:00+00:00,0.026521895
2007-02-28 00:00:00+00:00,0.0044623087
2007-03-31 00:00:00+00:00,0.0021642835
2007-04-30 00:00:00+00:00,0.00077086047
2007-05-31 00:00:00+00:00,0.00019463408
2007-06-30 00:00:00+00:00,1.2594309e-05
2007-07-31 00:00:00+00:00,6.386123e-05
2007-08-31 00:00:00+00:00,0.00015457075
2007-09-30 00:00:00+00:00,0.001919044
2007-10-31 00:00:00+00:00,4.3420146e-06
2007-11-30 00:00:00+00:00,0.00046346552
2007-12-31 00:00:00+00:00,0.00047485656
2008-01-31 00:00:00+00:00,0.0686765
2008-02-29 00:00:00+00:00,0.07908293
2008-03-31 00:00:00+00:00,0.0072375718
2008-04-30 00:00:00+00:00,0.00033034515
2008-05-31 00:00:00+00:00,0.00020464085
2008-06-30 00:00:00+00:00,0.00034283247
2008-07-31 00:00:00+00:00,0.010086092
2008-08-31 00:00:00+00:00,0.0026290058
2008-09-30 00:00:00+00:00,0.0011608221
2008-10-31 00:00:00+00:00,0.012187093
2008-11-30 00:00:00+00:00,0.0095198015
2008-12-31 00:00:00+00:00,0.024818106
2009-01-31 00:00:00+00:00,0.016975444
2009-02-28 00:00:00+00:00,0.059240554
2009-03-31 00:00:00+00:00,0.01791621
2009-04-30 00:00:00+00:00,0.012327872
2009-05-31 00:00:00+00:00,0.00091620936
2009-06-30 00:00:00+00:00,0.00011855587
2009-07-31 00:00:00+00:00,0.0024843898
2009-08-31 00:00:00+00:00,0.0068402905
2009-09-30 00:00:00+00:00,0.013923569
2009-10-31 00:00:00+00:00,0.010162806
2009-11-30 00:00:00+00:00,0.011224053
2009-12-31 00:00:00+00:00,0.014036348
2010-01-31 00:00:00+00:00,0.005253775
2010-02-28 00:00:00+00:00,0.016125854
2010-03-31 00:00:00+00:00,0.1001348
2010-04-30 00:00:00+00:00,0.016336443
2010-05-31 00:00:00+00:00,0.0008530485
2010-06-30 00:00:00+00:00,0.00084754766
2010-07-31 00:00:00+00:00,0.0023016678
2010-08-31 00:00:00+00:00,0.00124312
2010-09-30 00:00:00+00:00,0.00057285064
2010-10-31 00:00:00+00:00,0.00022851214
2010-11-30 00:00:00+00:00,0.0066229333
2010-12-31 00:00:00+00:00,0.010582395
2011-01-31 00:00:00+00:00,0.21677618
2011-02-28 00:00:00+00:00,0.090551905
2011-03-31 00:00:00+00:00,0.06589724
2011-04-30 00:00:00+00:00,0.013916644
2011-05-31 00:00:00+00:00,0.0031121408
2011-06-30 00:00:00+00:00,0.0012944038
2011-07-31 00:00:00+00:00,0.0024805933
2011-08-31 00:00:00+00:00,0.004860786
2011-09-30 00:00:00+00:00,0.00064847025
2011-10-31 00:00:00+00:00,0.00048877497
2011-11-30 00:00:00+00:00,0.008962844
2011-12-31 00:00:00+00:00,0.020747103
2012-01-31 00:00:00+00:00,0.002640322
2012-02-29 00:00:00+00:00,0.018388933
2012-03-31 00:00:00+00:00,0.0055710524
2012-04-30 00:00:00+00:00,0.0049613053
2012-05-31 00:00:00+00:00,0.0017348183
2012-06-30 00:00:00+00:00,0.00011174889
2012-07-31 00:00:00+00:00,0.0028475916
2012-08-31 00:00:00+00:00,0.0024970567
2012-09-30 00:00:00+00:00,0.00032495428
2012-10-31 00:00:00+00:00,0.0009899908
2012-11-30 00:00:00+00:00,0.0025202904
2012-12-31 00:00:00+00:00,0.009343128
2013-01-31 00:00:00+00:00,0.016416727
2013-02-28 00:00:00+00:00,0.016772022
2013-03-31 00:00:00+00:00,0.05524304
2013-04-30 00:00:00+00:00,0.0049522547
2013-05-31 00:00:00+00:00,0.00046363447
2013-06-30 00:00:00+00:00,2.3688615e-07
2013-07-31 00:00:00+00:00,0.0020880154
2013-08-31 00:00:00+00:00,0.0025036763
2013-09-30 00:00:00+00:00,0.00029613497
2013-10-31 00:00:00+00:00,0.0019435836
2013-11-30 00:00:00+00:00,0.00046910162
2013-12-31 00:00:00+00:00,0.0016699688
2014-01-31 00:00:00+00:00,0.004504152
2014-02-28 00:00:00+00:00,0.033221778
2014-03-31 00:00:00+00:00,0.022401454
2014-04-30 00:00:00+00:00,0.002885131
2014-05-31 00:00:00+00:00,0.00018169178
2014-06-30 00:00:00+00:00,0.0003780984
2014-07-31 00:00:00+00:00,0.000364535
2014-08-31 00:00:00+00:00,0.007268556
2014-09-30 00:00:00+00:00,0.00010356476
2014-10-31 00:00:00+00:00,0.00081618235
2014-11-30 00:00:00+00:00,0.0002689746
2014-12-31 00:00:00+00:00,0.0061536147
2015-01-31 00:00:00+00:00,0.5161268
2015-02-28 00:00:00+00:00,0.100081034
2015-03-31 00:00:00+00:00,0.06550688
2015-04-30 00:00:00+00:00,0.031155277
2015-05-31 00:00:00+00:00,0.017241573
2015-06-30 00:00:00+00:00,0.00947698
2015-07-31 00:00:00+00:00,0.0026887532
2015-08-31 00:00:00+00:00,0.005419888
2015-09-30 00:00:00+00:00,0.0009196392
2015-10-31 00:00:00+00:00,0.00038871297
2015-11-30 00:00:00+00:00,0.0027688248
2015-12-31 00:00:00+00:00,0.006564399
2016-01-31 00:00:00+00:00,0.2710033
2016-02-29 00:00:00+00:00,0.19192663
2016-03-31 00:00:00+00:00,0.20652696
2016-04-30 00:00:00+00:00,0.031459313
2016-05-31 00:00:00+00:00,0.02276377
2016-06-30 00:00:00+00:00,0.008170604
2016-07-31 00:00:00+00:00,0.0031850366
2016-08-31 00:00:00+00:00,0.010022382
2016-09-30 00:00:00+00:00,0.00016637759
2016-10-31 00:00:00+00:00,0.00012470616
2016-11-30 00:00:00+00:00,0.2621224
2016-12-31 00:00:00+00:00,0.00799688
2017-01-31 00:00:00+00:00,0.026138453
2017-02-28 00:00:00+00:00,0.04384357
2017-03-31 00:00:00+00:00,0.008764517
2017-04-30 00:00:00+00:00,0.019572696
2017-05-31 00:00:00+00:00,0.004529279
2017-06-30 00:00:00+00:00,0.002548973
2017-07-31 00:00:00+00:00,0.0011542046
2017-08-31 00:00:00+00:00,0.00524866
2017-09-30 00:00:00+00:00,0.0006596707
2017-10-31 00:00:00+00:00,0.02234377
2017-11-30 00:00:00+00:00,0.0033542693
2017-12-31 00:00:00+00:00,0.00014058914
2018-01-31 00:00:00+00:00,0.0013327597
2018-02-28 00:00:00+00:00,0.025631681
2018-03-31 00:00:00+00:00,0.0069642914
2018-04-30 00:00:00+00:00,0.00021466197
2018-05-31 00:00:00+00:00,0.00012530573
2018-06-30 00:00:00+00:00,0.00016544366
2018-07-31 00:00:00+00:00,0.0038776132
2018-08-31 00:00:00+00:00,0.0031614967
2018-09-30 00:00:00+00:00,0.000717025
2018-10-31 00:00:00+00:00,3.6508613e-05
2018-11-30 00:00:00+00:00,0.0054651243
2018-12-31 00:00:00+00:00,0.005834088
2019-01-31 00:00:00+00:00,0.0003384096
2019-02-28 00:00:00+00:00,0.044337865
2019-03-31 00:00:00+00:00,0.014300554
2019-04-30 00:00:00+00:00,0.022112068
2019-05-31 00:00:00+00:00,0.0005797398
2019-06-30 00:00:00+00:00,0.00026391563
2019-07-31 00:00:00+00:00,0.002001438
2019-08-31 00:00:00+00:00,0.019105226
2019-09-30 00:00:00+00:00,0.029630423
2019-10-31 00:00:00+00:00,0.004638888
2019-11-30 00:00:00+00:00,0.0012041014
2019-12-31 00:00:00+00:00,0.0047322307
2020-01-31 00:00:00+00:00,0.031043686
2020-02-29 00:00:00+00:00,0.049225967
2020-03-31 00:00:00+00:00,0.027362226
2020-04-30 00:00:00+00:00,0.0015079342
2020-05-31 00:00:00+00:00,0.00038852834
2020-06-30 00:00:00+00:00,0.00072386663
2020-07-31 00:00:00+00:00,0.0017859021
2020-08-31 00:00:00+00:00,0.025605049
2020-09-30 00:00:00+00:00,0.0042351866
2020-10-31 00:00:00+00:00,6.709096e-05
2020-11-30 00:00:00+00:00,0.00010298581
2020-12-31 00:00:00+00:00,0.04529165
2021-01-31 00:00:00+00:00,0.014206559
2021-02-28 00:00:00+00:00,0.058938406
2021-03-31 00:00:00+00:00,0.0120695
2021-04-30 00:00:00+00:00,0.0019104123
2021-05-31 00:00:00+00:00,9.953153e-05
