time,runoff_month_CNRM-CM5_rcp45
2006-01-31 00:00:00+00:00,0.005915144
2006-02-28 00:00:00+00:00,0.11275869
2006-03-31 00:00:00+00:00,0.007191128
2006-04-30 00:00:00+00:00,0.0059339637
2006-05-31 00:00:00+00:00,0.007864833
2006-06-30 00:00:00+00:00,0.0001787215
2006-07-31 00:00:00+00:00,0.0072495574
2006-08-31 00:00:00+00:00,0.027942024
2006-09-30 00:00:00+00:00,0.0035264813
2006-10-31 00:00:00+00:00,0.001081724
2006-11-30 00:00:00+00:00,0.024234135
2006-12-31 00:00:00+00:00,0.0010421204
2007-01-31 00:00:00+00:00,0.01665248
2007-02-28 00:00:00+00:00,0.051707733
2007-03-31 00:00:00+00:00,0.003136989
2007-04-30 00:00:00+00:00,0.0023930431
2007-05-31 00:00:00+00:00,0.00016542488
2007-06-30 00:00:00+00:00,0.0012632213
2007-07-31 00:00:00+00:00,0.0012426754
2007-08-31 00:00:00+00:00,0.0008456555
2007-09-30 00:00:00+00:00,0.010758728
2007-10-31 00:00:00+00:00,0.00032913938
2007-11-30 00:00:00+00:00,0.2189133
2007-12-31 00:00:00+00:00,0.09071488
2008-01-31 00:00:00+00:00,0.69948494
2008-02-29 00:00:00+00:00,0.14103147
2008-03-31 00:00:00+00:00,0.033606414
2008-04-30 00:00:00+00:00,0.017269867
2008-05-31 00:00:00+00:00,0.02296908
2008-06-30 00:00:00+00:00,0.025205625
2008-07-31 00:00:00+00:00,0.03126071
2008-08-31 00:00:00+00:00,0.024301382
2008-09-30 00:00:00+00:00,0.006477605
2008-10-31 00:00:00+00:00,2.296458e-10
2008-11-30 00:00:00+00:00,7.675339e-06
2008-12-31 00:00:00+00:00,0.008357143
2009-01-31 00:00:00+00:00,0.30409867
2009-02-28 00:00:00+00:00,0.026839752
2009-03-31 00:00:00+00:00,0.02508084
2009-04-30 00:00:00+00:00,0.027107667
2009-05-31 00:00:00+00:00,0.0050289123
2009-06-30 00:00:00+00:00,0.0010162042
2009-07-31 00:00:00+00:00,0.0023906317
2009-08-31 00:00:00+00:00,0.0071985153
2009-09-30 00:00:00+00:00,0.003981719
2009-10-31 00:00:00+00:00,0.0058004875
2009-11-30 00:00:00+00:00,0.14242847
2009-12-31 00:00:00+00:00,0.013209627
2010-01-31 00:00:00+00:00,0.122046135
2010-02-28 00:00:00+00:00,0.020561574
2010-03-31 00:00:00+00:00,0.022006018
2010-04-30 00:00:00+00:00,0.008848038
2010-05-31 00:00:00+00:00,0.005434198
2010-06-30 00:00:00+00:00,0.0028930386
2010-07-31 00:00:00+00:00,0.0027320578
2010-08-31 00:00:00+00:00,0.0010881036
2010-09-30 00:00:00+00:00,0.00044683288
2010-10-31 00:00:00+00:00,0.0039221775
2010-11-30 00:00:00+00:00,0.001972085
2010-12-31 00:00:00+00:00,0.0030951502
2011-01-31 00:00:00+00:00,0.424133
2011-02-28 00:00:00+00:00,0.030098885
2011-03-31 00:00:00+00:00,0.15684254
2011-04-30 00:00:00+00:00,0.026754111
2011-05-31 00:00:00+00:00,0.039825067
2011-06-30 00:00:00+00:00,0.0109934
2011-07-31 00:00:00+00:00,0.002683511
2011-08-31 00:00:00+00:00,0.013250731
2011-09-30 00:00:00+00:00,0.00042933406
2011-10-31 00:00:00+00:00,0.0019086405
2011-11-30 00:00:00+00:00,1.6262617e-05
2011-12-31 00:00:00+00:00,0.0015478547
2012-01-31 00:00:00+00:00,0.20688891
2012-02-29 00:00:00+00:00,0.016304115
2012-03-31 00:00:00+00:00,0.008204554
2012-04-30 00:00:00+00:00,0.004678978
2012-05-31 00:00:00+00:00,0.0025883373
2012-06-30 00:00:00+00:00,0.0011061676
2012-07-31 00:00:00+00:00,0.0011277675
2012-08-31 00:00:00+00:00,0.00617952
2012-09-30 00:00:00+00:00,0.0015599557
2012-10-31 00:00:00+00:00,1.0663273e-06
2012-11-30 00:00:00+00:00,1.9614246e-05
2012-12-31 00:00:00+00:00,0.014779252
2013-01-31 00:00:00+00:00,0.16784947
2013-02-28 00:00:00+00:00,0.9074709
2013-03-31 00:00:00+00:00,0.10622472
2013-04-30 00:00:00+00:00,0.04109304
2013-05-31 00:00:00+00:00,0.01672475
2013-06-30 00:00:00+00:00,0.004449444
2013-07-31 00:00:00+00:00,0.0057449853
2013-08-31 00:00:00+00:00,0.022782864
2013-09-30 00:00:00+00:00,8.9790345e-05
2013-10-31 00:00:00+00:00,0.0027207013
2013-11-30 00:00:00+00:00,0.004103914
2013-12-31 00:00:00+00:00,0.000656245
2014-01-31 00:00:00+00:00,0.8573333
2014-02-28 00:00:00+00:00,0.55344564
2014-03-31 00:00:00+00:00,0.20007512
2014-04-30 00:00:00+00:00,0.094906114
2014-05-31 00:00:00+00:00,0.10178789
2014-06-30 00:00:00+00:00,0.07689132
2014-07-31 00:00:00+00:00,0.020535199
2014-08-31 00:00:00+00:00,0.026117004
2014-09-30 00:00:00+00:00,0.023100436
2014-10-31 00:00:00+00:00,0.00033950564
2014-11-30 00:00:00+00:00,0.0043832567
2014-12-31 00:00:00+00:00,0.013703346
2015-01-31 00:00:00+00:00,0.0028434135
2015-02-28 00:00:00+00:00,0.008839916
2015-03-31 00:00:00+00:00,0.06950561
2015-04-30 00:00:00+00:00,0.012622268
2015-05-31 00:00:00+00:00,0.0039791735
2015-06-30 00:00:00+00:00,0.0009406278
2015-07-31 00:00:00+00:00,0.0015734537
2015-08-31 00:00:00+00:00,0.0016119825
2015-09-30 00:00:00+00:00,0.00029541983
2015-10-31 00:00:00+00:00,0.00038880698
2015-11-30 00:00:00+00:00,0.0010517992
2015-12-31 00:00:00+00:00,0.00042477375
2016-01-31 00:00:00+00:00,0.35426143
2016-02-29 00:00:00+00:00,0.02234895
2016-03-31 00:00:00+00:00,0.07860601
2016-04-30 00:00:00+00:00,0.017085522
2016-05-31 00:00:00+00:00,0.0067635886
2016-06-30 00:00:00+00:00,0.0014079357
2016-07-31 00:00:00+00:00,0.0068914406
2016-08-31 00:00:00+00:00,0.00048874854
2016-09-30 00:00:00+00:00,0.046892654
2016-10-31 00:00:00+00:00,0.019623479
2016-11-30 00:00:00+00:00,0.00010405565
2016-12-31 00:00:00+00:00,0.016465532
2017-01-31 00:00:00+00:00,0.0042042937
2017-02-28 00:00:00+00:00,0.48802575
2017-03-31 00:00:00+00:00,0.034174986
2017-04-30 00:00:00+00:00,0.02502777
2017-05-31 00:00:00+00:00,0.015185553
2017-06-30 00:00:00+00:00,0.005800202
2017-07-31 00:00:00+00:00,0.017140089
2017-08-31 00:00:00+00:00,0.00086143526
2017-09-30 00:00:00+00:00,2.077239e-05
2017-10-31 00:00:00+00:00,0.00053046504
2017-11-30 00:00:00+00:00,0.008452357
2017-12-31 00:00:00+00:00,0.039144583
2018-01-31 00:00:00+00:00,0.228928
2018-02-28 00:00:00+00:00,0.47465134
2018-03-31 00:00:00+00:00,0.10164815
2018-04-30 00:00:00+00:00,0.058147784
2018-05-31 00:00:00+00:00,0.11476641
2018-06-30 00:00:00+00:00,0.021911046
2018-07-31 00:00:00+00:00,0.013139011
2018-08-31 00:00:00+00:00,0.0037463233
2018-09-30 00:00:00+00:00,0.00042791007
2018-10-31 00:00:00+00:00,0.00085982366
2018-11-30 00:00:00+00:00,0.030697148
2018-12-31 00:00:00+00:00,0.017794268
2019-01-31 00:00:00+00:00,0.008545002
2019-02-28 00:00:00+00:00,0.011286189
2019-03-31 00:00:00+00:00,0.015371344
2019-04-30 00:00:00+00:00,0.004896188
2019-05-31 00:00:00+00:00,0.00041963276
2019-06-30 00:00:00+00:00,0.0003127264
2019-07-31 00:00:00+00:00,0.00039756682
2019-08-31 00:00:00+00:00,0.007084497
2019-09-30 00:00:00+00:00,0.00012685693
2019-10-31 00:00:00+00:00,0.0005812233
2019-11-30 00:00:00+00:00,0.00036541375
2019-12-31 00:00:00+00:00,0.0043932195
2020-01-31 00:00:00+00:00,0.13932177
2020-02-29 00:00:00+00:00,0.22943044
2020-03-31 00:00:00+00:00,0.067206524
2020-04-30 00:00:00+00:00,0.016741605
2020-05-31 00:00:00+00:00,0.013424558
2020-06-30 00:00:00+00:00,0.0059772125
2020-07-31 00:00:00+00:00,0.0036798657
2020-08-31 00:00:00+00:00,0.0023300906
2020-09-30 00:00:00+00:00,0.00024082714
2020-10-31 00:00:00+00:00,0.0001532916
2020-11-30 00:00:00+00:00,0.00036698527
2020-12-31 00:00:00+00:00,0.005753084
2021-01-31 00:00:00+00:00,0.06036565
2021-02-28 00:00:00+00:00,0.039298926
2021-03-31 00:00:00+00:00,0.047514476
2021-04-30 00:00:00+00:00,0.01376234
2021-05-31 00:00:00+00:00,0.0047624744
2021-06-30 00:00:00+00:00,0.00057658897
2021-07-31 00:00:00+00:00,0.0035358453
2021-08-31 00:00:00+00:00,0.0029000642
2021-09-30 00:00:00+00:00,0.00096231565
2021-10-31 00:00:00+00:00,0.00029839817
2021-11-30 00:00:00+00:00,4.671248e-05
2021-12-31 00:00:00+00:00,0.0017854501
2022-01-31 00:00:00+00:00,0.09208335
2022-02-28 00:00:00+00:00,0.0155491335
2022-03-31 00:00:00+00:00,0.01867451
2022-04-30 00:00:00+00:00,0.0029424627
2022-05-31 00:00:00+00:00,0.0013134471
2022-06-30 00:00:00+00:00,0.00014493716
2022-07-31 00:00:00+00:00,0.011784086
2022-08-31 00:00:00+00:00,0.0043802788
2022-09-30 00:00:00+00:00,0.0041534775
2022-10-31 00:00:00+00:00,0.00094409025
2022-11-30 00:00:00+00:00,0.032625355
2022-12-31 00:00:00+00:00,0.01404497
2023-01-31 00:00:00+00:00,0.0146733085
2023-02-28 00:00:00+00:00,0.049320593
2023-03-31 00:00:00+00:00,0.054775435
2023-04-30 00:00:00+00:00,0.009845781
2023-05-31 00:00:00+00:00,0.0040497924
2023-06-30 00:00:00+00:00,0.0017021083
2023-07-31 00:00:00+00:00,0.010493266
2023-08-31 00:00:00+00:00,0.0013913235
