time,runoff_month_HadGEM2-ES_rcp45
2006-01-31 00:00:00+00:00,0.0024826366
2006-02-28 00:00:00+00:00,0.0031457306
2006-03-31 00:00:00+00:00,0.0029417684
2006-04-30 00:00:00+00:00,0.0018284601
2006-05-31 00:00:00+00:00,5.041319e-05
2006-06-30 00:00:00+00:00,7.763704e-05
2006-07-31 00:00:00+00:00,0.0007267309
2006-08-31 00:00:00+00:00,0.0012293216
2006-09-30 00:00:00+00:00,0.0029815617
2006-10-31 00:00:00+00:00,0.00076830847
2006-11-30 00:00:00+00:00,5.3808297e-05
2006-12-31 00:00:00+00:00,0.031388104
2007-01-31 00:00:00+00:00,0.047460813
2007-02-28 00:00:00+00:00,0.21203922
2007-03-31 00:00:00+00:00,0.022828393
2007-04-30 00:00:00+00:00,0.045750346
2007-05-31 00:00:00+00:00,0.043934252
2007-06-30 00:00:00+00:00,0.01020921
2007-07-31 00:00:00+00:00,0.0016786697
2007-08-31 00:00:00+00:00,0.0020908043
2007-09-30 00:00:00+00:00,0.026066696
2007-10-31 00:00:00+00:00,0.08970633
2007-11-30 00:00:00+00:00,0.007892815
2007-12-31 00:00:00+00:00,0.019040598
2008-01-31 00:00:00+00:00,0.012183743
2008-02-29 00:00:00+00:00,0.014197081
2008-03-31 00:00:00+00:00,0.06246163
2008-04-30 00:00:00+00:00,0.024419663
2008-05-31 00:00:00+00:00,0.007624482
2008-06-30 00:00:00+00:00,0.002851853
2008-07-31 00:00:00+00:00,0.0031490843
2008-08-31 00:00:00+00:00,0.0037825545
2008-09-30 00:00:00+00:00,0.00047231617
2008-10-31 00:00:00+00:00,0.0001283801
2008-11-30 00:00:00+00:00,0.0011127876
2008-12-31 00:00:00+00:00,4.1121034e-06
2009-01-31 00:00:00+00:00,0.06173663
2009-02-28 00:00:00+00:00,0.64701176
2009-03-31 00:00:00+00:00,0.11755346
2009-04-30 00:00:00+00:00,0.033065554
2009-05-31 00:00:00+00:00,0.04310947
2009-06-30 00:00:00+00:00,0.007877028
2009-07-31 00:00:00+00:00,0.005828689
2009-08-31 00:00:00+00:00,0.0009228512
2009-09-30 00:00:00+00:00,0.0035901656
2009-10-31 00:00:00+00:00,1.4668419e-05
2009-11-30 00:00:00+00:00,0.008131992
2009-12-31 00:00:00+00:00,0.008735637
2010-01-31 00:00:00+00:00,0.0052379854
2010-02-28 00:00:00+00:00,0.048563436
2010-03-31 00:00:00+00:00,0.014069404
2010-04-30 00:00:00+00:00,0.0008412919
2010-05-31 00:00:00+00:00,0.00012239565
2010-06-30 00:00:00+00:00,0.00012278373
2010-07-31 00:00:00+00:00,0.00032290115
2010-08-31 00:00:00+00:00,0.007122195
2010-09-30 00:00:00+00:00,0.0003996346
2010-10-31 00:00:00+00:00,0.00036755545
2010-11-30 00:00:00+00:00,1.999297e-05
2010-12-31 00:00:00+00:00,0.002744784
2011-01-31 00:00:00+00:00,0.009481329
2011-02-28 00:00:00+00:00,0.09465133
2011-03-31 00:00:00+00:00,0.015532719
2011-04-30 00:00:00+00:00,0.005398345
2011-05-31 00:00:00+00:00,0.0029506034
2011-06-30 00:00:00+00:00,0.001008605
2011-07-31 00:00:00+00:00,0.001528095
2011-08-31 00:00:00+00:00,0.06388172
2011-09-30 00:00:00+00:00,0.03454879
2011-10-31 00:00:00+00:00,7.875767e-05
2011-11-30 00:00:00+00:00,0.10031234
2011-12-31 00:00:00+00:00,0.018458739
2012-01-31 00:00:00+00:00,0.040742133
2012-02-29 00:00:00+00:00,0.0036822022
2012-03-31 00:00:00+00:00,0.012123269
2012-04-30 00:00:00+00:00,0.015324899
2012-05-31 00:00:00+00:00,0.0035264238
2012-06-30 00:00:00+00:00,0.00019717633
2012-07-31 00:00:00+00:00,0.000607166
2012-08-31 00:00:00+00:00,0.0023481795
2012-09-30 00:00:00+00:00,0.0007391555
2012-10-31 00:00:00+00:00,2.5353222e-05
2012-11-30 00:00:00+00:00,0.010482861
2012-12-31 00:00:00+00:00,0.006696356
2013-01-31 00:00:00+00:00,0.057891283
2013-02-28 00:00:00+00:00,0.042300254
2013-03-31 00:00:00+00:00,0.015555973
2013-04-30 00:00:00+00:00,0.0053031556
2013-05-31 00:00:00+00:00,0.0035249633
2013-06-30 00:00:00+00:00,0.0006686537
2013-07-31 00:00:00+00:00,0.0037987665
2013-08-31 00:00:00+00:00,0.012650274
2013-09-30 00:00:00+00:00,0.03094771
2013-10-31 00:00:00+00:00,0.0045964704
2013-11-30 00:00:00+00:00,0.020585902
2013-12-31 00:00:00+00:00,0.01931163
