time,tair_month_MIROC5_rcp85
2006-01-31 00:00:00+00:00,7.733123
2006-02-28 00:00:00+00:00,12.221554
2006-03-31 00:00:00+00:00,13.840281
2006-04-30 00:00:00+00:00,18.048336
2006-05-31 00:00:00+00:00,22.63604
2006-06-30 00:00:00+00:00,27.510798
2006-07-31 00:00:00+00:00,30.947609
2006-08-31 00:00:00+00:00,29.727377
2006-09-30 00:00:00+00:00,24.842827
2006-10-31 00:00:00+00:00,18.80656
2006-11-30 00:00:00+00:00,11.561767
2006-12-31 00:00:00+00:00,7.8299794
2007-01-31 00:00:00+00:00,9.977765
2007-02-28 00:00:00+00:00,11.80444
2007-03-31 00:00:00+00:00,14.203715
2007-04-30 00:00:00+00:00,18.528275
2007-05-31 00:00:00+00:00,26.12224
2007-06-30 00:00:00+00:00,29.326262
2007-07-31 00:00:00+00:00,31.761951
2007-08-31 00:00:00+00:00,28.704771
2007-09-30 00:00:00+00:00,27.373842
2007-10-31 00:00:00+00:00,17.264236
2007-11-30 00:00:00+00:00,11.812436
2007-12-31 00:00:00+00:00,7.8146453
2008-01-31 00:00:00+00:00,9.244245
2008-02-29 00:00:00+00:00,10.672587
2008-03-31 00:00:00+00:00,13.119155
2008-04-30 00:00:00+00:00,15.811179
2008-05-31 00:00:00+00:00,20.199621
2008-06-30 00:00:00+00:00,26.15444
2008-07-31 00:00:00+00:00,31.54101
2008-08-31 00:00:00+00:00,30.53739
2008-09-30 00:00:00+00:00,26.746386
2008-10-31 00:00:00+00:00,18.40386
2008-11-30 00:00:00+00:00,13.153351
2008-12-31 00:00:00+00:00,8.980172
2009-01-31 00:00:00+00:00,10.128094
2009-02-28 00:00:00+00:00,10.270934
2009-03-31 00:00:00+00:00,14.618722
2009-04-30 00:00:00+00:00,14.914709
2009-05-31 00:00:00+00:00,21.78783
2009-06-30 00:00:00+00:00,26.16888
2009-07-31 00:00:00+00:00,29.874413
2009-08-31 00:00:00+00:00,29.414244
2009-09-30 00:00:00+00:00,24.642046
2009-10-31 00:00:00+00:00,19.441612
2009-11-30 00:00:00+00:00,13.565113
2009-12-31 00:00:00+00:00,7.922327
2010-01-31 00:00:00+00:00,8.231575
2010-02-28 00:00:00+00:00,11.809094
2010-03-31 00:00:00+00:00,15.728314
2010-04-30 00:00:00+00:00,16.05973
2010-05-31 00:00:00+00:00,21.122643
2010-06-30 00:00:00+00:00,28.416237
2010-07-31 00:00:00+00:00,32.374596
2010-08-31 00:00:00+00:00,30.53162
2010-09-30 00:00:00+00:00,27.707054
2010-10-31 00:00:00+00:00,22.143848
2010-11-30 00:00:00+00:00,11.80942
2010-12-31 00:00:00+00:00,8.27192
2011-01-31 00:00:00+00:00,8.606872
2011-02-28 00:00:00+00:00,8.795994
2011-03-31 00:00:00+00:00,9.301718
2011-04-30 00:00:00+00:00,15.6985
2011-05-31 00:00:00+00:00,20.382017
2011-06-30 00:00:00+00:00,27.281368
2011-07-31 00:00:00+00:00,31.141771
2011-08-31 00:00:00+00:00,32.15508
2011-09-30 00:00:00+00:00,27.302574
2011-10-31 00:00:00+00:00,19.885887
2011-11-30 00:00:00+00:00,13.152269
2011-12-31 00:00:00+00:00,10.336191
2012-01-31 00:00:00+00:00,10.50679
2012-02-29 00:00:00+00:00,13.655117
2012-03-31 00:00:00+00:00,15.514098
2012-04-30 00:00:00+00:00,15.516453
2012-05-31 00:00:00+00:00,19.996752
2012-06-30 00:00:00+00:00,27.25708
2012-07-31 00:00:00+00:00,32.761818
2012-08-31 00:00:00+00:00,30.871544
2012-09-30 00:00:00+00:00,24.366846
2012-10-31 00:00:00+00:00,20.095413
2012-11-30 00:00:00+00:00,14.396837
2012-12-31 00:00:00+00:00,11.081439
2013-01-31 00:00:00+00:00,9.295021
2013-02-28 00:00:00+00:00,10.5774145
2013-03-31 00:00:00+00:00,14.427151
2013-04-30 00:00:00+00:00,16.063877
2013-05-31 00:00:00+00:00,21.412323
2013-06-30 00:00:00+00:00,25.418848
2013-07-31 00:00:00+00:00,28.11748
2013-08-31 00:00:00+00:00,27.01154
2013-09-30 00:00:00+00:00,24.074516
2013-10-31 00:00:00+00:00,19.326416
2013-11-30 00:00:00+00:00,14.591824
2013-12-31 00:00:00+00:00,7.3376946
2014-01-31 00:00:00+00:00,11.059288
2014-02-28 00:00:00+00:00,8.648294
2014-03-31 00:00:00+00:00,11.497237
2014-04-30 00:00:00+00:00,14.294238
2014-05-31 00:00:00+00:00,19.966349
2014-06-30 00:00:00+00:00,31.076782
2014-07-31 00:00:00+00:00,30.37222
2014-08-31 00:00:00+00:00,30.074327
2014-09-30 00:00:00+00:00,27.830599
2014-10-31 00:00:00+00:00,20.749874
2014-11-30 00:00:00+00:00,14.596872
2014-12-31 00:00:00+00:00,8.0109005
2015-01-31 00:00:00+00:00,8.9879875
2015-02-28 00:00:00+00:00,11.164571
2015-03-31 00:00:00+00:00,11.948212
2015-04-30 00:00:00+00:00,19.168995
2015-05-31 00:00:00+00:00,23.493414
2015-06-30 00:00:00+00:00,27.284817
2015-07-31 00:00:00+00:00,30.038607
2015-08-31 00:00:00+00:00,30.547796
2015-09-30 00:00:00+00:00,25.139977
2015-10-31 00:00:00+00:00,18.345577
2015-11-30 00:00:00+00:00,12.966772
2015-12-31 00:00:00+00:00,11.528505
2016-01-31 00:00:00+00:00,7.306708
2016-02-29 00:00:00+00:00,12.475197
2016-03-31 00:00:00+00:00,11.073385
2016-04-30 00:00:00+00:00,15.662789
2016-05-31 00:00:00+00:00,21.763897
2016-06-30 00:00:00+00:00,27.838507
2016-07-31 00:00:00+00:00,31.182983
2016-08-31 00:00:00+00:00,31.940922
2016-09-30 00:00:00+00:00,28.393753
2016-10-31 00:00:00+00:00,21.996798
2016-11-30 00:00:00+00:00,13.689693
2016-12-31 00:00:00+00:00,11.960401
2017-01-31 00:00:00+00:00,8.328595
2017-02-28 00:00:00+00:00,10.60024
2017-03-31 00:00:00+00:00,12.319096
2017-04-30 00:00:00+00:00,16.224642
2017-05-31 00:00:00+00:00,23.75394
2017-06-30 00:00:00+00:00,29.084259
2017-07-31 00:00:00+00:00,31.266806
2017-08-31 00:00:00+00:00,28.600416
2017-09-30 00:00:00+00:00,26.816029
2017-10-31 00:00:00+00:00,19.264181
2017-11-30 00:00:00+00:00,11.136064
2017-12-31 00:00:00+00:00,12.1189165
2018-01-31 00:00:00+00:00,8.687487
2018-02-28 00:00:00+00:00,13.524702
2018-03-31 00:00:00+00:00,13.878653
2018-04-30 00:00:00+00:00,18.830544
2018-05-31 00:00:00+00:00,24.287031
2018-06-30 00:00:00+00:00,25.61714
2018-07-31 00:00:00+00:00,30.458252
2018-08-31 00:00:00+00:00,28.62026
2018-09-30 00:00:00+00:00,24.843784
2018-10-31 00:00:00+00:00,23.861353
2018-11-30 00:00:00+00:00,14.419311
2018-12-31 00:00:00+00:00,10.837096
2019-01-31 00:00:00+00:00,8.59735
2019-02-28 00:00:00+00:00,10.002804
2019-03-31 00:00:00+00:00,15.437063
2019-04-30 00:00:00+00:00,17.529753
2019-05-31 00:00:00+00:00,20.066761
2019-06-30 00:00:00+00:00,24.970076
2019-07-31 00:00:00+00:00,30.23812
2019-08-31 00:00:00+00:00,30.25454
2019-09-30 00:00:00+00:00,27.375893
2019-10-31 00:00:00+00:00,20.008488
2019-11-30 00:00:00+00:00,12.787041
2019-12-31 00:00:00+00:00,8.342869
2020-01-31 00:00:00+00:00,8.543436
2020-02-29 00:00:00+00:00,13.523339
2020-03-31 00:00:00+00:00,15.8342
2020-04-30 00:00:00+00:00,19.149649
2020-05-31 00:00:00+00:00,22.530287
2020-06-30 00:00:00+00:00,28.216377
2020-07-31 00:00:00+00:00,29.998304
2020-08-31 00:00:00+00:00,30.383244
2020-09-30 00:00:00+00:00,25.635515
2020-10-31 00:00:00+00:00,23.19454
2020-11-30 00:00:00+00:00,15.381914
2020-12-31 00:00:00+00:00,9.828518
2021-01-31 00:00:00+00:00,11.046645
2021-02-28 00:00:00+00:00,11.349614
2021-03-31 00:00:00+00:00,13.011128
2021-04-30 00:00:00+00:00,14.944201
2021-05-31 00:00:00+00:00,24.292587
2021-06-30 00:00:00+00:00,28.449966
2021-07-31 00:00:00+00:00,31.76797
2021-08-31 00:00:00+00:00,30.437387
2021-09-30 00:00:00+00:00,24.910604
2021-10-31 00:00:00+00:00,20.589737
2021-11-30 00:00:00+00:00,13.117645
2021-12-31 00:00:00+00:00,10.705453
2022-01-31 00:00:00+00:00,6.361846
2022-02-28 00:00:00+00:00,12.249731
2022-03-31 00:00:00+00:00,14.644189
2022-04-30 00:00:00+00:00,18.532267
2022-05-31 00:00:00+00:00,22.55497
2022-06-30 00:00:00+00:00,27.137
2022-07-31 00:00:00+00:00,31.94082
2022-08-31 00:00:00+00:00,31.673018
2022-09-30 00:00:00+00:00,24.602364
2022-10-31 00:00:00+00:00,20.561255
2022-11-30 00:00:00+00:00,13.526499
2022-12-31 00:00:00+00:00,5.947811
2023-01-31 00:00:00+00:00,7.2455378
2023-02-28 00:00:00+00:00,13.28112
2023-03-31 00:00:00+00:00,9.771709
2023-04-30 00:00:00+00:00,19.445404
2023-05-31 00:00:00+00:00,20.853827
2023-06-30 00:00:00+00:00,29.008675
2023-07-31 00:00:00+00:00,32.516994
2023-08-31 00:00:00+00:00,29.407093
2023-09-30 00:00:00+00:00,26.008848
2023-10-31 00:00:00+00:00,20.888596
2023-11-30 00:00:00+00:00,11.362346
2023-12-31 00:00:00+00:00,9.289348
2024-01-31 00:00:00+00:00,10.693638
2024-02-29 00:00:00+00:00,10.653204
2024-03-31 00:00:00+00:00,13.032802
2024-04-30 00:00:00+00:00,18.124893
2024-05-31 00:00:00+00:00,20.939053
2024-06-30 00:00:00+00:00,27.555672
2024-07-31 00:00:00+00:00,31.389668
2024-08-31 00:00:00+00:00,29.981234
2024-09-30 00:00:00+00:00,24.581493
2024-10-31 00:00:00+00:00,18.43076
2024-11-30 00:00:00+00:00,13.711007
2024-12-31 00:00:00+00:00,10.071776
2025-01-31 00:00:00+00:00,11.446212
2025-02-28 00:00:00+00:00,9.226967
2025-03-31 00:00:00+00:00,15.315624
2025-04-30 00:00:00+00:00,18.088537
2025-05-31 00:00:00+00:00,24.61466
2025-06-30 00:00:00+00:00,28.301256
2025-07-31 00:00:00+00:00,30.72565
2025-08-31 00:00:00+00:00,30.08305
2025-09-30 00:00:00+00:00,26.919016
2025-10-31 00:00:00+00:00,19.247545
2025-11-30 00:00:00+00:00,13.816444
2025-12-31 00:00:00+00:00,10.033672
2026-01-31 00:00:00+00:00,11.622475
2026-02-28 00:00:00+00:00,11.8113165
2026-03-31 00:00:00+00:00,11.406468
2026-04-30 00:00:00+00:00,17.872446
2026-05-31 00:00:00+00:00,23.032316
2026-06-30 00:00:00+00:00,29.130926
2026-07-31 00:00:00+00:00,31.458302
2026-08-31 00:00:00+00:00,30.852205
2026-09-30 00:00:00+00:00,29.012619
2026-10-31 00:00:00+00:00,24.093527
2026-11-30 00:00:00+00:00,14.877921
2026-12-31 00:00:00+00:00,9.579452
