,date,airtemp,baseflow,ev,rainfall,runoff,sm,snowfall,snowwater
0,2025-01,9.038892,0.031028463,0.34461543,0.46681184,0.013207635,10.572088,0.025134617,0.23516762
1,2025-02,10.212016,0.26888207,1.3310071,5.550519,0.534314,21.616426,0.3680552,5.2824597
2,2025-03,12.446793,0.2934186,1.2383344,0.09217712,0.043721214,13.503283,0.0055046184,6.6702695
3,2025-04,17.97952,0.12943581,1.1119571,0.40414083,0.04026267,6.9822497,0.012697127,1.8645144
4,2025-05,22.603802,0.07450847,0.59542227,0.10827407,0.011227959,6.8661685,0.0006985638,0.80755347
5,2025-06,27.16596,0.048011713,0.19911677,0.0028900725,0.004736566,5.372966,0.00010180912,0.22608034
6,2025-07,31.03203,0.039400484,0.10586403,0.091975346,0.0029805787,5.691388,0.0,0.02133373
7,2025-08,30.550188,0.036228124,0.17297,0.16238908,0.0026128928,6.2840075,0.0,0.0
8,2025-09,26.436022,0.035405256,0.09464228,0.091774814,0.00081460556,5.60584,1.6896556e-06,0.0
9,2025-10,21.277615,0.03484363,0.0034421629,0.0014601508,1.3803244e-05,5.312465,7.2453804e-05,0.0
10,2025-11,14.291894,0.03673662,0.3982916,0.86188716,0.039323222,9.54942,0.045591388,0.4928013
11,2025-12,10.545653,0.037825264,0.26820517,0.1472417,0.005485076,10.359731,0.01648589,0.6257236
12,2026-01,11.521898,0.044218775,0.42826152,0.94130963,0.0488327,10.927074,0.06069904,0.7428696
13,2026-02,13.221912,0.12764837,0.64134294,1.1623213,0.0691454,13.864731,0.059930336,0.9881884
14,2026-03,12.817464,0.12823485,0.6843891,0.3389023,0.014698917,11.88043,0.03128325,1.2496387
15,2026-04,19.214632,0.07065076,0.48858443,0.13920191,0.0076637287,7.066424,0.005198156,0.8444319
16,2026-05,23.42767,0.046788316,0.27834317,0.058961436,0.006670528,5.7469106,0.0039758715,0.2926388
17,2026-06,24.998354,0.03633851,0.17794622,0.06108664,0.0013704125,5.5185943,0.00049884355,0.041368045
18,2026-07,28.56081,0.032923024,0.03351675,0.015909735,0.00020415107,5.343185,9.3105933e-07,0.00014193205
19,2026-08,30.04992,0.03196346,0.093703456,0.104905725,0.0014855921,5.737034,0.0,0.0
20,2026-09,26.376293,0.03159522,0.084999144,0.110639706,0.0015122145,5.6520467,1.4538451e-05,0.0
21,2026-10,21.687649,0.031295482,0.044546694,0.014200933,0.00012929835,5.603264,5.4658376e-05,0.0
22,2026-11,13.336665,0.03120952,0.3566541,0.72237545,0.017689582,8.84002,0.029497743,0.11299471
23,2026-12,9.766949,0.035597734,0.6389248,1.1123339,0.036259625,15.810628,0.058978133,0.871116
24,2027-01,10.059343,0.12174056,0.75875944,3.5367064,0.5997215,16.765049,0.13059828,1.4897356
25,2027-02,10.595064,0.43236554,1.016876,1.2265669,0.093625806,18.59975,0.0437161,4.3688326
26,2027-03,14.389586,0.18693258,1.387228,0.9764196,0.047404297,13.371007,0.042382468,2.675397
27,2027-04,14.14806,0.15600885,1.20238,0.8326358,0.031864177,12.023976,0.05569387,2.7015238
28,2027-05,23.10303,0.090444334,0.8377195,0.0836971,0.03214405,7.635348,0.0053499406,1.8105391
29,2027-06,28.583572,0.052188426,0.27810875,6.626075e-05,0.013884547,5.348451,0.0,0.34140822
30,2027-07,30.02419,0.039323926,0.041476596,0.00030155282,0.0026680236,5.3047442,0.0,0.032325957
31,2027-08,30.952436,0.035691883,0.09320246,0.09615376,0.0014918769,5.711025,0.0,0.0
32,2027-09,27.962315,0.034796484,0.04778534,0.04957781,0.00047404692,5.4541903,1.4843893e-07,0.0
33,2027-10,22.35738,0.034210067,0.0248768,0.019036533,0.00026541055,5.445675,0.00042979876,0.00021433091
34,2027-11,14.947807,0.033756103,0.2276609,0.26360795,0.0035362046,7.120178,0.00027098935,3.120322e-06
35,2027-12,8.704059,0.037946194,0.522757,1.2003027,0.0420871,13.916651,0.106132135,1.413098
36,2028-01,8.803427,0.048200723,0.5469018,1.3380215,0.09886743,14.038562,0.14181148,1.781499
37,2028-02,11.166859,0.13425183,0.77140516,0.8445719,0.047625184,16.074427,0.10892637,3.355253
38,2028-03,17.021156,0.13409446,0.80927634,0.0010529233,0.018821416,10.196307,1.753158e-05,1.5897052
39,2028-04,17.29243,0.053427786,0.3553702,0.105437174,0.0028639953,6.021606,0.0037086026,0.30870834
40,2028-05,23.22289,0.041353848,0.24814811,0.05398245,0.0022306521,5.6590357,0.003941108,0.1347167
41,2028-06,26.261538,0.035143588,0.07315737,0.0007652818,0.00044925875,5.311124,0.0,0.01035941
42,2028-07,31.185516,0.032846894,0.21312943,0.32215086,0.0044460483,6.128794,0.0,0.0
43,2028-08,30.172104,0.03231811,0.44533366,0.36269295,0.0067700027,7.8332534,0.0,0.0
44,2028-09,26.621752,0.03196336,0.17184986,0.18837762,0.0025430042,5.9451566,2.1971186e-05,0.0
45,2028-10,16.973335,0.031629167,0.0865222,0.06781327,0.00083658996,5.8787785,0.0011527849,0.0006309931
46,2028-11,11.598133,0.031307697,0.068845615,0.0645674,0.00083473034,6.0074654,0.0051341197,0.0005912579
47,2028-12,9.36453,0.031000007,0.028671313,0.017755872,0.00018668857,5.665466,0.0029028063,0.0011411791
48,2029-01,9.08354,0.030874234,0.3019129,0.9411881,0.055197895,6.9265604,0.06433752,0.12242456
49,2029-02,11.290558,0.040344417,0.6120298,0.5791853,0.023411913,14.380627,0.029135061,1.1283482
50,2029-03,14.233381,0.0377748,0.48164827,0.15791968,0.007302891,8.799507,0.02714247,0.33632195
51,2029-04,18.722954,0.034271695,0.19274992,0.021668276,0.0008581535,5.70625,0.0015259711,0.044766217
52,2029-05,23.48864,0.031051243,0.093191974,0.029131358,0.00046378074,5.387266,0.00011175297,0.0027630648
53,2029-06,25.981054,0.02997714,0.10926143,0.07534588,0.00095548877,5.6817346,0.00021166436,5.892406e-06
54,2029-07,30.642046,0.02949254,0.08245564,0.09070685,0.0009591119,5.526563,4.6663553e-07,0.0
55,2029-08,30.662529,0.029168481,0.35085052,0.39103603,0.0057868874,7.151826,0.0,0.0
56,2029-09,24.285648,0.02891011,0.19607516,0.18759955,0.0018000262,6.2806077,0.0006149832,0.00011273008
57,2029-10,21.997488,0.028663507,0.043777283,0.011285517,0.000103888226,5.5795894,7.5282376e-05,0.0
58,2029-11,13.372111,0.028419161,0.09474473,0.13492191,0.0020772342,6.1126404,0.0040746294,0.0017675165
59,2029-12,9.084117,0.02847677,0.20138864,0.26813585,0.00660267,8.4270935,0.02424738,0.13340831
60,2030-01,12.202599,0.04565116,0.5733556,2.102197,0.16772205,13.197134,0.0247844,0.22526406
61,2030-02,15.045174,0.063848466,0.65385985,0.06389524,0.0034553534,12.1801605,0.002547787,0.32215205
62,2030-03,12.4587145,0.055085223,0.80318934,0.918894,0.038703043,11.212603,0.12889865,0.95102954
63,2030-04,18.728975,0.07104739,0.7946371,0.5549773,0.025405353,8.751094,0.046442848,0.29730335
64,2030-05,25.788326,0.046338208,0.43076837,0.01184561,0.00126917,6.2452474,1.6621281e-05,0.04072511
65,2030-06,27.319996,0.031636674,0.13105477,0.006524594,0.0001646325,5.3378024,0.0,0.00014175782
66,2030-07,31.803787,0.029586423,0.28253916,0.34566435,0.0044930736,6.349181,1.1074416e-07,0.0
67,2030-08,31.064651,0.029811695,1.2274873,2.1761131,0.06740327,11.658054,0.0,0.0
68,2030-09,26.560707,0.033546433,0.86327547,0.29990095,0.0076248087,9.3293,3.5242974e-06,0.0
69,2030-10,20.226912,0.03243331,0.48044458,0.58627754,0.011119059,8.812698,0.002373749,0.0023589195
70,2030-11,11.850915,0.03274275,0.33762488,0.56888753,0.018002272,9.92753,0.020759104,0.070260376
71,2030-12,8.33183,0.033470668,0.17373829,0.0565902,0.0017175843,10.631784,0.002949731,0.19254729
72,2031-01,9.015704,0.042255882,0.5456869,1.2910197,0.05179537,15.028553,0.07218444,0.6756981
73,2031-02,10.466202,0.05855284,0.66144365,0.53669184,0.021018004,13.841267,0.028053753,1.5101686
74,2031-03,13.809114,0.10029942,0.9056752,1.6215645,0.10028266,13.027739,0.08589796,1.1016912
75,2031-04,16.370598,0.13327569,0.9861305,0.2218107,0.015266448,10.150366,0.03160381,1.0776513
76,2031-05,24.790876,0.052570645,0.4234996,0.02876462,0.008932268,6.0286303,0.00013650145,0.30465102
77,2031-06,25.06804,0.035417583,0.39115307,0.27976072,0.0053369296,6.422937,0.00021899783,0.039656356
78,2031-07,30.16039,0.031272113,0.17357728,0.14203312,0.0020341817,5.76194,0.0,0.0006562248
79,2031-08,31.69787,0.029878294,0.26777628,0.32263726,0.004395288,6.6890535,0.0,0.0
80,2031-09,26.029999,0.029370746,0.09860037,0.020226855,0.00015295534,5.890252,5.798786e-07,0.0
81,2031-10,24.788855,0.029163864,0.25406116,0.6185524,0.012997223,7.272089,9.874585e-06,0.0
82,2031-11,14.137084,0.031020654,0.47887087,0.6363833,0.017323589,11.034755,0.009909644,0.032717012
83,2031-12,10.752281,0.03219991,0.313615,0.25306,0.008200446,11.264457,0.012054043,0.08454043
84,2032-01,10.717851,0.034313384,0.50289875,1.7459476,0.12353121,13.58101,0.11680617,0.3438481
85,2032-02,10.539838,0.18953949,0.9440854,1.4424165,0.1467063,17.444887,0.1803511,5.9401183
86,2032-03,12.028978,0.29420245,1.299844,2.4411354,0.17111717,15.922611,0.22202314,5.243659
87,2032-04,14.505017,0.32583693,1.4248912,0.53257024,0.060972165,14.440741,0.0363726,5.489458
88,2032-05,23.067606,0.11701362,0.7364371,0.0075267404,0.04278404,6.0776844,0.00026568418,1.8746191
89,2032-06,27.417425,0.05395095,0.2623405,0.013068887,0.012382937,5.3917093,0.0,0.3104245
90,2032-07,30.70902,0.039122306,0.08109471,0.031336077,0.0029741935,5.4048867,0.0,0.04095439
91,2032-08,30.21443,0.034388416,0.48301685,1.291827,0.03517933,7.0650353,1.8509021e-05,0.0
92,2032-09,25.837976,0.035294365,0.64881,0.008037846,5.6212342e-05,9.051759,0.0,0.0
93,2032-10,21.571201,0.03396756,0.11309223,0.08651568,0.001171017,5.795004,2.1307203e-05,0.0
94,2032-11,14.063306,0.033367552,0.24386299,0.58743703,0.016209753,8.338356,0.011221012,0.08540897
95,2032-12,7.2735634,0.0426764,0.40515772,0.75785935,0.035675783,15.196807,0.042795658,0.7059706
96,2033-01,10.547855,0.03711718,0.2522279,0.025235118,0.0014308195,10.124458,0.0018774833,0.5351798
97,2033-02,13.617271,0.12397703,0.7397895,1.7825854,0.17825589,13.017233,0.05713904,0.9717009
98,2033-03,14.913973,0.1105542,0.6283739,0.12259246,0.009098901,10.505105,0.006481974,1.0378184
99,2033-04,22.55536,0.054413166,0.591597,0.34970683,0.015979964,7.6053514,0.0040652826,0.3616463
100,2033-05,24.34099,0.036946148,0.3204637,0.12797044,0.003293436,5.8686175,8.2628365e-05,0.0478724
101,2033-06,26.868334,0.031531814,0.21075387,0.16658916,0.0021797356,5.965355,0.0003491042,0.0006467577
102,2033-07,32.41675,0.030034784,0.2677263,0.2834659,0.0032049017,6.5103545,1.1550251e-07,0.0
103,2033-08,29.421541,0.029583018,0.12217224,0.1104544,0.0016216381,5.928548,0.0,0.0
104,2033-09,27.015055,0.029260095,0.08027004,0.0678289,0.0006957594,5.6562095,2.3298628e-05,0.0
105,2033-10,20.732386,0.028985687,0.00991718,0.0010292017,7.566278e-06,5.359944,4.28105e-06,0.0
106,2033-11,12.820252,0.029953979,0.44143227,0.9861177,0.035863526,9.951812,0.035766784,0.16683653
107,2033-12,11.210619,0.03237231,0.25786972,0.3244489,0.019015092,10.161434,0.01784071,0.21350314
108,2034-01,10.261089,0.07327702,0.590276,1.0285162,0.07835297,14.931709,0.0681951,1.7468302
109,2034-02,10.949981,0.11813298,0.9448598,1.6610883,0.065828614,17.26842,0.072256915,1.7701743
110,2034-03,16.125591,0.095895104,0.8603402,0.26089403,0.018467952,10.152138,0.030405993,0.93093354
111,2034-04,18.215658,0.07745146,0.9507742,0.7952952,0.02538536,9.663331,0.02966604,0.5634003
112,2034-05,24.044977,0.043231014,0.310849,0.075632006,0.005291978,5.633761,0.0025533566,0.15043297
113,2034-06,24.278463,0.033243585,0.18874496,0.025851166,0.0007322856,5.696881,0.00036122635,0.03681439
114,2034-07,31.000664,0.030200673,0.27954334,0.38749027,0.006360639,6.3672476,5.081965e-07,7.9782294e-05
115,2034-08,30.82981,0.031533096,1.1732323,1.7256678,0.035476863,11.949887,0.0,0.0
116,2034-09,26.532646,0.038203903,1.5872047,1.5119199,0.046105836,15.081279,3.2744676e-05,0.0
117,2034-10,21.422693,0.038605522,0.23864932,0.0,0.0,6.2609763,0.0,0.0
118,2034-11,12.895068,0.03537207,0.32995456,0.5561272,0.011563123,9.17565,0.01607612,0.10522966
119,2034-12,10.757916,0.036110412,0.5671672,1.0951897,0.037286054,13.733536,0.049234476,0.41362217
120,2035-01,9.160066,0.21103331,0.9288738,3.750008,0.3033244,20.244568,0.24659906,4.717676
121,2035-02,8.206909,0.36900252,0.8909288,1.5352821,0.1313728,19.07824,0.17655471,8.105633
122,2035-03,13.842578,0.25402147,1.2816607,0.0216481,0.08054612,12.4272585,0.010300902,7.359138
