,date,airtemp,baseflow,ev,rainfall,runoff,sm,snowfall,snowwater,D0,D1,D2,D3,D4
259,1971-08-01,29.204239548387097,0.01804263377419355,0.5900820996774194,0.7593134722229032,0.012767064445629032,7.910433245161291,0.0,0.0,86.5,78.0,33.7,4.3,0.0
260,1971-09-01,24.9369685,0.017895981233333334,0.17625222213333333,0.04789514407663333,0.0006216010418,6.3477316366666665,3.196257333333333e-08,0.0,86.1,74.3,54.4,36.4,4.2
261,1971-10-01,16.160824087096774,0.017766040870967743,0.15668134938709677,0.18259799173225807,0.002837627599096774,6.1371366935483875,0.02535445035492903,0.0950798612932258,74.9,65.7,20.8,7.4,1.0
262,1971-11-01,11.498555573333334,0.017733730366666665,0.09668950346666666,0.08381144497666666,0.0017802713285000001,6.393971566666666,0.004256248262,0.0539550317,71.5,56.9,18.7,10.5,4.4
263,1971-12-01,5.664054529032258,0.022484101225806453,0.3738378489032258,1.182868317058355,0.1247851749596129,8.750067325806452,0.2004584729777419,0.9020750489032258,12.3,1.6,0.0,0.0,0.0
264,1972-01-01,6.781601308064516,0.03864457422580645,0.200391675483871,0.0,0.006397002945806451,10.713540322580645,0.0,2.4177040032258064,45.6,16.0,0.5,0.0,0.0
265,1972-02-01,11.237376320689656,0.029628839379310344,0.2348975277586207,0.014308173896551724,0.003733518494482759,7.6114599413793105,0.0030196584137931037,1.1426786851724138,80.9,62.0,25.1,8.8,1.6
266,1972-03-01,17.109706370967743,0.03126849583870968,0.19752301293548388,0.0001056462190967742,0.0022017712726645163,5.646512432258065,2.9590060158064515e-06,0.14323617674193548,90.1,79.8,51.0,21.8,4.1
267,1972-04-01,17.064240633333334,0.020550386733333332,0.1806794094666667,0.06342996437566667,0.0006760048206000001,5.49510388,0.006704942342466667,0.033441782866666665,92.2,79.7,54.1,20.4,2.1
268,1972-05-01,21.411862258064517,0.018492339451612903,0.10013759338709678,0.032279436040612904,0.00043236834677419354,5.400053948387097,0.0016105970406451611,0.012147639851612902,99.3,96.6,91.5,71.6,35.0
269,1972-06-01,26.1124124,0.0177118835,0.585445793,0.5886913094573333,0.008535923823375334,7.627546483333333,1.9883352223333334e-05,9.60231252e-05,97.5,94.9,77.8,48.4,16.6
270,1972-07-01,30.748835774193548,0.017252892612903224,0.05625796954516129,0.05055284679870967,0.0003227091075487097,5.465632558064517,0.0,0.0,98.7,96.5,86.9,74.5,42.3
271,1972-08-01,27.991058193548387,0.017104594806451615,0.2824675273548387,0.3059310941280645,0.0033495087119741933,6.238908912903225,1.1802438707903224e-06,0.0,97.9,94.2,65.5,48.1,33.5
272,1972-09-01,23.861214166666667,0.0169696942,0.19371135893333333,0.173710422042,0.0017840546885393334,6.096944443333333,1.3718608866666667e-06,0.0,100.0,99.9,95.1,83.8,59.1
273,1972-10-01,16.410838161290325,0.016835211903225806,0.34357713687096775,0.4572138652225807,0.006200100004425806,7.724442851612904,0.003564046478345161,0.007799579232258064,84.0,66.4,38.0,23.6,17.2
274,1972-11-01,10.108759906666668,0.017440837433333335,0.5042616516666667,0.8034086701273,0.019197133673366666,11.949698823333334,0.06519271140818914,0.8707242671233334,29.2,7.9,0.0,0.0,0.0
275,1972-12-01,5.93813119483871,0.02068111458064516,0.3267914692258065,0.3035802958835484,0.01388416403835484,12.544025096774194,0.1173140732580645,2.110536971612903,9.5,4.0,0.0,0.0,0.0
276,1973-01-01,5.986027879354839,0.023905379516129033,0.38750653687096775,0.6524951677580646,0.026064953550741933,12.519595822580644,0.10150242746670966,2.243904751612903,11.2,4.7,0.1,0.0,0.0
277,1973-02-01,9.371920082142855,0.10007108642857143,0.7681252150000001,1.4825751721785714,0.11412482523357144,15.323788017857142,0.13047486120628574,4.641490503571428,4.6,2.7,0.0,0.0,0.0
278,1973-03-01,9.49836292903226,0.18562847000000002,1.128969453548387,1.394140043281613,0.0557547923483871,16.46427087096774,0.20409743528709678,7.736258883870968,2.6,0.1,0.0,0.0,0.0
279,1973-04-01,15.371500616666667,0.12138915766666666,0.7677969273333333,0.07276072491266668,0.047295372323333335,8.664520576666666,0.0012966990646433336,5.46744921,1.6,0.0,0.0,0.0,0.0
280,1973-05-01,22.570957516129035,0.07098253241935483,0.4679423929032258,0.15252228352774194,0.02473658020967742,6.00625475483871,0.0008352366517096775,1.5831575348387097,0.0,0.0,0.0,0.0,0.0
281,1973-06-01,27.179687933333334,0.03273448006666667,0.213044926,0.028518967083333333,0.010015835503333332,5.442702186666667,4.0010227e-05,0.3105837348666666,0.0,0.0,0.0,0.0,0.0
282,1973-07-01,29.71055619354839,0.020145091709677418,0.04658601535483871,0.017231836748064517,0.001954767102242903,5.323054777419355,0.0,0.03111762792580645,2.5,0.0,0.0,0.0,0.0
283,1973-08-01,28.27765529032258,0.01754577977419355,0.2449077726451613,0.24178758825580646,0.0031205650241225807,6.4519482967741935,0.0,0.0,10.2,6.0,0.0,0.0,0.0
284,1973-09-01,24.2086422,0.017203839866666668,0.007272871585666666,0.0007867717549333333,2.3601355666666667e-06,5.328951756666667,0.0,0.0,7.8,3.8,0.0,0.0,0.0
285,1973-10-01,18.920681258064516,0.017051430838709677,0.007780503191935484,0.007639215132258065,4.393259474193548e-05,5.310845703225806,9.544148761290323e-05,7.817531612903225e-08,8.3,3.6,0.0,0.0,0.0
286,1973-11-01,11.83711532,0.016968055066666668,0.2628259466683667,0.4591037439066667,0.008261283831333333,7.199299473333334,0.0469641799021,0.41880154683333337,19.9,7.0,0.0,0.0,0.0
287,1973-12-01,9.244011348387097,0.017434263419354838,0.15054058606451615,0.06851070073774194,0.002876037529419355,8.1067197,0.00967639908316129,0.5045262438709678,100.1,89.0,65.5,49.5,23.1
288,1974-01-01,6.6783432635483875,0.04168689335483871,0.5913128241935484,1.3637505333354838,0.1011282818935484,16.182646880645162,0.45134849381696773,6.420359829032258,33.3,12.0,0.0,0.0,0.0
289,1974-02-01,9.777303464285714,0.037699115250000005,0.4306420217857143,0.03160646930142857,0.009289445971428572,10.73022875,0.004079032332857143,3.4355102321428572,70.2,41.7,6.7,0.0,0.0
290,1974-03-01,13.732042090322581,0.10297478993548387,0.7924440496774194,0.7680315515848386,0.046460892487096776,10.809663129032257,0.09156845082775161,2.5839023516129034,55.9,23.0,2.1,0.0,0.0
291,1974-04-01,15.984885683333333,0.0498041553,0.36609421,0.07435755076666667,0.008813403546666666,6.3053463899999995,0.005849586183333333,1.0299732806666666,49.6,13.4,0.0,0.0,0.0
292,1974-05-01,21.98451870967742,0.030857153677419355,0.22972643967741935,0.0628533305023871,0.0033857112287096775,5.5540105838709675,0.0007720025237774193,0.28795694096774194,45.8,8.2,0.0,0.0,0.0
293,1974-06-01,28.232405500000002,0.02155898826666667,0.11677693886666667,0.0021793140613333333,0.0016298640853333332,5.325812549999999,1.3857122590000002e-05,0.04872340695,27.7,1.7,0.0,0.0,0.0
294,1974-07-01,29.147854516129033,0.017631850935483872,0.31083930158064516,0.3925138480404516,0.004189524220759032,6.351140712903226,1.0469749677419355e-06,0.0,9.5,0.0,0.0,0.0,0.0
295,1974-08-01,28.225661741935482,0.017085712483870967,0.3637268973548387,0.29274137405129036,0.004491007486129033,7.0946519,0.0,0.0,17.1,0.1,0.0,0.0,0.0
296,1974-09-01,27.0024851,0.016917585199999998,0.09413326293333334,0.09268669282299999,0.0009327698367046668,5.59418779,7.482725333333334e-07,0.0,2.0,0.0,0.0,0.0,0.0
297,1974-10-01,19.420837032258063,0.01678754038709677,0.33929749145161286,0.6510833292786452,0.013892533575808065,7.005125235483871,0.013882852845999999,0.034342254807000004,45.4,19.1,1.5,0.6,0.0
298,1974-11-01,12.529843533333333,0.016916426133333332,0.25057940986666666,0.09991857563666667,0.00289654489274,8.880006706666668,0.00890246605,0.21730942686666666,22.2,6.1,0.3,0.0,0.0
299,1974-12-01,7.4648608387096775,0.018193055741935485,0.38102593467741935,0.6690827700196774,0.020743645167064517,12.55279255483871,0.06415391343590322,0.45335134516129033,25.8,4.8,0.0,0.0,0.0
300,1975-01-01,8.436940832258065,0.018366633709677418,0.21105027787096772,0.043367740033225806,0.00265622299032258,9.796522274193547,0.029860491148109677,0.4271548506451613,54.7,31.3,2.2,0.0,0.0
301,1975-02-01,9.065364839285715,0.022309016071428572,0.31995686250000005,0.33382957838785715,0.016678171809285717,9.198793014285714,0.06251648980253571,0.8260876439285714,71.6,44.9,10.5,2.6,0.0
302,1975-03-01,10.974197858064517,0.060501305225806455,0.5617402883870968,0.7673024451064516,0.03972184852935484,9.345869664516128,0.10850863405935483,1.4905038206451613,66.7,35.6,8.0,1.1,0.0
303,1975-04-01,12.297309790000002,0.06695675706666666,0.679851137,0.59565694109,0.018836059156666664,9.449386866666666,0.08877775985833333,1.96148783,61.9,25.1,1.4,0.0,0.0
304,1975-05-01,20.584390354838707,0.045717999870967745,0.2844642170967742,0.027586519645161293,0.009186011812903227,5.8793108451612905,0.0011366766688387098,0.7331633287096774,65.9,23.7,2.3,0.2,0.0
305,1975-06-01,25.717595566666667,0.0249048834,0.159440838,0.008096463777633334,0.0024062694453333335,5.389389946666666,0.00025000256093333335,0.1257392891,55.0,14.4,1.5,0.0,0.0
306,1975-07-01,29.354447290322582,0.018071009258064517,0.07643078216129032,0.03311824108806452,0.0012953281532580645,5.36012249032258,0.0,0.010785642741935485,94.9,81.3,13.1,1.1,0.0
307,1975-08-01,27.95938964516129,0.016242705,0.054168249812903226,0.04807399432774194,0.00046940097268870966,5.446165170967742,0.0,0.0,92.8,84.4,18.7,2.5,0.0
308,1975-09-01,25.977814266666666,0.015985389033333335,0.34499510496666663,0.37154591899666667,0.004858846921033333,6.74686024,6.1404054873333335e-06,0.0,88.4,68.5,12.5,5.2,0.0
309,1975-10-01,17.991873677419353,0.01582803635483871,0.11304048332258064,0.12648200502580645,0.0011779215111110645,5.684122683870968,0.002546791415,0.0006403613638387097,69.1,42.5,7.7,1.6,0.0
310,1975-11-01,11.911010876666667,0.015704243200000002,0.07274920211666668,0.08058767959933334,0.0012394115374666668,5.861209493333333,0.04870434670866667,0.11251981522486668,67.5,42.9,8.4,1.9,0.0
311,1975-12-01,9.508848558064516,0.015678274064516128,0.0853361170967742,0.06759003510645162,0.002719988786580645,6.529191977419354,0.008762329511935485,0.26422555741935483,93.7,80.2,29.7,9.8,0.0
312,1976-01-01,9.374668081935484,0.015655491596774193,0.026810973419354837,0.002194634387096774,0.0002837974793225806,5.923706541935483,0.0,0.08189553693548388,99.9,98.4,91.3,86.4,69.7
313,1976-02-01,11.136180672413792,0.02656507496551724,0.9239237817931034,2.0779352497434136,0.10537817403413792,15.155028020689656,0.11982114971531034,1.945836283551724,60.9,30.6,6.6,2.7,0.0
314,1976-03-01,12.126897699999999,0.04967714332258064,0.6538639593548388,0.2765859219816129,0.023449637312903223,10.072858683870967,0.10469756357064516,1.8212722741935483,71.3,45.6,8.9,4.1,0.0
315,1976-04-01,14.97001545,0.039670615566666664,0.6045849306666666,0.4050481135183333,0.011337121256000001,7.819940553333334,0.034016480321,0.41762283766666664,51.4,32.7,3.3,0.0,0.0
316,1976-05-01,22.603635677419355,0.02627396109677419,0.3687661209677419,0.16653834368032258,0.0034554262612903224,6.109518412903226,0.0018413607096774195,0.09865602003225807,40.5,27.8,0.5,0.0,0.0
317,1976-06-01,25.797787333333336,0.019205342966666667,0.11978612973333333,0.014084093466666666,0.0002824092615333333,5.34812141,0.0002724007266666667,0.009759941363333333,46.0,32.8,3.2,0.0,0.0
318,1976-07-01,29.336780032258062,0.017075527290322582,0.15165882845161288,0.18529722257483872,0.0020531026792612902,5.566219906451613,6.051017838709678e-08,0.0,32.3,19.8,0.8,0.0,0.0
319,1976-08-01,26.721188096774192,0.016758618741935485,0.05075924434193549,0.005743631450935484,6.301749445483871e-05,5.537594977419355,3.14286e-07,0.0,40.2,13.5,1.6,0.0,0.0
320,1976-09-01,23.587563199999998,0.020345951799999998,1.497785731,2.4379815727643335,0.11587575498236333,13.472028056666666,9.983679600999999e-05,4.5996866666666667e-08,0.0,0.0,0.0,0.0,0.0
321,1976-10-01,18.859301258064516,0.021564070677419354,0.6771680112903226,0.26227593507741936,0.004199428235306451,9.357133906451613,0.0011500920345806451,0.0013551133957741936,0.0,0.0,0.0,0.0,0.0
322,1976-11-01,14.32627291,0.019731765666666668,0.18766202513333333,0.09844029563833333,0.0016438074738366665,6.971054106666667,0.0030968312604333337,0.004862553598733333,0.0,0.0,0.0,0.0,0.0
323,1976-12-01,8.007135567741935,0.01877936535483871,0.10265849622580646,0.13799495329419353,0.002826143672769355,6.211736151612904,0.02505500193548387,0.017617572032258066,2.2,0.0,0.0,0.0,0.0
324,1977-01-01,7.849331461290323,0.025260684548387098,0.5105023648387097,0.8121239261709677,0.03302867544193549,13.67760329032258,0.13013160201258064,1.793262984516129,0.1,0.0,0.0,0.0,0.0
325,1977-02-01,12.262951785714288,0.02253277617857143,0.3133790042857143,0.053332453214285716,0.005368538578571429,8.586964153571428,0.012061016221428572,0.3972352950714286,12.1,3.0,0.0,0.0,0.0
326,1977-03-01,10.569573903225807,0.02209814051612903,0.35227980838709677,0.3896895756858065,0.01197841001851613,7.43661903548387,0.07179368050290323,0.196505133,15.3,7.3,0.0,0.0,0.0
