date,D0,D1,D2,D3,D4
19770301,15.3,7.3,0.0,0.0,0.0
19770401,23.4,11.2,2.0,0.0,0.0
19770501,11.6,6.5,0.0,0.0,0.0
19770601,81.4,35.1,4.9,0.4,0.0
19770701,99.9,82.2,8.5,1.7,0.0
19770801,1.0,0.0,0.0,0.0,0.0
19770901,3.6,0.0,0.0,0.0,0.0
19771001,9.3,5.0,0.0,0.0,0.0
19771101,5.8,2.1,0.0,0.0,0.0
19771201,0.0,0.0,0.0,0.0,0.0
19780101,0.0,0.0,0.0,0.0,0.0
19780201,0.0,0.0,0.0,0.0,0.0
19780301,0.0,0.0,0.0,0.0,0.0
19780401,0.0,0.0,0.0,0.0,0.0
19780501,0.0,0.0,0.0,0.0,0.0
19780601,0.0,0.0,0.0,0.0,0.0
19780701,0.0,0.0,0.0,0.0,0.0
19780801,0.0,0.0,0.0,0.0,0.0
19780901,0.0,0.0,0.0,0.0,0.0
19781001,0.0,0.0,0.0,0.0,0.0
19781101,0.0,0.0,0.0,0.0,0.0
19781201,3.8,0.0,0.0,0.0,0.0
19790101,0.0,0.0,0.0,0.0,0.0
19790201,0.0,0.0,0.0,0.0,0.0
19790301,0.0,0.0,0.0,0.0,0.0
19790401,0.0,0.0,0.0,0.0,0.0
19790501,0.0,0.0,0.0,0.0,0.0
19790601,0.0,0.0,0.0,0.0,0.0
19790701,0.0,0.0,0.0,0.0,0.0
19790801,0.0,0.0,0.0,0.0,0.0
19790901,0.0,0.0,0.0,0.0,0.0
19791001,0.0,0.0,0.0,0.0,0.0
19791101,0.0,0.0,0.0,0.0,0.0
19791201,30.3,25.3,15.3,5.9,0.2
19800101,0.0,0.0,0.0,0.0,0.0
19800201,0.0,0.0,0.0,0.0,0.0
19800301,0.0,0.0,0.0,0.0,0.0
19800401,0.0,0.0,0.0,0.0,0.0
19800501,0.0,0.0,0.0,0.0,0.0
19800601,0.0,0.0,0.0,0.0,0.0
19800701,0.0,0.0,0.0,0.0,0.0
19800801,0.0,0.0,0.0,0.0,0.0
19800901,0.0,0.0,0.0,0.0,0.0
19801001,0.0,0.0,0.0,0.0,0.0
19801101,4.1,0.0,0.0,0.0,0.0
19801201,90.5,73.4,21.1,9.5,0.2
19810101,97.8,88.5,29.3,4.0,0.0
19810201,99.8,96.2,59.4,20.8,0.9
19810301,70.4,51.0,6.3,0.0,0.0
19810401,77.7,64.4,18.4,3.0,0.0
19810501,53.9,33.5,6.5,0.0,0.0
19810601,54.6,33.6,4.1,0.0,0.0
19810701,56.1,34.2,4.3,0.0,0.0
19810801,46.8,21.1,0.0,0.0,0.0
19810901,6.1,0.0,0.0,0.0,0.0
19811001,12.1,0.4,0.0,0.0,0.0
19811101,3.9,0.0,0.0,0.0,0.0
19811201,40.6,27.7,14.5,4.6,0.0
19820101,12.7,0.0,0.0,0.0,0.0
19820201,35.3,8.9,0.0,0.0,0.0
19820301,6.9,0.1,0.0,0.0,0.0
19820401,5.7,0.0,0.0,0.0,0.0
19820501,0.0,0.0,0.0,0.0,0.0
19820601,0.0,0.0,0.0,0.0,0.0
19820701,0.0,0.0,0.0,0.0,0.0
19820801,0.0,0.0,0.0,0.0,0.0
19820901,0.0,0.0,0.0,0.0,0.0
19821001,0.0,0.0,0.0,0.0,0.0
19821101,0.0,0.0,0.0,0.0,0.0
19821201,0.0,0.0,0.0,0.0,0.0
19830101,0.0,0.0,0.0,0.0,0.0
19830201,0.0,0.0,0.0,0.0,0.0
19830301,0.0,0.0,0.0,0.0,0.0
19830401,0.0,0.0,0.0,0.0,0.0
19830501,0.0,0.0,0.0,0.0,0.0
19830601,0.0,0.0,0.0,0.0,0.0
19830701,0.0,0.0,0.0,0.0,0.0
19830801,0.0,0.0,0.0,0.0,0.0
19830901,0.0,0.0,0.0,0.0,0.0
19831001,0.0,0.0,0.0,0.0,0.0
19831101,0.0,0.0,0.0,0.0,0.0
19831201,0.0,0.0,0.0,0.0,0.0
19840101,0.0,0.0,0.0,0.0,0.0
19840201,0.1,0.0,0.0,0.0,0.0
19840301,5.7,0.4,0.0,0.0,0.0
19840401,10.4,1.3,0.0,0.0,0.0
19840501,70.0,43.3,10.5,0.0,0.0
19840601,87.3,68.3,13.9,0.0,0.0
19840701,58.9,32.7,3.2,0.3,0.0
19840801,28.5,14.9,6.3,4.3,0.9
19840901,29.8,18.2,7.6,6.3,5.3
19841001,20.2,10.7,6.3,5.6,3.7
19841101,6.2,5.2,0.4,0.0,0.0
19841201,0.0,0.0,0.0,0.0,0.0
19850101,0.0,0.0,0.0,0.0,0.0
19850201,0.0,0.0,0.0,0.0,0.0
19850301,0.0,0.0,0.0,0.0,0.0
19850401,0.2,0.0,0.0,0.0,0.0
19850501,3.3,0.1,0.0,0.0,0.0
19850601,4.2,0.4,0.0,0.0,0.0
19850701,0.6,0.0,0.0,0.0,0.0
19850801,2.8,0.0,0.0,0.0,0.0
19850901,75.0,60.7,47.7,23.8,7.9
19851001,80.2,75.0,52.5,36.8,11.6
19851101,35.1,16.7,0.0,0.0,0.0
19851201,23.2,5.7,0.0,0.0,0.0
19860101,24.7,13.9,0.0,0.0,0.0
19860201,22.9,9.2,0.0,0.0,0.0
19860301,2.9,0.0,0.0,0.0,0.0
19860401,1.9,0.0,0.0,0.0,0.0
19860501,0.0,0.0,0.0,0.0,0.0
19860601,0.0,0.0,0.0,0.0,0.0
19860701,0.0,0.0,0.0,0.0,0.0
19860801,11.5,3.5,0.0,0.0,0.0
19860901,3.5,0.0,0.0,0.0,0.0
19861001,1.0,0.0,0.0,0.0,0.0
19861101,0.1,0.0,0.0,0.0,0.0
19861201,4.3,0.3,0.0,0.0,0.0
19870101,1.3,0.0,0.0,0.0,0.0
19870201,11.8,0.7,0.0,0.0,0.0
19870301,11.1,1.5,0.0,0.0,0.0
19870401,27.2,3.7,0.0,0.0,0.0
19870501,20.2,4.3,0.1,0.0,0.0
19870601,15.4,5.6,1.3,0.0,0.0
19870701,22.0,12.7,1.0,0.0,0.0
19870801,33.8,19.5,1.9,0.0,0.0
19870901,46.8,17.5,1.5,0.0,0.0
19871001,6.6,0.8,0.0,0.0,0.0
19871101,0.0,0.0,0.0,0.0,0.0
19871201,0.0,0.0,0.0,0.0,0.0
19880101,0.0,0.0,0.0,0.0,0.0
19880201,0.0,0.0,0.0,0.0,0.0
19880301,0.6,0.0,0.0,0.0,0.0
19880401,0.0,0.0,0.0,0.0,0.0
19880501,0.0,0.0,0.0,0.0,0.0
19880601,0.0,0.0,0.0,0.0,0.0
19880701,5.1,0.6,0.0,0.0,0.0
19880801,6.4,0.0,0.0,0.0,0.0
19880901,7.4,1.0,0.0,0.0,0.0
19881001,14.4,5.1,0.1,0.0,0.0
19881101,12.6,1.5,0.0,0.0,0.0
19881201,4.9,0.1,0.0,0.0,0.0
19890101,15.8,3.4,0.1,0.0,0.0
19890201,35.0,11.7,0.4,0.0,0.0
19890301,44.6,23.2,2.0,0.1,0.0
19890401,45.2,27.3,3.6,0.4,0.0
19890501,100.0,90.7,28.0,9.1,0.0
19890601,99.9,77.7,19.4,4.4,0.0
19890701,100.0,77.3,19.0,1.6,0.0
19890801,99.8,78.4,15.5,0.2,0.0
19890901,98.8,71.1,10.2,0.0,0.0
19891001,100.0,94.9,82.5,72.8,46.4
19891101,100.0,99.7,92.5,81.2,65.1
19891201,100.0,100.0,98.6,94.9,71.8
19900101,99.7,95.4,66.3,26.3,4.8
19900201,100.0,93.0,74.4,43.3,5.4
19900301,100.0,99.9,80.7,64.8,17.4
19900401,100.0,97.8,77.0,45.6,11.8
19900501,98.7,90.7,65.7,43.7,17.6
19900601,92.9,88.6,51.3,33.4,5.4
19900701,79.9,60.9,25.8,14.7,0.0
19900801,76.0,45.6,12.2,0.9,0.0
19900901,31.2,12.4,0.0,0.0,0.0
19901001,42.2,23.9,12.8,4.6,0.0
19901101,44.7,34.4,14.9,6.1,0.9
19901201,46.0,35.4,17.3,4.1,0.0
19910101,41.7,29.5,7.7,1.3,0.0
19910201,31.2,10.7,0.0,0.0,0.0
19910301,0.0,0.0,0.0,0.0,0.0
19910401,0.0,0.0,0.0,0.0,0.0
19910501,0.0,0.0,0.0,0.0,0.0
19910601,0.0,0.0,0.0,0.0,0.0
19910701,0.0,0.0,0.0,0.0,0.0
19910801,0.0,0.0,0.0,0.0,0.0
19910901,0.0,0.0,0.0,0.0,0.0
19911001,0.0,0.0,0.0,0.0,0.0
19911101,0.0,0.0,0.0,0.0,0.0
19911201,26.6,9.9,0.6,0.0,0.0
19920101,8.5,0.0,0.0,0.0,0.0
19920201,0.0,0.0,0.0,0.0,0.0
19920301,0.0,0.0,0.0,0.0,0.0
19920401,0.0,0.0,0.0,0.0,0.0
19920501,0.0,0.0,0.0,0.0,0.0
19920601,0.0,0.0,0.0,0.0,0.0
19920701,0.0,0.0,0.0,0.0,0.0
19920801,0.0,0.0,0.0,0.0,0.0
19920901,0.0,0.0,0.0,0.0,0.0
