time,baseflow_month_HadGEM2-ES_rcp85
2006-01-31 00:00:00+00:00,0.021510033
2006-02-28 00:00:00+00:00,0.021283356
2006-03-31 00:00:00+00:00,0.021154935
2006-04-30 00:00:00+00:00,0.020873958
2006-05-31 00:00:00+00:00,0.020454518
2006-06-30 00:00:00+00:00,0.020218326
2006-07-31 00:00:00+00:00,0.020011144
2006-08-31 00:00:00+00:00,0.019823506
2006-09-30 00:00:00+00:00,0.019649196
2006-10-31 00:00:00+00:00,0.019480072
2006-11-30 00:00:00+00:00,0.019315405
2006-12-31 00:00:00+00:00,0.019180382
2007-01-31 00:00:00+00:00,0.01949493
2007-02-28 00:00:00+00:00,0.019521829
2007-03-31 00:00:00+00:00,0.019453667
2007-04-30 00:00:00+00:00,0.01928766
2007-05-31 00:00:00+00:00,0.018900046
2007-06-30 00:00:00+00:00,0.018611848
2007-07-31 00:00:00+00:00,0.018424548
2007-08-31 00:00:00+00:00,0.01826332
2007-09-30 00:00:00+00:00,0.018113563
2007-10-31 00:00:00+00:00,0.017968135
2007-11-30 00:00:00+00:00,0.017864902
2007-12-31 00:00:00+00:00,0.018040199
2008-01-31 00:00:00+00:00,0.018228097
2008-02-29 00:00:00+00:00,0.01854499
2008-03-31 00:00:00+00:00,0.01956214
2008-04-30 00:00:00+00:00,0.027316522
2008-05-31 00:00:00+00:00,0.019578781
2008-06-30 00:00:00+00:00,0.018308038
2008-07-31 00:00:00+00:00,0.017114785
2008-08-31 00:00:00+00:00,0.016893014
2008-09-30 00:00:00+00:00,0.016729426
2008-10-31 00:00:00+00:00,0.01658538
2008-11-30 00:00:00+00:00,0.016459294
2008-12-31 00:00:00+00:00,0.016363384
2009-01-31 00:00:00+00:00,0.019963715
2009-02-28 00:00:00+00:00,0.057573706
2009-03-31 00:00:00+00:00,0.22372393
2009-04-30 00:00:00+00:00,0.11310128
2009-05-31 00:00:00+00:00,0.05324185
2009-06-30 00:00:00+00:00,0.033189178
2009-07-31 00:00:00+00:00,0.022889987
2009-08-31 00:00:00+00:00,0.021162184
2009-09-30 00:00:00+00:00,0.020980781
2009-10-31 00:00:00+00:00,0.023586636
2009-11-30 00:00:00+00:00,0.02203658
2009-12-31 00:00:00+00:00,0.021551734
2010-01-31 00:00:00+00:00,0.023464829
2010-02-28 00:00:00+00:00,0.06669022
2010-03-31 00:00:00+00:00,0.25602582
2010-04-30 00:00:00+00:00,0.17582124
2010-05-31 00:00:00+00:00,0.061070986
2010-06-30 00:00:00+00:00,0.033375245
2010-07-31 00:00:00+00:00,0.023556711
2010-08-31 00:00:00+00:00,0.02150858
2010-09-30 00:00:00+00:00,0.021166174
2010-10-31 00:00:00+00:00,0.020927306
2010-11-30 00:00:00+00:00,0.021091627
2010-12-31 00:00:00+00:00,0.024563268
2011-01-31 00:00:00+00:00,0.07597192
2011-02-28 00:00:00+00:00,0.13623762
2011-03-31 00:00:00+00:00,0.21746765
2011-04-30 00:00:00+00:00,0.1271116
2011-05-31 00:00:00+00:00,0.05530512
2011-06-30 00:00:00+00:00,0.030951986
2011-07-31 00:00:00+00:00,0.024995016
2011-08-31 00:00:00+00:00,0.02374054
2011-09-30 00:00:00+00:00,0.02339466
2011-10-31 00:00:00+00:00,0.02312276
2011-11-30 00:00:00+00:00,0.022870287
2011-12-31 00:00:00+00:00,0.022629188
2012-01-31 00:00:00+00:00,0.022397775
2012-02-29 00:00:00+00:00,0.022431685
2012-03-31 00:00:00+00:00,0.05583252
2012-04-30 00:00:00+00:00,0.077636585
2012-05-31 00:00:00+00:00,0.0317855
2012-06-30 00:00:00+00:00,0.023105059
2012-07-31 00:00:00+00:00,0.021900406
2012-08-31 00:00:00+00:00,0.021441868
2012-09-30 00:00:00+00:00,0.021149438
2012-10-31 00:00:00+00:00,0.020939533
2012-11-30 00:00:00+00:00,0.020827629
2012-12-31 00:00:00+00:00,0.03207326
2013-01-31 00:00:00+00:00,0.028568594
2013-02-28 00:00:00+00:00,0.07509495
2013-03-31 00:00:00+00:00,0.1376296
2013-04-30 00:00:00+00:00,0.047225937
2013-05-31 00:00:00+00:00,0.02988108
2013-06-30 00:00:00+00:00,0.023572946
2013-07-31 00:00:00+00:00,0.021249823
2013-08-31 00:00:00+00:00,0.020871237
2013-09-30 00:00:00+00:00,0.02064939
2013-10-31 00:00:00+00:00,0.020479387
2013-11-30 00:00:00+00:00,0.020316996
2013-12-31 00:00:00+00:00,0.020189611
2014-01-31 00:00:00+00:00,0.020575332
2014-02-28 00:00:00+00:00,0.020249138
2014-03-31 00:00:00+00:00,0.021786487
2014-04-30 00:00:00+00:00,0.023334509
2014-05-31 00:00:00+00:00,0.02275701
2014-06-30 00:00:00+00:00,0.021867976
2014-07-31 00:00:00+00:00,0.021303615
2014-08-31 00:00:00+00:00,0.020871058
2014-09-30 00:00:00+00:00,0.020647079
2014-10-31 00:00:00+00:00,0.02052519
2014-11-30 00:00:00+00:00,0.0202196
2014-12-31 00:00:00+00:00,0.019927394
2015-01-31 00:00:00+00:00,0.022752285
2015-02-28 00:00:00+00:00,0.1786919
2015-03-31 00:00:00+00:00,0.32851848
2015-04-30 00:00:00+00:00,0.21431766
2015-05-31 00:00:00+00:00,0.1182162
2015-06-30 00:00:00+00:00,0.056419455
2015-07-31 00:00:00+00:00,0.03297434
2015-08-31 00:00:00+00:00,0.027940804
2015-09-30 00:00:00+00:00,0.026886066
2015-10-31 00:00:00+00:00,0.026337374
2015-11-30 00:00:00+00:00,0.025918748
2015-12-31 00:00:00+00:00,0.02582598
2016-01-31 00:00:00+00:00,0.025997298
2016-02-29 00:00:00+00:00,0.045292642
2016-03-31 00:00:00+00:00,0.083572574
2016-04-30 00:00:00+00:00,0.07203584
2016-05-31 00:00:00+00:00,0.041569486
2016-06-30 00:00:00+00:00,0.030698584
2016-07-31 00:00:00+00:00,0.026516415
2016-08-31 00:00:00+00:00,0.025853034
2016-09-30 00:00:00+00:00,0.025569588
2016-10-31 00:00:00+00:00,0.025347708
2016-11-30 00:00:00+00:00,0.027339181
2016-12-31 00:00:00+00:00,0.02860484
2017-01-31 00:00:00+00:00,0.03445309
2017-02-28 00:00:00+00:00,0.12696853
2017-03-31 00:00:00+00:00,0.11375292
2017-04-30 00:00:00+00:00,0.073429525
2017-05-31 00:00:00+00:00,0.047336698
2017-06-30 00:00:00+00:00,0.03396683
2017-07-31 00:00:00+00:00,0.028062832
2017-08-31 00:00:00+00:00,0.026550539
2017-09-30 00:00:00+00:00,0.026025603
2017-10-31 00:00:00+00:00,0.025637984
2017-11-30 00:00:00+00:00,0.026044069
2017-12-31 00:00:00+00:00,0.026171826
2018-01-31 00:00:00+00:00,0.039717726
2018-02-28 00:00:00+00:00,0.08389929
2018-03-31 00:00:00+00:00,0.07821412
2018-04-30 00:00:00+00:00,0.03615427
2018-05-31 00:00:00+00:00,0.031583883
2018-06-30 00:00:00+00:00,0.027873196
2018-07-31 00:00:00+00:00,0.02539833
2018-08-31 00:00:00+00:00,0.024873367
2018-09-30 00:00:00+00:00,0.024539592
2018-10-31 00:00:00+00:00,0.024291549
2018-11-30 00:00:00+00:00,0.027688947
2018-12-31 00:00:00+00:00,0.026223728
2019-01-31 00:00:00+00:00,0.02547546
2019-02-28 00:00:00+00:00,0.03306897
2019-03-31 00:00:00+00:00,0.042957373
2019-04-30 00:00:00+00:00,0.03559843
2019-05-31 00:00:00+00:00,0.026804356
2019-06-30 00:00:00+00:00,0.024129143
2019-07-31 00:00:00+00:00,0.02328073
2019-08-31 00:00:00+00:00,0.022928162
2019-09-30 00:00:00+00:00,0.022667872
2019-10-31 00:00:00+00:00,0.022446195
2019-11-30 00:00:00+00:00,0.02223472
2019-12-31 00:00:00+00:00,0.022028316
2020-01-31 00:00:00+00:00,0.02198606
2020-02-29 00:00:00+00:00,0.022446502
2020-03-31 00:00:00+00:00,0.02225451
2020-04-30 00:00:00+00:00,0.022715962
2020-05-31 00:00:00+00:00,0.021669786
2020-06-30 00:00:00+00:00,0.021245955
2020-07-31 00:00:00+00:00,0.020975674
2020-08-31 00:00:00+00:00,0.020754589
2020-09-30 00:00:00+00:00,0.020565938
2020-10-31 00:00:00+00:00,0.031195179
2020-11-30 00:00:00+00:00,0.030345026
2020-12-31 00:00:00+00:00,0.037432503
