0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
6.6,d_19350501,0,0,0,0,0,0,93.4,66.3,0.7,0,0
1.9,d_19350601,0,0,0,0,0,0,98.1,77.2,3.3,0,0
15.6,d_19350701,0,0,0,0,0,0,84.3,36.1,10,0,0
5.2,d_19350801,0,0,0,0,0,0,94.8,44.9,4.6,0,0
22.7,d_19350901,0,0,0,0,0,0,77.4,23.5,0,0,0
60.9,d_19351001,0,0,0,0,0,0,39.1,15.5,0,0,0
64.1,d_19351101,32.8,9.3,0,0,0,0,3,0,0,0,0
76.4,d_19351201,23.6,5.6,0,0,0,0,0,0,0,0,0
16.4,d_19360101,83.5,58.3,10,5.5,0.9,0,0,0,0,0,0
71.7,d_19360201,27.9,2.1,0,0,0,0,0.4,0,0,0,0
64.2,d_19360301,35.8,12.9,0,0,0,0,0,0,0,0,0
54.7,d_19360401,45.3,16.4,0,0,0,0,0,0,0,0,0
44.5,d_19360501,55.6,26.2,0,0,0,0,0,0,0,0,0
37.6,d_19360601,62.4,29.6,0,0,0,0,0,0,0,0,0
84.4,d_19360701,14.3,1.4,0,0,0,0,1.3,0,0,0,0
98.7,d_19360801,1,0,0,0,0,0,0.4,0,0,0,0
91.2,d_19360901,4.6,0,0,0,0,0,4.2,0,0,0,0
19.9,d_19361001,0,0,0,0,0,0,80.2,71.1,14.2,0.1,0
47.2,d_19361101,0,0,0,0,0,0,52.8,29.1,1.6,0,0
0,d_19361201,0,0,0,0,0,0,100,90.4,79.4,44.3,4.9
0.2,d_19370101,0,0,0,0,0,0,99.8,86.3,64.8,23,0
11.5,d_19370201,0,0,0,0,0,0,88.6,80.7,63.5,36.3,0.1
7.7,d_19370301,0,0,0,0,0,0,92.3,80.9,61.2,40,6.5
19.1,d_19370401,0,0,0,0,0,0,80.8,69,45.1,32.9,4.4
15.9,d_19370501,0,0,0,0,0,0,84.1,72.9,47.2,34.9,2.8
12.8,d_19370601,0,0,0,0,0,0,87.2,75.8,50.8,38.2,4.9
27.9,d_19370701,0,0,0,0,0,0,72.2,54.5,37.7,8.2,0
36.1,d_19370801,8.4,2.9,0,0,0,0,55.5,46.6,36.2,11.6,0
45.1,d_19370901,20.7,13,3.4,0,0,0,34.1,11.8,0,0,0
30.7,d_19371001,35.2,17,5.4,0.6,0,0,34.1,17.9,0.1,0,0
36.8,d_19371101,63.1,37.2,10.1,2.4,0,0,0,0,0,0,0
0.3,d_19371201,99.8,93.4,30.5,2.5,0,0,0,0,0,0,0
2.3,d_19380101,97.6,88.9,44.4,5.8,0,0,0,0,0,0,0
44.7,d_19380201,53,29.8,0,0,0,0,2.3,0,0,0,0
51,d_19380301,0,0,0,0,0,0,48.9,28.8,5.8,0.1,0
45.6,d_19380401,5,0,0,0,0,0,49.3,34.5,6.2,0,0
39.3,d_19380501,0,0,0,0,0,0,60.6,44.2,9.5,0.2,0
39,d_19380601,0,0,0,0,0,0,61.1,45.9,11.3,0.4,0
32,d_19380701,0,0,0,0,0,0,68.1,53.2,33.6,7.9,0
37.2,d_19380801,0,0,0,0,0,0,62.8,52.9,39.8,14.5,0
30.5,d_19380901,0,0,0,0,0,0,69.4,55.4,43.2,20.1,0
22.7,d_19381001,0,0,0,0,0,0,77.3,67.6,50.5,43.2,14.8
28.2,d_19381101,1.9,0,0,0,0,0,69.9,57.6,32.1,8.4,0
65.7,d_19381201,0,0,0,0,0,0,34.2,17.6,5,0,0
49.7,d_19390101,0,0,0,0,0,0,50.4,16.1,2.2,0,0
86.1,d_19390201,0,0,0,0,0,0,13.9,5,0,0,0
86.7,d_19390301,0,0,0,0,0,0,13.3,5.1,0,0,0
87.2,d_19390401,0,0,0,0,0,0,12.8,6.4,0,0,0
77.9,d_19390501,0.1,0,0,0,0,0,22.1,5.8,0,0,0
78.8,d_19390601,0,0,0,0,0,0,21.2,2.1,0,0,0
54.3,d_19390701,0.5,0,0,0,0,0,45.1,2,0,0,0
41.3,d_19390801,0,0,0,0,0,0,58.7,8.9,0,0,0
34,d_19390901,0,0,0,0,0,0,66,45.2,0,0,0
42.3,d_19391001,0.4,0,0,0,0,0,57.3,14.7,0,0,0
20.9,d_19391101,1,0,0,0,0,0,78.1,60.3,11,0,0
39.2,d_19391201,4.3,2,0,0,0,0,56.5,42.6,5.2,0,0
35.7,d_19400101,0.1,0,0,0,0,0,64.2,20.3,0.6,0,0
30.7,d_19400201,0,0,0,0,0,0,69.4,29.4,7.1,0,0
45.6,d_19400301,0,0,0,0,0,0,54.4,20.2,1.9,0,0
38.4,d_19400401,0,0,0,0,0,0,61.5,22.7,0.6,0,0
30,d_19400501,0,0,0,0,0,0,70,29.5,0,0,0
83.7,d_19400601,4.4,0.5,0,0,0,0,11.9,0,0,0,0
84.7,d_19400701,5,0.2,0,0,0,0,10.3,0,0,0,0
60.9,d_19400801,39.1,17.5,0,0,0,0,0,0,0,0,0
84.7,d_19400901,0.2,0,0,0,0,0,15.1,0.3,0,0,0
60.1,d_19401001,22,3.3,0,0,0,0,17.9,0.1,0,0,0
48.6,d_19401101,50.8,37.8,11.8,3.8,0,0,0.6,0,0,0,0
28.9,d_19401201,0,0,0,0,0,0,71.1,49.9,9.4,0.7,0
13,d_19410101,0,0,0,0,0,0,87.1,60.4,10.4,1.7,0
0,d_19410201,0,0,0,0,0,0,99.9,90.5,48.2,12.2,0.8
0,d_19410301,0,0,0,0,0,0,100,100,82.7,59.4,5.7
0,d_19410401,0,0,0,0,0,0,100,100,100,87.9,50.7
0,d_19410501,0,0,0,0,0,0,100,100,100,99.5,64.2
0,d_19410601,0,0,0,0,0,0,100,100,100,99.5,61.2
0,d_19410701,0,0,0,0,0,0,100,100,100,98.5,70.4
0,d_19410801,0,0,0,0,0,0,100,100,100,100,90.1
0,d_19410901,0,0,0,0,0,0,100,100,95.8,74.3,16.3
0,d_19411001,0,0,0,0,0,0,100,100,100,100,59.7
0,d_19411101,0,0,0,0,0,0,99.9,99.9,96.9,85.4,50.5
0,d_19411201,0,0,0,0,0,0,100,95.8,67.9,32.7,1.2
46.2,d_19420101,0,0,0,0,0,0,53.8,24.2,1,0,0
80.2,d_19420201,0.3,0,0,0,0,0,19.5,4.5,0,0,0
83.5,d_19420301,3.6,0,0,0,0,0,12.9,0.5,0,0,0
83,d_19420401,0.2,0,0,0,0,0,16.8,3.3,0,0,0
89.3,d_19420501,8.9,0.1,0,0,0,0,1.8,0,0,0,0
89.3,d_19420601,6,0,0,0,0,0,4.6,0,0,0,0
37,d_19420701,63,32.4,0,0,0,0,0,0,0,0,0
68.8,d_19420801,31.3,6.3,0,0,0,0,0,0,0,0,0
11.6,d_19420901,88.4,57.4,8.2,0.8,0,0,0,0,0,0,0
40.9,d_19421001,59.2,20.9,5.7,0.1,0,0,0,0,0,0,0
57.6,d_19421101,42.4,15.9,6.6,0.4,0,0,0,0,0,0,0
43.9,d_19421201,56,23.8,8.9,4.2,0,0,0,0,0,0,0
40,d_19430101,1.3,0,0,0,0,0,58.8,42.7,8.7,0.1,0
40.3,d_19430201,4.2,0.7,0,0,0,0,55.6,45.4,8.1,0.1,0
37.9,d_19430301,3.9,0.7,0,0,0,0,58.2,49.1,12.9,0.6,0
26.2,d_19430401,3.6,1.1,0,0,0,0,70.2,57,27.8,1.2,0
25.8,d_19430501,6.4,1.8,0,0,0,0,68,49.7,2.4,0,0
23.2,d_19430601,3.7,0,0,0,0,0,73.1,61.5,3.4,0,0
24.1,d_19430701,6.6,2.2,0,0,0,0,69.3,59.3,6.1,0,0
24,d_19430801,5.7,0,0,0,0,0,70.3,59.5,11.3,0,0
19.7,d_19430901,0,0,0,0,0,0,80.3,70.3,34.3,3.7,0
54.3,d_19431001,11.2,2.6,0,0,0,0,34.5,12.6,0.3,0,0
63.1,d_19431101,19.7,1.8,0,0,0,0,17.2,10.1,1.6,0,0
49.2,d_19431201,1.2,0,0,0,0,0,49.7,37,14.2,4.9,0.1
57.7,d_19440101,21.7,5.3,0,0,0,0,20.5,12.5,2.6,0,0
44.2,d_19440201,0,0,0,0,0,0,55.9,38.8,15.8,4.3,0
52.3,d_19440301,0,0,0,0,0,0,47.7,29.3,9.8,2.1,0
46.7,d_19440401,0,0,0,0,0,0,53.2,31.1,11,4.9,0
36.2,d_19440501,0,0,0,0,0,0,63.8,35.4,13.4,5.9,0
39.6,d_19440601,0,0,0,0,0,0,60.3,35.5,10.9,1.8,0
51.3,d_19440701,0,0,0,0,0,0,48.7,27,1.7,0,0
55,d_19440801,0,0,0,0,0,0,45,26.9,2.6,0,0
92.9,d_19440901,4.5,0,0,0,0,0,2.6,0,0,0,0
77,d_19441001,10.3,3.9,0,0,0,0,12.7,3.3,0,0,0
74.9,d_19441101,12.8,6.6,0,0,0,0,12.2,2,0,0,0
69,d_19441201,23.8,6.1,0,0,0,0,7.2,0.6,0,0,0
51.8,d_19450101,48.3,11.2,0,0,0,0,0,0,0,0,0
69.8,d_19450201,30.2,4.6,0,0,0,0,0,0,0,0,0
83.2,d_19450301,8.7,0,0,0,0,0,8.1,0,0,0,0
94.9,d_19450401,0.3,0,0,0,0,0,4.8,0,0,0,0
88.4,d_19450501,0,0,0,0,0,0,11.6,0,0,0,0
73,d_19450601,0,0,0,0,0,0,27,0,0,0,0
45.1,d_19450701,0,0,0,0,0,0,54.9,25.2,0,0,0
57.9,d_19450801,0,0,0,0,0,0,42,10.1,0,0,0
41.9,d_19450901,0,0,0,0,0,0,58.1,13.2,0,0,0
1.2,d_19451001,0,0,0,0,0,0,98.8,81.6,2,0,0
15.8,d_19451101,0,0,0,0,0,0,84.2,63.1,0.7,0,0
16.6,d_19451201,0,0,0,0,0,0,83.4,54.3,4.2,1.3,0
57,d_19460101,0,0,0,0,0,0,43,6.3,0,0,0
92.2,d_19460201,0.7,0,0,0,0,0,7.1,0.4,0,0,0
93.4,d_19460301,2.2,0,0,0,0,0,4.4,1.1,0,0,0
78.6,d_19460401,17.4,9.4,0,0,0,0,4,1.3,0,0,0
26.2,d_19460501,73.7,66.1,5.6,0,0,0,0.1,0,0,0,0
27.4,d_19460601,72.6,62.6,2.3,0,0,0,0,0,0,0,0
37.7,d_19460701,59.8,36.6,12.1,1.1,0,0,2.6,1.2,0,0,0
44.6,d_19460801,52.7,29.3,8.6,3.2,0,0,2.8,1.1,0,0,0
24.5,d_19460901,75.5,47.7,17.5,1.4,0,0,0,0,0,0,0
57.1,d_19461001,39,22.8,1.8,0,0,0,3.9,1.4,0,0,0
31.2,d_19461101,9.6,5.1,0,0,0,0,59.2,47.2,17,9.1,2.1
30,d_19461201,6.4,0,0,0,0,0,63.6,50.4,29.3,7.5,0
43.4,d_19470101,11.5,6.2,0,0,0,0,45.1,32.1,0.8,0,0
58.2,d_19470201,20.1,10.7,0,0,0,0,21.8,1.7,0,0,0
72.8,d_19470301,25.4,13.8,4,0,0,0,1.8,0,0,0,0
52,d_19470401,46.4,29.3,19.9,8.9,0,0,1.7,0,0,0,0
57.1,d_19470501,42.8,29.8,17.5,8.2,1.3,0,0.1,0,0,0,0
61.4,d_19470601,38.6,30.8,21.4,11.6,0.5,0,0,0,0,0,0
30.7,d_19470701,69.3,47.9,29.5,22.2,8,0,0,0,0,0,0
0,d_19470801,100,93.6,75.3,45.4,23,0,0,0,0,0,0
0,d_19470901,100,100,95.5,80.2,32.4,0,0,0,0,0,0
0,d_19471001,100,95.8,65.2,39.4,2.3,0,0,0,0,0,0
1.6,d_19471101,98.4,86.9,56.9,23.4,0.5,0,0,0,0,0,0
57.1,d_19471201,42.5,28.1,7.2,0.6,0,0,0.4,0,0,0,0
27.3,d_19480101,72.6,53.2,34.2,19.3,6,0,0,0,0,0,0
8.3,d_19480201,91.7,55.9,15.6,0.1,0,0,0,0,0,0,0
3.3,d_19480301,96.8,71.5,22.6,5.2,0,0,0,0,0,0,0
6,d_19480401,94,49,18.5,0,0,0,0,0,0,0,0
4.3,d_19480501,95.6,73.9,15.4,1.5,0,0,0,0,0,0,0
13.6,d_19480601,86.4,57.2,0.1,0,0,0,0,0,0,0,0
9.3,d_19480701,90.6,55.8,7.2,0,0,0,0,0,0,0,0
7.9,d_19480801,92.1,64.2,16.8,0,0,0,0,0,0,0,0
4.6,d_19480901,95.4,88,59.2,39.7,20.2,0,0,0,0,0,0
53.2,d_19481001,44.8,32.7,15,8.8,3.4,0,2,0.5,0,0,0
35.7,d_19481101,63,48,30.4,18.1,7.5,0,1.3,0.3,0,0,0
57.3,d_19481201,41.3,29.1,10.9,3.8,0.7,0,1.5,0.1,0,0,0
26.9,d_19490101,7.9,3,0,0,0,0,65.1,39.9,10.5,2.6,0
44.9,d_19490201,9.7,7,0.2,0,0,0,45.4,19.4,0.3,0,0
54.8,d_19490301,11.6,7.8,1.8,0,0,0,33.5,10.3,0,0,0
58.3,d_19490401,14.2,8.8,2.5,0,0,0,27.5,1.7,0,0,0
32.7,d_19490501,12.5,7.8,1.9,0,0,0,54.8,20.4,0,0,0
27.8,d_19490601,11.3,6.9,0.7,0,0,0,60.9,38.1,0,0,0
54.4,d_19490701,14.6,7.3,0,0,0,0,30.9,10.3,0,0,0
65.2,d_19490801,8.3,1.8,0,0,0,0,26.4,8.1,0,0,0
70.9,d_19490901,8.2,0.6,0,0,0,0,21,4.8,0,0,0
6.3,d_19491001,92.7,86.6,58.8,45,32.5,0,0.9,0,0,0,0
4.8,d_19491101,95.1,87.2,55,44.1,24.6,0,0,0,0,0,0
11.8,d_19491201,88.3,74.4,49,28.4,7,0,0,0,0,0,0
9.9,d_19500101,90.1,83.9,57.9,40.8,16.1,0,0,0,0,0,0
7.3,d_19500201,92.7,89.4,72.4,50.8,13.1,0,0,0,0,0,0
4.2,d_19500301,95.8,90.4,68.8,48.5,8.3,0,0,0,0,0,0
4,d_19500401,96.1,90.9,70.6,43.6,0.2,0,0,0,0,0,0
2.5,d_19500501,97.5,90.8,76.8,29.2,0.1,0,0,0,0,0,0
3.8,d_19500601,96.2,89.3,68.2,12.1,0,0,0,0,0,0,0
10.4,d_19500701,89.6,73,17.2,2.3,0,0,0,0,0,0,0
3,d_19500801,97.1,79.9,46.2,12.2,0.6,0,0,0,0,0,0
11.5,d_19500901,88.5,65.4,5.7,0,0,0,0,0,0,0,0
14.3,d_19501001,85.6,66.5,9.5,0,0,0,0.1,0,0,0,0
15.5,d_19501101,83.1,65.4,9.6,0,0,0,1.4,0.1,0,0,0
12,d_19501201,87.7,78.2,48.5,31.7,13.8,0,0.2,0,0,0,0
18.1,d_19510101,81.9,58.2,8.1,2.3,0,0,0,0,0,0,0
6.8,d_19510201,93.2,81.3,28.4,6.1,0.1,0,0,0,0,0,0
1.4,d_19510301,98.6,91.1,58.3,18.8,0.8,0,0,0,0,0,0
0,d_19510401,100,87,50.8,17.3,0.4,0,0,0,0,0,0
17,d_19510501,82.9,61.5,14.1,2,0.1,0,0,0,0,0,0
6.3,d_19510601,93.6,75.3,33.8,11.3,3.1,0,0,0,0,0,0
24.2,d_19510701,75.7,46.2,11.7,6.9,0.8,0,0,0,0,0,0
45,d_19510801,42.2,29.3,11.6,6.5,0.6,0,12.8,4.5,0,0,0
51,d_19510901,23.6,12.1,4.6,0.9,0,0,25.4,10.5,0,0,0
41.9,d_19511001,26.8,16.1,5.7,1.7,0.2,0,31.3,18.7,2.6,0,0
30.1,d_19511101,13.5,7.8,2,0.2,0,0,56.5,38.5,21.9,10.2,0
8,d_19511201,0,0,0,0,0,0,92,87.5,64.8,42.6,0.5
0,d_19520101,0,0,0,0,0,0,100,99.3,75.4,47.4,1.4
5.2,d_19520201,0,0,0,0,0,0,94.8,70.7,4.5,0.4,0
5.8,d_19520301,0,0,0,0,0,0,94.2,85.5,28.2,2.3,0
6.4,d_19520401,0,0,0,0,0,0,93.6,89.3,32.5,0.9,0
18.9,d_19520501,0,0,0,0,0,0,81.2,71.6,25.4,1.5,0
11.3,d_19520601,0,0,0,0,0,0,88.7,71.5,17.7,1.3,0
5.7,d_19520701,0,0,0,0,0,0,94.3,78.8,35.5,5.5,0
21.2,d_19520801,0,0,0,0,0,0,78.8,68.9,21,2.6,0
15.4,d_19520901,0,0,0,0,0,0,84.6,66.7,8.9,0,0
69,d_19521001,0.1,0,0,0,0,0,30.8,16.3,0.6,0,0
8.1,d_19521101,0,0,0,0,0,0,91.9,77.8,38.8,14.7,0.8
14.8,d_19521201,0,0,0,0,0,0,85.1,68.6,22.6,1,0
65.5,d_19530101,0,0,0,0,0,0,34.6,11.3,0,0,0
74.6,d_19530201,11.8,0,0,0,0,0,13.5,0.4,0,0,0
71.6,d_19530301,25.6,6.2,0,0,0,0,2.7,0,0,0,0
63.4,d_19530401,36.7,12.8,0,0,0,0,0,0,0,0,0
73.5,d_19530501,26.4,2.1,0,0,0,0,0,0,0,0,0
41.7,d_19530601,58.3,20.4,3.1,0,0,0,0,0,0,0,0
62,d_19530701,37.7,10.2,0.7,0,0,0,0.3,0,0,0,0
20.3,d_19530801,79.6,55.4,6.6,0.8,0,0,0,0,0,0,0
4,d_19530901,96,90.1,64.7,31.3,8,0,0,0,0,0,0
6.9,d_19531001,93.1,85.7,57.6,26.8,6.8,0,0,0,0,0,0
4.7,d_19531101,95.3,88.5,59.8,32.3,1.1,0,0,0,0,0,0
2.5,d_19531201,97.6,92.1,76.9,42.6,6.1,0,0,0,0,0,0
73.7,d_19540101,26.1,3.5,0,0,0,0,0.2,0,0,0,0
58.3,d_19540201,41.8,17.9,0,0,0,0,0,0,0,0,0
87.7,d_19540301,11.4,0.4,0,0,0,0,0.9,0,0,0,0
86.8,d_19540401,13.2,0.3,0,0,0,0,0,0,0,0,0
87.2,d_19540501,12.8,3.5,0,0,0,0,0,0,0,0,0
93.7,d_19540601,6.4,0.1,0,0,0,0,0,0,0,0,0
69.7,d_19540701,0,0,0,0,0,0,30.3,2.8,0,0,0
75.2,d_19540801,2.8,0,0,0,0,0,22,1.2,0,0,0
32.1,d_19540901,0,0,0,0,0,0,67.8,16,0.2,0,0
72.4,d_19541001,23.2,4.5,0,0,0,0,4.4,0.3,0,0,0
66.4,d_19541101,0,0,0,0,0,0,33.6,6.9,0,0,0
51.1,d_19541201,47.3,27.2,11.6,3.1,0,0,1.5,0,0,0,0
82.6,d_19550101,2.3,0,0,0,0,0,15.1,0,0,0,0
94.5,d_19550201,5.5,1.7,0,0,0,0,0,0,0,0,0
55.1,d_19550301,44.9,7.8,0,0,0,0,0,0,0,0,0
12,d_19550401,88,53.4,2,0,0,0,0,0,0,0,0
29.8,d_19550501,70.1,18.5,0,0,0,0,0,0,0,0,0
29.5,d_19550601,70.5,28.2,0,0,0,0,0,0,0,0,0
89,d_19550701,7.6,2.7,0,0,0,0,3.4,0,0,0,0
30.8,d_19550801,18.5,7.2,0,0,0,0,50.7,25.7,1.6,0,0
33.4,d_19550901,11.9,6.4,0,0,0,0,54.7,30.8,1.7,0,0
49.8,d_19551001,30.7,25.3,11.7,5.9,0.6,0,19.4,6.4,1.1,0,0
41.1,d_19551101,24.5,18.1,8.5,3.6,0.5,0,34.4,20.3,3.9,1.3,0
49.5,d_19551201,17.5,12.1,2.7,0.3,0,0,33,20.4,3.6,0.5,0
48.7,d_19560101,7.3,1.4,0,0,0,0,44,18.9,1.4,0,0
73.1,d_19560201,19.6,11.9,2.7,0,0,0,7.2,1.7,0,0,0
59.5,d_19560301,38.2,19.2,9.1,2.5,0,0,2.2,0.1,0,0,0
24.5,d_19560401,75.5,41.1,5,1.5,0,0,0,0,0,0,0
5.6,d_19560501,94.3,85.5,68.7,63.7,57.3,0,0,0,0,0,0
6.5,d_19560601,93.5,82.1,66.7,61.3,51.5,0,0,0,0,0,0
26.6,d_19560701,73.4,54.1,31.4,25.7,20.1,0,0,0,0,0,0
19.8,d_19560801,80.2,62.6,37.9,29.9,23.5,0,0,0,0,0,0
35.5,d_19560901,64.5,49.1,31.4,26,20,0,0,0,0,0,0
10.4,d_19561001,89.6,78.5,42.9,33,25.7,0,0,0,0,0,0
16.9,d_19561101,82.8,71.9,40.6,31.9,25.4,0,0.2,0,0,0,0
19.5,d_19561201,80.5,65.3,37.1,30.7,24.4,0,0,0,0,0,0
43.5,d_19570101,56.3,39.3,12.1,1.4,0,0,0,0,0,0,0
19.9,d_19570201,80.1,48.6,16.7,4.9,0,0,0,0,0,0,0
9.8,d_19570301,90.1,55,22.7,11.3,0,0,0,0,0,0,0
0.6,d_19570401,99.4,86.6,35.9,21.2,7.1,0,0,0,0,0,0
6,d_19570501,94,76.6,20.2,7.8,0,0,0,0,0,0,0
11.5,d_19570601,88.5,44.4,9.8,0,0,0,0,0,0,0,0
25.5,d_19570701,74.5,59.6,15.8,3.8,0,0,0,0,0,0,0
43.7,d_19570801,56.2,29,4,0.2,0,0,0,0,0,0,0
67.1,d_19570901,32.9,11.4,0.4,0,0,0,0,0,0,0,0
72.5,d_19571001,25.1,11.1,0,0,0,0,2.4,0,0,0,0
59.4,d_19571101,10.3,3,0,0,0,0,30.2,2.4,0,0,0
58.5,d_19571201,2.8,0,0,0,0,0,38.6,11.3,0.1,0,0
82,d_19580101,12.2,1,0,0,0,0,5.8,0,0,0,0
72.9,d_19580201,7.3,0.4,0,0,0,0,19.8,1,0,0,0
56.6,d_19580301,0,0,0,0,0,0,43.4,8.6,0,0,0
30.3,d_19580401,0,0,0,0,0,0,69.7,33.2,3.5,0,0
16.2,d_19580501,0,0,0,0,0,0,83.8,43,4.8,0,0
5.9,d_19580601,0,0,0,0,0,0,94.1,62.9,6.2,0,0
36.1,d_19580701,1.1,0,0,0,0,0,62.8,26.8,1.3,0,0
28.8,d_19580801,0.8,0,0,0,0,0,70.4,51.2,9.1,0,0
22.3,d_19580901,0.1,0,0,0,0,0,77.6,64.8,17.4,5.7,0.7
8.3,d_19581001,0,0,0,0,0,0,91.7,82.6,61.5,35.8,9.7
13.7,d_19581101,0.2,0,0,0,0,0,86.2,79,51.8,31.8,15.6
50.2,d_19581201,5.1,1,0,0,0,0,44.8,34.3,17.4,7.1,2.2
39.4,d_19590101,38.1,21.3,7.3,0.9,0,0,22.4,13.1,2.9,0.1,0
54.8,d_19590201,32.3,14.3,3.8,0.6,0,0,12.8,5.9,0.2,0,0
44,d_19590301,50.1,31.1,9.3,3.4,0.2,0,5.9,2.6,0,0,0
37.8,d_19590401,57.9,31.5,10.8,4.3,0,0,4.2,1.3,0,0,0
15.1,d_19590501,84.9,58.3,17.5,8.6,1.2,0,0,0,0,0,0
1,d_19590601,99.1,84.6,22.9,9.5,0.1,0,0,0,0,0,0
0.9,d_19590701,99.1,96.1,57.8,24.4,1.3,0,0,0,0,0,0
5.6,d_19590801,94.4,85.1,36.2,9.1,0,0,0,0,0,0,0
35.2,d_19590901,64.8,31,2.1,0,0,0,0,0,0,0,0
50.4,d_19591001,44.1,14.2,0,0,0,0,5.5,1.4,0,0,0
37.8,d_19591101,55.6,34.9,16.2,11.8,8.1,0,6.6,3.8,0,0,0
49.8,d_19591201,10.3,5,0,0,0,0,39.9,24.4,9.4,5.7,0.3
54.9,d_19600101,5.6,0.8,0,0,0,0,39.6,26.5,11.2,4.1,0
62.2,d_19600201,5.4,0,0,0,0,0,32.4,21.8,6.2,1.3,0
61,d_19600301,14.7,6.6,0,0,0,0,24.2,16.3,3,0,0
63.8,d_19600401,14.3,5.6,0,0,0,0,22,14.9,2.1,0,0
43.6,d_19600501,34.3,9.5,0,0,0,0,22.1,12.5,0,0,0
34.8,d_19600601,40.6,14.9,0,0,0,0,24.5,14.7,0,0,0
48.8,d_19600701,33.8,8.6,0,0,0,0,17.5,3.4,0,0,0
48.9,d_19600801,46.6,13.5,0,0,0,0,4.6,0,0,0,0
48.8,d_19600901,51.1,11.6,0,0,0,0,0,0,0,0,0
47.1,d_19601001,52.9,32.2,4.6,0,0,0,0,0,0,0,0
69.1,d_19601101,27.7,9.7,1,0,0,0,3.4,0.7,0,0,0
68.4,d_19601201,25.4,5.4,0.6,0,0,0,6.2,1.5,0,0,0
49.3,d_19610101,46.8,20.1,1.3,0,0,0,3.9,0.8,0,0,0
24.6,d_19610201,75.6,49.3,19.2,5,0,0,0,0,0,0,0
20.1,d_19610301,79.8,56.3,26.4,13.3,0,0,0,0,0,0,0
17,d_19610401,83.1,56.2,31,22.6,2.3,0,0,0,0,0,0
36.5,d_19610501,63.5,42.7,31,22.5,7.4,0,0,0,0,0,0
12.7,d_19610601,87.2,70.5,42.9,33.6,12.4,0,0,0,0,0,0
1.7,d_19610701,98.3,87.8,48,41.9,27.9,0,0,0,0,0,0
11.7,d_19610801,88.3,80.5,58.9,41.3,20.2,0,0,0,0,0,0
15.3,d_19610901,84.7,75.5,46,19.7,3.7,0,0,0,0,0,0
12.9,d_19611001,87,76.1,53.4,20.3,5.9,0,0,0,0,0,0
29.1,d_19611101,69.5,43,5.4,0,0,0,1.5,0,0,0,0
58.4,d_19611201,38.6,21.9,6.2,0.4,0,0,2.9,0,0,0,0
55.3,d_19620101,44.1,32.3,13.5,6.1,0,0,0.6,0,0,0,0
37.9,d_19620201,43.6,32,3.6,0,0,0,18.6,4.5,0,0,0
44.1,d_19620301,50.3,37.7,6.5,0,0,0,5.6,0,0,0,0
47.2,d_19620401,49.4,36.6,5.4,0,0,0,3.4,0,0,0,0
30.3,d_19620501,69.5,60.5,28.5,11,1,0,0.1,0,0,0,0
33.7,d_19620601,65.7,56.6,17,7.7,0,0,0.6,0,0,0,0
32.5,d_19620701,64.7,54.4,16.3,3.8,0,0,2.8,0,0,0,0
27.1,d_19620801,72.6,63.9,36.7,13.9,0,0,0.3,0,0,0,0
24.2,d_19620901,75.1,63.4,33.2,15.4,5.2,0,0.6,0,0,0,0
30.5,d_19621001,68.1,48.5,17.8,9.8,5.8,0,1.2,0,0,0,0
2.1,d_19621101,97.9,93.9,78.9,63.5,36.3,0,0,0,0,0,0
3.8,d_19621201,96.2,86.2,71.2,53.3,34.8,0,0,0,0,0,0
0.3,d_19630101,99.7,94,71,60.1,37.1,0,0,0,0,0,0
3.4,d_19630201,96.5,88,58.6,37.9,7.3,0,0,0,0,0,0
2,d_19630301,98,90.9,63.7,35.9,2.8,0,0,0,0,0,0
0,d_19630401,99.9,93.9,63.3,25.3,0,0,0,0,0,0,0
4.8,d_19630501,95.2,85.2,47.3,21.4,0.1,0,0,0,0,0,0
6.7,d_19630601,93.3,82,33.1,7.8,0,0,0,0,0,0,0
0.2,d_19630701,99.9,93.1,68.7,35.1,5.9,0,0,0,0,0,0
3.2,d_19630801,96.9,84.8,10.4,0.1,0,0,0,0,0,0,0
94,d_19630901,4.5,0,0,0,0,0,1.5,0,0,0,0
47.2,d_19631001,0,0,0,0,0,0,52.9,25,3.6,0,0
26.1,d_19631101,0,0,0,0,0,0,73.9,48,15.6,7.2,0.1
41.3,d_19631201,0,0,0,0,0,0,58.7,33.8,6.6,0.1,0
75.4,d_19640101,1.5,0,0,0,0,0,23.1,7.7,0,0,0
75.6,d_19640201,19.6,2.5,0,0,0,0,4.8,0.2,0,0,0
73.3,d_19640301,26.3,8.2,0,0,0,0,0.4,0,0,0,0
84.7,d_19640401,14.9,3.1,0,0,0,0,0.4,0,0,0,0
80,d_19640501,19.9,4.8,0,0,0,0,0.1,0,0,0,0
19.4,d_19640601,80.6,60.8,16.9,8.4,0,0,0,0,0,0,0
0.6,d_19640701,99.4,96.2,61.7,31.1,0,0,0,0,0,0,0
0,d_19640801,100,99.2,92,74.2,25.1,0,0,0,0,0,0
2.4,d_19640901,97.5,92.9,69.7,35.1,2.8,0,0,0,0,0,0
1.9,d_19641001,98.1,93.6,64.5,25.8,0.4,0,0,0,0,0,0
39.8,d_19641101,59.8,20.1,0.4,0,0,0,0.4,0,0,0,0
30.5,d_19641201,69.4,40.6,3.4,0,0,0,0.1,0,0,0,0
